# x0 x1 x2 x3 x4 amplitude sigma
0.129077 -0.271952 -0.213930 -0.369261 0.533437 1.000000 1.408584
-0.645674 -0.300837 -0.224347 -0.659353 0.237239 1.000000 0.757972
-0.466135 -0.399657 0.237854 -0.091040 -0.531037 1.000000 1.377655
0.854679 0.143766 -0.176409 -0.797388 -0.827209 1.000000 1.238965
-0.702878 0.692104 -0.097454 0.970169 -0.761258 1.000000 1.198077
-0.226043 -0.902123 0.040857 0.780739 0.649418 1.000000 1.017209
0.786976 0.658424 0.779462 0.952333 -0.200309 1.000000 1.452110
-0.670181 0.451778 0.961571 0.690925 0.836650 1.000000 1.413645
-0.931705 -0.408942 -0.142293 -0.343274 0.746020 1.000000 0.578174
-0.984341 -0.419524 -0.730561 -0.381015 -0.424214 1.000000 1.282321
0.080307 -0.851182 0.902533 -0.478384 0.388415 1.000000 0.613665
-0.597058 0.775911 0.045023 0.769587 -0.942028 1.000000 1.140850
0.257838 0.891435 -0.150877 -0.065881 0.514548 1.000000 0.579763
-0.980474 0.178526 0.689602 -0.737295 -0.689693 1.000000 0.731966
-0.944754 -0.528548 0.775262 -0.913633 -0.125294 1.000000 0.885952
