# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 amplitude sigma
0.314814 0.176598 0.686752 -0.325964 -0.269377 -0.616158 -0.710658 -0.760362 -0.989910 0.552206 1.000000 0.707635
-0.703396 0.168378 -0.150442 0.275737 -0.504763 0.647499 -0.230798 0.848789 -0.521881 -0.184803 1.000000 1.281992
-0.072682 0.725396 -0.334428 0.184753 0.412521 -0.432387 -0.315773 0.822744 -0.194111 0.240706 1.000000 1.106899
-0.648446 -0.277022 0.707440 -0.725711 0.919134 -0.359921 0.686123 -0.943097 0.213204 0.077260 1.000000 0.846029
0.427819 -0.821807 -0.265303 0.249642 0.685430 0.047980 -0.248608 0.346637 0.308491 -0.126509 1.000000 0.904280
-0.792681 0.987061 -0.132367 0.737639 0.022544 0.393641 -0.754755 -0.221492 0.844085 -0.321646 1.000000 0.945862
0.765190 0.671181 0.755474 -0.516564 0.430806 0.821286 0.131630 -0.834185 -0.061666 -0.881528 1.000000 1.232664
-0.171426 -0.467351 0.464904 -0.717211 -0.138209 0.680946 0.892848 0.165827 -0.983852 -0.062727 1.000000 0.817624
0.676721 -0.289393 0.370893 -0.662233 0.985938 -0.712758 0.791979 0.199927 0.416397 -0.879203 1.000000 0.634392
0.554718 -0.179052 -0.151896 -0.611309 0.526686 0.692245 -0.580608 0.812102 0.195040 0.382740 1.000000 1.315701
-0.752918 -0.409690 0.596168 -0.663272 -0.106780 -0.207803 0.148919 -0.229533 0.501540 -0.306606 1.000000 1.482911
0.398098 -0.777931 -0.463402 0.042614 -0.022994 0.513210 0.852503 -0.864061 -0.407273 0.533260 1.000000 0.742783
0.005495 0.020424 -0.513268 0.832561 0.772935 0.933929 -0.473269 0.408169 0.290630 -0.903767 1.000000 0.923004
0.398144 0.651790 0.170748 0.044096 0.349959 0.259962 -0.087909 0.493076 -0.329226 0.375418 1.000000 0.958712
0.031380 -0.779953 0.528667 -0.390750 -0.718689 -0.895164 0.331313 0.985468 0.585768 0.453651 1.000000 1.151788
0.334126 0.978894 -0.434632 -0.331602 0.234732 -0.561001 0.233232 0.049688 -0.877124 -0.157351 1.000000 1.316439
-0.932608 0.635507 -0.336464 -0.773752 0.091591 -0.118985 -0.524843 -0.219602 -0.741338 -0.900721 1.000000 0.825312
0.378474 -0.401651 0.578476 -0.209550 -0.555613 0.416311 0.277748 -0.109728 -0.848066 -0.154815 1.000000 1.086362
0.201482 0.802770 0.016226 -0.344519 0.138622 0.776385 0.570078 -0.022693 -0.186259 -0.868435 1.000000 0.605972
-0.040973 -0.165998 0.052671 0.621031 0.809779 0.000937 0.734553 -0.152197 0.059811 -0.569714 1.000000 1.447053
0.312000 -0.765866 0.041225 -0.322469 0.424615 -0.832250 0.866743 -0.104316 0.894670 -0.655067 1.000000 1.443531
-0.813162 -0.254957 -0.862265 0.795791 0.282694 -0.890575 0.673790 -0.895860 -0.208066 0.453660 1.000000 1.423748
0.039635 -0.012111 0.407281 0.338766 0.283979 -0.642847 -0.457317 0.732816 -0.104063 0.334281 1.000000 0.666680
0.611692 -0.921425 -0.116045 -0.062888 -0.616348 0.609820 -0.850645 0.789132 0.799003 -0.366850 1.000000 1.405180
-0.221605 -0.826818 0.518112 -0.915782 0.659826 0.735531 -0.701223 0.324477 0.566871 0.409099 1.000000 1.133033
-0.700936 -0.720795 -0.215670 0.259165 -0.682521 -0.932595 -0.196375 0.968703 0.220311 0.778631 1.000000 1.203110
0.965767 0.023704 0.593507 -0.768891 -0.752447 -0.133273 -0.885990 -0.972265 -0.808133 -0.778565 1.000000 0.957681
0.899645 -0.017700 -0.799139 0.711332 -0.950787 0.954415 -0.075742 0.947874 0.642565 -0.515225 1.000000 0.962649
-0.518306 -0.978927 0.905981 -0.632560 -0.743241 -0.860884 0.381459 0.297141 -0.565320 -0.430361 1.000000 1.131260
-0.112515 -0.436721 -0.668023 -0.170286 -0.171850 -0.110747 0.218990 -0.612604 0.365637 0.082633 1.000000 0.878012
-0.368363 0.034767 0.928141 -0.828261 -0.307446 -0.930630 0.501927 0.814081 0.416918 0.319057 1.000000 1.104794
-0.432274 0.332131 0.096772 -0.713657 -0.008824 -0.598457 -0.202778 -0.853399 -0.468139 -0.531781 1.000000 0.815457
-0.497465 -0.332785 -0.012422 -0.304047 0.102754 0.225601 -0.710964 -0.115183 0.464293 0.000649 1.000000 0.615183
0.737285 -0.821607 0.335031 -0.948679 -0.074280 0.324864 -0.200736 0.820644 0.673539 0.830016 1.000000 1.347229
-0.497594 -0.880723 -0.761329 -0.792994 -0.639891 -0.107883 -0.702541 0.118111 0.229698 -0.854945 1.000000 0.676538
-0.056491 0.390015 -0.728656 0.579799 -0.340975 -0.189993 0.678013 -0.617852 0.206239 -0.823495 1.000000 1.313996
-0.932574 0.248557 -0.732026 -0.339669 0.613351 -0.824183 -0.987628 0.715804 0.082958 -0.182786 1.000000 0.964655
0.049163 -0.898205 -0.220241 0.820971 0.979349 0.635185 -0.356346 0.636890 0.761572 -0.509022 1.000000 1.027835
-0.025010 -0.264038 0.933834 -0.724842 0.982049 0.524221 0.673790 0.055197 0.813914 0.706997 1.000000 1.470406
-0.278685 -0.558634 -0.899396 -0.156554 0.155789 0.869666 0.600918 -0.682552 0.654421 0.448137 1.000000 0.579093
-0.029285 -0.543183 0.417114 -0.054136 -0.057062 0.284930 0.028245 0.175984 -0.355805 -0.810832 1.000000 0.556280
