# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 amplitude sigma
0.745379 -0.696108 -0.606546 0.615226 0.930818 0.627663 -0.748713 -0.289269 -0.187446 0.436511 0.211738 0.336816 1.000000 0.751295
0.129227 0.300601 -0.029481 0.596184 -0.939637 0.966107 -0.079661 -0.165366 -0.604547 -0.127845 -0.919297 0.105137 1.000000 0.874828
-0.575692 -0.767341 0.746912 0.710598 0.142622 -0.402559 -0.068614 -0.061324 -0.106803 0.702366 -0.740870 0.362030 1.000000 1.098062
-0.851036 0.561209 0.268555 0.329290 -0.465362 0.751605 -0.873810 -0.817741 0.118847 0.829268 0.097412 0.663063 1.000000 0.977833
-0.542929 -0.782213 0.324811 -0.837655 0.126715 0.793743 -0.954538 0.470790 0.853246 0.500938 0.409336 -0.549505 1.000000 0.837547
-0.278244 0.245535 0.914989 0.090854 -0.683277 0.110034 0.654264 0.882780 -0.700498 -0.148648 -0.761942 -0.055353 1.000000 1.280033
-0.816166 -0.023967 -0.062890 -0.954017 -0.143323 -0.037972 -0.230106 -0.752669 -0.030266 0.323854 -0.868566 0.237077 1.000000 1.110217
-0.139983 -0.857331 -0.037287 -0.052943 -0.827303 -0.308111 0.441356 -0.495802 0.737037 0.600861 -0.288019 -0.350051 1.000000 0.916112
0.847413 -0.042982 -0.806270 0.058055 -0.524469 -0.030231 0.409553 -0.802840 0.688327 0.092339 -0.275310 0.490832 1.000000 0.538114
0.324870 0.618721 -0.165848 -0.111092 0.726858 -0.404760 -0.186642 0.289188 -0.344725 0.118394 0.865623 -0.843793 1.000000 1.386685
0.423224 -0.377278 0.231618 -0.337528 -0.707203 -0.018114 0.305865 -0.987026 0.055890 -0.101168 0.157108 -0.680647 1.000000 0.568546
0.961738 0.714503 -0.974954 -0.691954 0.076103 -0.276296 -0.665596 0.759296 -0.928681 0.280914 -0.360216 0.940175 1.000000 0.707622
0.344290 -0.054905 0.594144 -0.719964 -0.017101 0.204823 0.866731 0.286952 -0.230997 -0.489745 0.951136 -0.015582 1.000000 0.647745
-0.926676 0.891968 -0.189255 -0.552742 0.074866 0.845528 0.151433 0.235667 0.556391 0.903549 0.151669 0.720563 1.000000 1.435136
-0.817858 -0.682729 -0.642591 -0.107803 -0.303350 0.395376 -0.010166 0.981652 0.111980 0.273136 0.939807 -0.292173 1.000000 1.420886
