# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 amplitude sigma
0.010372 -0.197610 -0.193349 -0.142950 0.408943 -0.218889 0.855411 -0.318314 0.057403 -0.887224 -0.616469 0.593125 -0.291661 0.113918 -0.602111 0.574485 0.889207 -0.423789 -0.805676 0.712149 1.000000 1.386429
0.541723 0.585454 -0.286321 0.844305 0.474327 0.707909 0.382071 0.521895 -0.855311 -0.081668 -0.921433 -0.836287 0.578397 -0.166373 -0.298042 0.320215 -0.345265 -0.597144 -0.203267 -0.792803 1.000000 0.926777
-0.852531 -0.611079 0.913712 -0.413822 -0.922210 -0.449931 -0.823185 -0.092120 0.966421 0.930445 0.168085 -0.237889 -0.814873 -0.940229 -0.736124 0.392473 0.428716 -0.588056 -0.438255 0.776697 1.000000 1.399689
-0.038615 0.996398 -0.442278 -0.408164 -0.990175 0.074619 -0.870569 0.213901 -0.246787 0.043904 -0.972528 0.437905 -0.676895 -0.312149 0.035704 -0.860545 -0.768238 0.028925 -0.776474 -0.604069 1.000000 1.379763
-0.634383 -0.232797 0.059561 0.531636 0.480519 0.932684 -0.077770 0.776669 -0.558472 0.442805 -0.619676 0.017498 -0.325972 -0.873604 0.073611 0.336306 -0.435060 -0.474310 0.948387 0.029258 1.000000 0.577582
-0.773470 -0.534482 0.355757 0.494271 0.310329 0.493907 0.726517 0.865133 -0.467272 -0.213663 -0.305693 -0.577934 0.792434 0.415479 -0.768914 0.676409 -0.885443 -0.976447 0.912515 0.344055 1.000000 0.936170
-0.126086 0.145862 -0.297887 0.550366 0.497876 0.479399 -0.483716 0.613325 0.153166 -0.374541 0.938234 -0.359811 0.240263 0.689761 -0.282898 0.550165 -0.519711 0.531986 -0.508840 0.663722 1.000000 0.532214
-0.229091 -0.851846 -0.306098 -0.337208 -0.739563 0.872351 0.411504 -0.280271 -0.078039 0.286002 0.965534 -0.078559 -0.733708 -0.180889 -0.845363 -0.316480 -0.305120 0.730535 0.114785 0.863284 1.000000 0.963981
0.739484 -0.214119 -0.360375 0.732244 0.385603 0.256228 -0.779476 -0.934121 -0.099256 -0.642874 0.863476 0.575840 0.788175 0.958513 -0.925148 0.410418 0.274938 0.436348 -0.096275 -0.007054 1.000000 0.642262
-0.248666 0.204588 0.300984 -0.154605 -0.335833 -0.664299 -0.063578 0.271453 0.936225 0.869203 -0.990948 -0.719269 0.716025 0.190467 -0.041962 0.552379 -0.691344 -0.259209 0.525111 -0.411998 1.000000 0.642374
0.144491 0.981351 0.619577 0.655632 0.540334 0.390038 0.460293 0.300136 0.627336 -0.208528 -0.897035 0.611964 -0.629539 0.598532 0.023964 0.642231 -0.446691 0.668848 0.767810 -0.258806 1.000000 0.726795
0.026406 0.390787 0.040075 -0.208548 -0.773493 0.585923 0.209783 -0.314505 0.865653 -0.201549 0.135174 -0.233329 0.590594 -0.416313 0.085639 -0.269609 0.317222 0.325276 0.994801 0.001838 1.000000 1.102718
-0.921030 -0.160655 0.999899 0.963535 0.264902 0.659197 -0.461813 -0.853000 -0.023466 -0.416506 -0.534997 -0.300839 0.177420 -0.505078 -0.606477 0.794783 0.695729 -0.924481 0.230434 0.351328 1.000000 1.350034
0.089662 0.102718 -0.760581 0.354382 0.557377 0.065772 -0.426102 -0.344513 -0.490131 -0.843354 0.489976 0.601639 -0.070546 -0.396607 -0.630443 -0.455584 -0.786129 -0.777853 -0.033935 -0.082252 1.000000 1.067618
0.030346 -0.335240 -0.926858 -0.981256 -0.052339 -0.761681 -0.101773 0.189610 -0.162537 -0.225995 -0.889829 -0.058049 -0.582828 -0.547974 -0.010527 0.359962 -0.766238 0.990404 0.345843 0.202090 1.000000 1.375653
