# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 amplitude sigma
-0.381433 -0.107198 0.358330 0.178697 -0.738015 -0.882311 0.292819 0.138773 -0.025223 0.690556 0.894836 0.452848 0.203503 0.400277 -0.490723 1.000000 1.372935
0.286786 -0.433598 -0.652667 0.884264 -0.142278 0.476258 -0.736936 0.092979 0.239644 0.619281 0.887316 0.732810 0.029002 -0.886696 -0.693658 1.000000 1.061688
0.505230 -0.618521 0.266705 -0.112458 0.184535 0.953704 -0.693161 0.601164 0.196059 -0.903984 -0.008619 -0.765334 0.581816 -0.379324 0.636806 1.000000 0.731747
0.329471 -0.078289 0.853062 -0.948461 0.907702 0.516113 -0.801984 0.544726 -0.922562 0.134882 0.324025 -0.365266 -0.448729 0.212435 -0.203869 1.000000 0.600817
-0.440351 -0.891952 -0.939132 -0.921305 0.128314 -0.796695 0.130913 -0.501109 0.457988 -0.995173 -0.073887 0.654823 0.132480 -0.664734 0.802729 1.000000 1.384412
0.091646 -0.443770 -0.720311 -0.884150 -0.649476 -0.552642 -0.468980 0.430282 -0.315092 0.455383 0.958044 0.873010 -0.483319 0.964256 -0.476598 1.000000 0.706174
0.158418 -0.949456 0.956019 0.102565 -0.218732 -0.125823 -0.912137 0.418308 -0.791888 -0.311154 -0.211390 -0.798551 0.714149 -0.764883 -0.649892 1.000000 0.619531
-0.822690 -0.547033 -0.846826 0.421101 -0.097227 -0.267836 0.512153 0.044151 0.066888 0.292997 -0.191700 -0.782615 0.801152 -0.627861 0.975859 1.000000 1.143251
0.298272 -0.341965 -0.592715 0.026646 0.742313 -0.953045 0.587315 -0.870591 -0.636162 -0.356038 0.409029 0.536794 0.517720 0.975932 0.709861 1.000000 0.542431
0.870057 -0.173545 -0.013980 -0.593395 0.166569 -0.564946 -0.811263 0.107286 -0.906152 0.884233 0.231283 -0.263815 -0.640530 -0.682896 -0.840062 1.000000 0.905483
0.476454 0.429748 -0.133856 0.809940 -0.652457 0.583024 0.916506 -0.504355 0.081810 -0.556728 0.454364 -0.282915 0.998107 0.357616 0.273798 1.000000 1.245368
0.048250 -0.269591 0.250947 -0.327518 0.881027 0.585173 0.991139 -0.717859 0.414245 -0.947916 0.044536 0.724444 -0.965752 0.572718 0.719577 1.000000 1.037792
0.145801 0.550618 0.532054 0.417376 -0.785421 0.305519 0.260055 -0.475741 0.460850 -0.828572 -0.014419 0.478262 0.803517 -0.448858 -0.756253 1.000000 0.519294
-0.444465 -0.095324 -0.277132 -0.714280 -0.829307 -0.962224 -0.016581 0.355082 -0.664958 0.763162 0.403841 0.866853 0.613573 0.990251 -0.061864 1.000000 0.852259
-0.426592 -0.964147 0.991627 0.188305 -0.048740 0.626632 0.020052 -0.833446 -0.803795 -0.787459 -0.066048 -0.598628 -0.527574 0.990833 -0.554645 1.000000 0.919217
