# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 amplitude sigma
0.782648 0.127500 -0.127409 -0.677565 0.730046 -0.490205 -0.548008 -0.140895 -0.733994 0.215407 0.110317 -0.203770 1.000000 0.751295
0.368906 -0.875298 0.479323 -0.797745 0.814219 -0.356549 -0.432249 -0.743507 -0.048706 0.089896 -0.354576 0.345347 1.000000 0.874828
0.427766 0.688233 0.136672 -0.591120 0.949855 -0.213816 0.367765 -0.990249 0.318968 -0.049373 -0.129772 0.975857 1.000000 1.098062
0.822016 0.270189 -0.354701 -0.683038 -0.144250 -0.344248 0.952745 -0.017873 0.793853 0.987194 0.823593 0.458117 1.000000 0.977833
-0.886371 0.424591 0.541365 0.503531 -0.775052 0.459038 0.506792 0.620654 0.431675 -0.152916 0.412357 -0.050311 1.000000 0.837547
-0.420985 -0.789876 -0.567142 -0.510131 0.180256 0.694008 -0.519023 0.421317 0.130956 -0.356477 0.472275 -0.086595 1.000000 1.280033
-0.144069 -0.957836 -0.662090 0.163436 -0.663477 0.375794 -0.754418 -0.195687 -0.565594 0.183983 -0.240448 0.193050 1.000000 1.110217
-0.858409 0.703639 -0.941464 0.152512 -0.290287 0.507667 0.142807 -0.623162 -0.915438 0.248872 -0.938329 -0.332906 1.000000 0.916112
0.931538 -0.729579 -0.787453 -0.225332 -0.411020 -0.765930 -0.756321 -0.375174 0.456055 0.260220 0.371372 -0.245345 1.000000 0.538114
-0.215578 -0.424479 0.322907 0.357345 0.456422 -0.227631 -0.409880 -0.987734 -0.252421 -0.954651 -0.497522 -0.710351 1.000000 1.386685
-0.664246 -0.757845 0.454664 -0.986542 0.107603 -0.094073 -0.204066 -0.483033 0.689736 0.802398 -0.307007 0.908739 1.000000 0.568546
-0.954281 -0.210293 0.705421 -0.111643 0.458509 -0.791052 0.075265 0.261662 -0.741821 -0.915653 0.289561 -0.063079 1.000000 0.707622
-0.533046 -0.182421 -0.632993 -0.903543 -0.046363 0.860839 0.453839 -0.860709 0.229351 -0.394163 -0.964640 0.077248 1.000000 0.647745
-0.389276 0.333064 0.208943 -0.838446 0.849319 -0.559586 0.969134 0.974638 -0.560693 0.619590 0.667578 0.062972 1.000000 1.435136
0.398062 0.757085 0.703567 0.665628 -0.720261 0.515669 0.575900 -0.101380 0.463789 -0.924667 -0.858435 -0.896335 1.000000 1.420886
