# x0 x1 x2 x3 x4 amplitude sigma
-0.133590 -0.662589 0.667423 0.451448 0.288332 1.000000 1.269794
-0.252526 0.276252 -0.246240 0.642570 -0.649437 1.000000 0.676822
-0.736146 0.893060 0.383210 -0.287506 -0.558306 1.000000 0.810710
-0.998954 0.928307 -0.992251 0.904701 -0.274385 1.000000 1.300314
0.367298 0.886477 -0.579528 0.994071 -0.642575 1.000000 1.074495
0.960117 0.528077 0.713733 -0.817843 -0.890134 1.000000 1.269971
0.646182 0.246768 0.527167 -0.526244 0.758026 1.000000 1.450761
-0.491236 -0.010981 -0.018551 -0.408999 0.134048 1.000000 1.252789
0.432718 -0.469714 -0.570532 0.186275 -0.755012 1.000000 0.946735
-0.489086 -0.512058 -0.131585 0.281299 0.029765 1.000000 1.026456
-0.724093 -0.743800 0.845358 0.943668 -0.401004 1.000000 1.106341
-0.050744 -0.901600 -0.910862 -0.105805 0.724146 1.000000 1.077006
-0.539555 0.145528 0.028415 -0.225557 -0.618043 1.000000 1.453819
0.229281 0.500320 -0.175254 0.563951 0.820919 1.000000 0.921286
0.919357 -0.990962 0.237114 0.659413 -0.067351 1.000000 0.730378
0.073693 -0.196782 0.426890 0.458580 -0.367553 1.000000 1.454137
0.893155 0.110028 0.830495 0.583908 -0.864355 1.000000 0.597124
-0.937707 0.404247 -0.490766 0.985825 0.705274 1.000000 1.401048
-0.362982 0.997692 -0.455511 0.984358 -0.756568 1.000000 1.416201
-0.575445 0.683695 0.285452 0.630584 0.580053 1.000000 1.090715
0.452078 0.569808 -0.454719 0.562431 0.643938 1.000000 1.402529
0.789807 -0.068823 0.786078 -0.804571 -0.422124 1.000000 0.542138
0.712544 -0.297657 0.383743 -0.552979 0.307490 1.000000 0.971737
-0.503378 0.071371 -0.566402 -0.337179 0.159709 1.000000 1.413041
-0.157462 0.323395 -0.100201 0.774168 -0.075339 1.000000 0.534794
-0.256982 0.311956 -0.700494 -0.402802 0.843741 1.000000 1.284137
-0.471452 0.366374 0.149043 0.619365 0.581039 1.000000 1.344281
0.305143 0.449766 -0.445539 -0.805119 -0.252438 1.000000 1.472544
0.652996 0.328991 0.310524 0.446111 -0.984230 1.000000 1.107749
-0.839982 -0.988006 -0.564731 -0.910724 -0.245367 1.000000 0.572199
-0.346151 0.973544 -0.695259 -0.933902 -0.296100 1.000000 1.116165
-0.739494 0.689356 0.106283 -0.660386 -0.010289 1.000000 0.715887
0.175682 -0.295709 0.033756 -0.704981 0.535232 1.000000 1.427568
-0.779550 0.341885 0.873647 0.972157 0.930807 1.000000 1.081394
0.248583 0.748618 -0.777891 0.186467 -0.406896 1.000000 1.482523
0.190944 0.374195 -0.548139 0.624889 0.765980 1.000000 1.024287
0.648771 -0.362535 0.182568 -0.976461 0.963810 1.000000 1.116840
0.196441 -0.873419 0.668227 0.112161 -0.498476 1.000000 0.892143
