# x0 x1 x2 x3 x4 amplitude sigma
0.018414 0.203242 0.009790 0.945779 -0.962879 1.000000 1.381308
0.136922 0.758045 -0.736858 -0.713277 0.877427 1.000000 1.479704
0.292257 0.846193 -0.439854 -0.897649 -0.188258 1.000000 1.364582
0.709145 0.644825 -0.680017 0.431809 -0.714172 1.000000 1.338072
-0.213669 -0.423445 0.766796 -0.949207 -0.358833 1.000000 1.409790
-0.895489 0.039704 0.372128 -0.929299 -0.768487 1.000000 1.360982
-0.746724 -0.363943 0.626092 0.934233 0.810472 1.000000 0.970752
0.989721 0.628952 -0.681825 -0.171566 0.427951 1.000000 0.941234
-0.695932 0.895208 0.931849 0.860407 -0.350178 1.000000 1.100156
0.238124 0.253789 -0.487301 -0.006311 0.167755 1.000000 0.569805
0.310974 -0.199136 0.035985 0.598395 -0.290648 1.000000 0.918383
0.180900 0.107844 0.062618 -0.016199 0.551706 1.000000 1.402041
0.796980 -0.376341 -0.675399 -0.369720 0.752798 1.000000 0.610919
0.563310 0.343232 -0.256735 0.263631 0.647307 1.000000 1.411406
0.124451 -0.777835 0.331692 0.269982 -0.379094 1.000000 0.694338
