# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 amplitude sigma
0.201115 0.745270 0.782340 -0.100747 0.667669 0.419977 0.090804 -0.561571 0.045601 0.394245 1.000000 1.016937
-0.775662 0.652037 0.016568 0.422663 -0.280517 0.280691 0.183871 -0.170515 -0.861840 -0.056540 1.000000 1.299424
0.194510 0.230345 0.093997 -0.210440 -0.275366 -0.999988 -0.616559 -0.675414 0.534509 -0.069258 1.000000 1.430799
0.497096 0.678784 0.452577 -0.419013 0.702068 -0.239164 0.596267 0.826722 -0.994515 0.087371 1.000000 1.135578
0.553003 0.816751 0.389289 0.385204 0.847427 0.152376 -0.419875 0.064443 -0.332640 -0.110960 1.000000 1.202493
0.367974 0.187202 0.375558 -0.499809 0.772495 -0.476467 -0.676697 0.987821 0.473995 -0.042752 1.000000 0.932691
0.188035 0.120222 0.656824 -0.462395 0.631359 0.639627 0.652526 -0.387659 -0.755518 0.497417 1.000000 0.712157
0.240124 0.575416 -0.881197 0.284801 -0.259995 -0.509442 -0.780006 0.792796 0.400809 0.518668 1.000000 0.545465
0.592749 0.539884 0.780852 -0.536726 0.565381 0.604155 0.693862 0.752349 -0.654312 -0.509666 1.000000 1.420195
0.284103 0.086772 -0.170331 0.137367 -0.848315 -0.106863 0.081499 -0.733136 -0.530275 -0.187793 1.000000 0.884953
-0.353139 0.393724 -0.374493 0.554282 0.729090 -0.444081 0.670946 -0.247585 -0.121649 0.572303 1.000000 0.994213
0.243832 -0.196491 0.360339 -0.169812 -0.336775 -0.513225 0.511773 0.454713 0.641769 0.772648 1.000000 0.959022
-0.762112 0.560494 0.894620 -0.379601 -0.854915 0.011698 -0.702848 0.412894 0.877744 -0.936294 1.000000 0.741069
-0.997228 -0.553724 -0.263452 -0.913532 0.445204 0.907006 0.265966 -0.356802 -0.117933 -0.956682 1.000000 0.960016
-0.169021 0.211907 -0.994057 -0.096673 0.755989 -0.846300 0.637787 -0.288127 0.462141 -0.479969 1.000000 0.891723
