# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 amplitude sigma
-0.269044 0.059077 -0.966164 0.015932 0.034895 0.480343 -0.870496 -0.352640 0.565554 -0.138276 -0.745138 0.986534 1.000000 1.345878
-0.257043 -0.369656 0.009915 -0.934481 0.410184 -0.809506 0.830250 0.734677 -0.504899 -0.789909 0.992780 0.427413 1.000000 0.603590
0.296959 0.395496 0.110948 -0.425614 -0.688821 0.989537 -0.799758 -0.835060 -0.467793 0.700048 0.695430 0.839026 1.000000 0.523432
-0.759580 0.407479 -0.999946 -0.947304 -0.315281 -0.501544 -0.388877 -0.595871 0.720059 -0.095039 0.074441 0.381243 1.000000 1.378478
0.483978 -0.141622 0.457245 -0.218400 0.933829 0.993714 0.678026 -0.042354 0.317375 -0.834800 -0.257663 0.479919 1.000000 0.631563
0.348699 0.260725 0.857075 -0.667022 -0.253028 0.633431 -0.605521 0.583658 -0.029502 -0.953215 0.130282 -0.914056 1.000000 1.085530
0.789457 -0.197858 0.310539 -0.031578 -0.671217 0.594014 -0.777187 -0.378894 0.395407 0.762869 -0.289717 -0.843718 1.000000 0.599078
0.995372 -0.077314 0.170231 -0.764162 -0.784066 0.421998 0.866709 -0.637284 -0.790885 -0.264653 0.296909 0.556674 1.000000 1.294118
-0.463504 -0.467661 -0.207561 -0.563632 -0.315469 0.025024 -0.797354 -0.881872 0.534486 -0.219121 0.537347 0.472866 1.000000 0.557625
-0.624332 -0.467156 0.385392 -0.210669 0.428396 -0.479908 0.247970 0.417165 0.542413 0.762066 0.582151 0.907839 1.000000 1.033605
-0.385497 -0.448654 -0.613010 0.347867 0.726236 -0.811911 -0.348306 0.786688 -0.883920 -0.570045 -0.282871 0.812302 1.000000 0.707440
-0.687223 -0.920706 -0.779360 0.501664 0.029280 0.394372 -0.361902 -0.742845 -0.849449 0.586146 0.963330 -0.787495 1.000000 0.726894
0.170847 0.822882 0.928454 -0.536283 0.830669 -0.222829 -0.202522 -0.719700 -0.726392 0.287953 0.222513 0.702034 1.000000 0.697360
-0.915820 -0.273966 -0.766508 -0.390039 -0.372031 -0.181209 0.250655 -0.438641 -0.792656 0.955779 -0.112726 -0.153653 1.000000 0.500506
0.728784 -0.219995 -0.211957 0.767920 -0.639064 0.045228 -0.014365 -0.626150 0.610193 0.019263 -0.382091 0.766509 1.000000 1.154706
