# x0 x1 x2 x3 x4 x5 x6 x7 amplitude sigma
-0.187563 0.244652 0.532899 -0.482442 0.148082 0.500250 0.815885 0.202589 1.000000 1.430557
0.855793 -0.868143 -0.850619 0.199437 -0.628917 -0.053921 0.117255 -0.332078 1.000000 0.881203
0.190714 0.386963 -0.439448 0.412572 0.092542 -0.645652 0.197387 0.299431 1.000000 1.165347
-0.051968 -0.694012 0.652085 0.448968 0.927760 -0.477237 -0.368255 -0.437598 1.000000 1.499155
-0.669026 -0.903144 0.901028 -0.957319 0.278138 -0.127497 -0.777922 0.983725 1.000000 1.393223
-0.920164 -0.389689 0.973382 0.138107 0.903118 -0.058441 -0.231018 -0.068647 1.000000 1.269079
-0.621148 0.591438 -0.252548 -0.610128 0.412029 0.829922 -0.971474 -0.923867 1.000000 0.885843
-0.026436 -0.425623 0.117720 -0.485914 -0.804669 0.906985 0.504671 -0.685749 1.000000 1.108666
-0.190641 0.249364 -0.161728 -0.531421 -0.174316 0.107845 -0.257933 0.770832 1.000000 0.762282
-0.426470 -0.541725 -0.946478 -0.659763 0.938047 -0.443339 -0.712347 0.771837 1.000000 0.990967
0.578424 -0.870944 0.912786 0.748573 0.723363 0.613056 0.315862 0.078118 1.000000 0.755129
-0.458687 -0.120108 -0.281372 0.603409 -0.275656 0.369433 -0.931956 -0.274386 1.000000 0.738806
-0.842250 0.664578 0.590065 -0.926810 0.373120 -0.118697 -0.554595 -0.760051 1.000000 1.399945
-0.159537 0.377597 -0.637963 0.143283 0.519008 0.921734 -0.083552 -0.003015 1.000000 1.135290
0.395587 0.318339 -0.347990 0.082127 -0.735116 -0.744501 0.613293 -0.144301 1.000000 0.658443
