# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 amplitude sigma
-0.125244 0.352051 0.710673 0.869370 0.174773 0.992291 0.930912 0.739330 -0.740968 -0.679138 -0.505730 -0.282270 -0.617835 0.335387 -0.330367 0.235636 0.498295 0.802875 1.000000 1.345361
-0.542566 -0.939368 -0.085612 -0.265970 -0.433727 0.204099 -0.993475 -0.951763 -0.992091 -0.860183 0.637464 -0.482479 -0.124564 -0.232545 0.241806 -0.326246 0.732278 -0.859664 1.000000 1.118864
-0.746786 -0.587383 0.291859 0.503394 0.830056 0.063224 -0.375452 -0.072997 -0.294036 0.619327 -0.135914 0.058526 0.408550 0.738974 0.261170 -0.746639 -0.098416 0.584877 1.000000 0.764607
0.707974 0.813780 -0.409920 -0.411399 0.948562 0.231107 0.680961 0.985104 -0.975489 0.735153 -0.821215 0.410344 0.427396 -0.348430 -0.236768 0.321968 -0.213188 -0.347162 1.000000 0.754791
0.181552 0.575717 -0.571908 0.767929 -0.334972 -0.736169 0.068539 -0.842978 -0.764613 -0.416106 -0.620260 0.596687 0.513498 0.074574 0.270316 -0.743438 -0.990498 -0.679986 1.000000 1.384410
-0.007335 -0.313707 -0.029001 -0.821079 0.118165 0.219651 0.338842 -0.633954 -0.949877 0.388810 0.970510 -0.314139 -0.638189 0.744213 -0.074986 -0.800379 0.195481 0.854954 1.000000 1.062943
0.776902 -0.623611 0.050943 0.228693 0.645691 -0.996879 0.719961 -0.821104 -0.924291 0.547454 -0.178399 0.930639 0.401430 0.202680 -0.130506 0.482799 -0.131928 0.002330 1.000000 1.219709
0.573310 -0.406966 -0.839777 -0.742414 0.137896 -0.647489 -0.093960 -0.774582 -0.361718 0.522562 -0.386082 0.734542 0.182386 0.034082 0.933920 -0.871314 -0.135328 -0.895268 1.000000 0.903888
-0.415992 -0.743613 -0.729280 -0.376246 -0.402800 0.329349 -0.098684 -0.741717 0.379940 0.686163 0.733239 -0.809150 -0.551735 0.866202 -0.384414 0.203426 0.906769 0.864314 1.000000 1.377892
0.094294 0.809909 -0.304027 -0.383877 0.770025 -0.648777 0.951041 -0.458872 0.856145 0.073518 0.321491 0.903936 -0.869909 0.328798 0.367086 0.721181 -0.715208 -0.538854 1.000000 1.303896
0.362849 -0.039942 0.388087 -0.884493 0.431803 -0.937427 -0.480600 -0.077871 0.641395 -0.920258 -0.434637 -0.381955 0.917896 -0.789395 -0.907738 0.239418 0.512577 -0.191578 1.000000 1.427935
0.649731 0.709803 0.793658 -0.242307 -0.958351 -0.127651 0.708875 -0.634954 -0.322394 -0.043491 -0.165392 -0.899238 0.987754 -0.075723 0.216303 -0.295856 0.870559 -0.905429 1.000000 0.681409
-0.878400 -0.191863 -0.874760 -0.360365 -0.121608 0.335548 -0.108166 -0.680483 0.098359 -0.364903 -0.997575 -0.961675 0.691083 0.551756 -0.305325 0.962112 -0.843637 0.205488 1.000000 1.120199
-0.481606 -0.445821 -0.295728 0.033214 -0.351540 -0.792825 -0.781596 -0.065436 0.647354 0.686776 0.098292 0.412816 -0.858422 0.534432 0.708835 -0.715396 0.374750 -0.848132 1.000000 0.591489
0.124623 0.194666 0.118132 0.431703 -0.365383 0.669067 -0.403567 0.275146 0.509911 0.479584 -0.719006 -0.347321 0.338114 -0.480709 0.694347 0.387701 -0.387716 0.888978 1.000000 1.378457
