# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 amplitude sigma
-0.071782 0.446738 -0.162522 0.229695 0.053992 -0.625375 -0.369115 0.405831 -0.353333 -0.559119 -0.548980 0.084220 1.000000 0.645024
0.762658 -0.654612 -0.003689 0.770425 -0.602160 -0.548577 -0.845830 0.266096 0.844462 -0.801940 0.208881 -0.963610 1.000000 0.733544
-0.344415 0.924891 0.343465 0.050624 0.435897 0.391950 -0.668170 -0.341078 0.798946 -0.469297 -0.900909 -0.400492 1.000000 0.915022
0.317113 -0.618352 -0.730275 0.258036 -0.560000 -0.704297 0.701986 0.948442 0.164452 -0.625620 -0.391755 0.940501 1.000000 0.804231
-0.989631 -0.022993 0.124115 0.188614 -0.184677 0.835518 0.723036 0.780954 -0.762344 -0.340580 0.578185 -0.559113 1.000000 1.364517
-0.144320 -0.080671 0.271057 -0.582145 0.565002 0.981731 0.138076 0.583279 -0.158998 -0.818035 0.180015 0.201704 1.000000 0.899800
0.218242 -0.436508 0.947701 -0.692294 0.815895 -0.657346 0.941290 0.724636 0.539110 -0.805438 -0.683913 -0.057135 1.000000 0.663380
-0.700611 0.063847 0.202890 0.729883 0.214883 0.066477 -0.560335 0.354582 -0.666595 -0.679537 -0.602158 -0.454126 1.000000 0.513164
0.274686 -0.077111 0.811785 -0.883573 -0.762447 0.058301 -0.610339 -0.512130 -0.870493 0.282394 0.601838 -0.940085 1.000000 1.439987
-0.484073 0.523422 0.343427 0.581831 0.761009 0.849713 -0.364155 -0.290946 -0.182915 -0.350240 0.146298 -0.222021 1.000000 0.509087
0.173788 -0.214355 0.280698 -0.755051 -0.215314 0.595650 -0.071639 -0.518412 0.616287 0.279122 -0.478880 -0.316583 1.000000 0.758600
0.692842 -0.231679 -0.122447 0.775582 -0.856691 -0.549524 -0.994241 -0.741509 0.597733 -0.620870 0.489249 -0.183921 1.000000 0.556007
-0.529545 0.335701 0.536758 -0.008633 -0.025734 -0.903041 0.361797 -0.419411 -0.998450 -0.079810 -0.200327 0.013102 1.000000 1.421682
-0.073045 0.812354 0.520163 0.567327 -0.313259 -0.214207 0.787744 -0.939606 -0.152710 0.268142 0.330530 -0.068611 1.000000 1.355373
0.550332 -0.341469 0.572657 0.528977 0.478750 -0.874888 -0.322110 -0.994244 -0.797544 -0.220841 -0.012779 0.434247 1.000000 0.869693
