# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 amplitude sigma
-0.640093 0.905858 0.472836 0.949731 0.693163 -0.336607 0.706515 -0.967563 0.703263 0.920461 0.647863 -0.692756 0.888348 0.866020 -0.816990 0.925867 -0.609520 0.133432 1.000000 1.418214
0.050284 0.900550 0.580626 0.675353 -0.885540 0.364187 -0.697080 -0.445680 0.210535 0.248648 0.560272 -0.547924 -0.512268 0.836297 -0.131767 -0.746980 0.754141 -0.239230 1.000000 1.042811
-0.370458 0.433968 0.528877 -0.091000 -0.534561 -0.195190 0.971437 -0.474257 -0.668066 0.950173 -0.272983 -0.056932 0.476559 0.130113 0.270433 -0.437523 -0.267001 0.317748 1.000000 0.891914
0.513854 0.062739 -0.734855 0.165055 0.283631 -0.222328 0.044855 0.223062 0.090189 -0.413515 0.064406 0.650948 -0.817763 0.991697 0.846764 -0.057654 0.070218 0.316044 1.000000 1.312013
0.354405 -0.147590 0.580805 -0.188817 -0.774886 0.926517 0.461133 -0.923983 0.252668 -0.854861 -0.456627 -0.389106 0.643097 0.217935 -0.250607 0.286157 -0.223834 -0.093078 1.000000 0.666379
-0.150316 -0.113690 -0.530997 -0.098533 0.677583 -0.955582 -0.222000 -0.624098 -0.386261 0.811971 0.651366 -0.865957 0.933269 -0.932432 0.726904 0.559668 -0.690340 0.177073 1.000000 1.321280
-0.934157 -0.437241 0.473136 -0.283205 -0.808281 -0.192850 -0.550536 0.691664 -0.037810 -0.410848 -0.484179 -0.757920 0.192038 0.343496 0.693343 0.130229 -0.779998 -0.023552 1.000000 1.151388
-0.726773 0.378079 0.422752 -0.962617 0.206636 -0.871836 -0.045875 -0.510121 0.179384 0.394631 0.334277 -0.843057 0.410330 0.877285 -0.025735 0.857069 0.757403 0.018684 1.000000 1.051361
0.805925 0.045467 -0.650092 0.395508 0.576212 0.532850 0.595200 0.407441 -0.182988 0.729583 -0.455323 0.477091 0.920640 -0.698903 -0.223754 0.521359 -0.245789 0.657991 1.000000 1.350481
0.662336 -0.153704 0.163959 -0.482911 -0.904738 -0.667493 0.114523 0.918622 -0.526771 -0.747287 0.300171 0.962968 -0.390563 0.102008 0.094690 0.241719 0.062478 0.088607 1.000000 1.077683
0.552943 -0.170179 0.047477 0.136801 0.728128 0.229723 -0.138561 0.377039 -0.276700 -0.767336 -0.768545 -0.812926 -0.989771 0.353678 -0.587015 -0.608681 0.548334 0.497561 1.000000 1.193838
-0.586123 0.661950 -0.210858 0.203096 0.490440 -0.710289 0.207364 -0.170066 -0.394364 0.018191 -0.614065 -0.404372 -0.010600 -0.040742 0.396023 -0.450077 0.580609 -0.493083 1.000000 1.418612
0.425578 0.355397 0.933622 0.874014 -0.055220 0.726629 0.104277 0.362228 -0.637229 0.121094 -0.641874 -0.712594 0.362335 -0.000440 -0.673598 0.561585 -0.336746 -0.799042 1.000000 1.413033
0.132633 0.645694 0.331274 -0.646736 -0.856240 -0.620610 -0.588979 -0.339904 0.347602 -0.471895 0.312367 0.937735 0.668563 0.573408 0.560364 -0.944382 -0.635204 -0.452434 1.000000 0.946247
0.755561 -0.602719 -0.653287 0.746047 0.683851 -0.004311 0.215111 -0.772713 -0.705186 -0.981409 0.679695 -0.067905 -0.170299 0.427844 0.886370 -0.711156 -0.249751 -0.714493 1.000000 1.319922
