# x0 x1 x2 x3 x4 amplitude sigma
0.343308 -0.968975 0.477278 0.873738 -0.390538 1.000000 1.381308
-0.731086 -0.866453 0.134293 -0.602843 -0.765826 1.000000 1.479704
-0.244049 -0.276573 -0.606524 0.316148 -0.389578 1.000000 1.364582
0.799502 0.797906 0.114181 0.145828 -0.906511 1.000000 1.338072
-0.758941 0.277727 0.093738 -0.024398 -0.997470 1.000000 1.409790
-0.650982 -0.894798 -0.637796 0.683226 0.207258 1.000000 1.360982
-0.063258 0.861087 0.999232 0.423302 0.037472 1.000000 0.970752
0.896213 -0.295000 -0.487501 0.259410 -0.400524 1.000000 0.941234
0.860396 0.020492 -0.495031 -0.363251 0.816402 1.000000 1.100156
0.419962 -0.497932 -0.750586 -0.477111 0.366504 1.000000 0.569805
0.569311 0.388114 -0.507529 0.259541 0.112718 1.000000 0.918383
-0.316895 -0.405618 0.254288 0.381166 -0.105831 1.000000 1.402041
-0.089079 -0.678657 -0.345469 -0.766185 0.100179 1.000000 0.610919
-0.771275 -0.591713 0.965796 -0.379210 0.873966 1.000000 1.411406
0.007792 0.429577 0.304478 0.092685 -0.713389 1.000000 0.694338
