# x0 x1 x2 x3 x4 x5 x6 x7 amplitude sigma
-0.418270 0.715836 0.711458 0.754292 0.957458 0.990644 -0.274503 0.901933 1.000000 0.927324
0.239535 0.341086 -0.954941 0.180841 -0.520444 0.278728 -0.488585 -0.488575 1.000000 0.984891
-0.981756 0.324067 0.454262 0.868942 -0.048616 0.744521 0.440933 0.213146 1.000000 0.545726
-0.455881 -0.150838 -0.724645 -0.244838 -0.497788 0.666982 -0.776142 -0.854761 1.000000 1.081708
-0.934408 -0.252567 -0.679370 -0.020916 0.829629 0.598257 0.742269 -0.617881 1.000000 1.384905
-0.960562 0.320236 -0.379389 -0.375156 -0.922146 -0.274173 0.869719 -0.446557 1.000000 1.123812
0.856890 -0.887894 0.069609 -0.513071 -0.116989 -0.468699 0.520270 0.000781 1.000000 0.671896
-0.006721 -0.521579 0.829895 0.643232 -0.770733 0.772079 -0.523447 -0.310466 1.000000 1.168464
-0.070313 0.184914 0.858974 -0.765641 0.287544 0.000921 -0.580855 -0.798092 1.000000 0.951750
0.531250 0.942193 -0.401724 -0.943789 0.640897 0.619305 -0.706484 0.202789 1.000000 0.754886
-0.535627 -0.484307 0.342677 -0.375381 0.296718 0.928795 0.596728 -0.586694 1.000000 1.435902
-0.154822 0.205031 0.674097 -0.175502 -0.748557 0.669425 -0.749693 0.895204 1.000000 0.965469
0.845051 -0.874709 -0.268159 0.039021 0.284664 0.132326 -0.409865 0.662504 1.000000 0.828859
0.761802 -0.222468 -0.184073 -0.293188 -0.840189 -0.349591 -0.334226 -0.897203 1.000000 0.731416
-0.491674 0.850667 0.238609 -0.873587 -0.478876 -0.389453 0.215726 0.889962 1.000000 0.515791
