# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 amplitude sigma
-0.483843 -0.832090 -0.930085 0.315257 -0.206331 -0.913823 -0.911811 0.398076 0.624200 0.670793 -0.020366 -0.538700 -0.159392 -0.094206 -0.100589 1.000000 0.511266
0.021490 0.018929 0.191087 -0.377628 -0.147116 0.270922 -0.508280 -0.171714 -0.825774 0.484464 0.555230 -0.643894 -0.582909 -0.137441 0.266356 1.000000 0.783025
-0.222733 -0.537073 -0.128225 -0.636982 -0.156854 0.436158 -0.559080 -0.960429 -0.409331 0.534278 0.261954 0.724040 0.293873 0.329939 0.236381 1.000000 0.508941
-0.992219 -0.029603 -0.308074 -0.123877 0.243270 0.574171 0.040680 0.369246 -0.310513 0.044987 -0.497244 0.474788 0.497360 -0.551805 -0.515780 1.000000 1.318595
0.912566 0.151012 0.265230 -0.273358 -0.643199 0.596408 0.279280 0.210298 -0.510159 0.986729 -0.682994 0.088919 -0.415161 -0.230350 0.263948 1.000000 0.875615
0.242939 0.094524 -0.037924 -0.704505 -0.516343 -0.423029 -0.611073 0.468509 0.164370 -0.073440 -0.984616 0.385825 -0.053892 -0.363662 0.002011 1.000000 0.662929
-0.893164 0.440773 0.680145 0.065843 0.438665 0.109757 -0.529328 0.080612 0.502261 -0.625671 0.824158 -0.627067 0.145867 -0.150900 -0.839707 1.000000 1.478936
-0.994930 0.666333 -0.704718 0.965527 -0.802472 -0.468869 -0.742783 0.475861 -0.448345 -0.093838 -0.191433 -0.842288 -0.449945 0.664257 -0.296626 1.000000 1.487342
-0.275051 0.293293 -0.147449 0.202931 0.712726 -0.163134 0.785774 -0.896250 0.178373 0.926383 -0.786317 -0.097192 0.896120 -0.822928 0.230900 1.000000 0.969345
0.407941 -0.170760 0.818838 -0.087792 -0.878135 0.831483 0.065763 -0.166878 0.679129 -0.561371 0.530941 0.831237 -0.389726 -0.501786 0.467974 1.000000 1.100777
-0.075129 0.088828 0.221180 0.747801 0.072550 -0.497540 -0.003581 -0.969677 -0.281552 0.070707 -0.377339 0.590946 -0.513569 0.262293 -0.537924 1.000000 1.310889
0.006111 -0.761143 0.223305 0.303642 -0.300151 0.619321 0.316176 0.199777 -0.977607 0.985675 0.630018 0.528403 -0.126353 -0.199561 0.934324 1.000000 0.666353
-0.638847 0.985246 0.198682 -0.635565 0.234635 -0.783015 0.529863 -0.810025 -0.233228 0.951421 0.626191 0.386418 0.767378 -0.732673 -0.850589 1.000000 0.592852
0.018706 -0.359680 0.722874 0.287853 0.074772 -0.891912 -0.215098 -0.982093 -0.472538 0.369875 0.003986 -0.752127 0.796306 0.500031 0.856934 1.000000 0.553273
0.109314 -0.012516 0.756138 -0.209348 0.917703 -0.700987 0.783303 0.857087 -0.097067 -0.895508 0.721873 0.854925 -0.223043 -0.398033 0.208002 1.000000 0.550440
