# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 amplitude sigma
0.159232 -0.396071 0.731391 -0.997102 0.649300 0.901328 0.108647 -0.014962 0.231913 0.921968 -0.009502 -0.894474 1.000000 0.645024
-0.577091 0.498762 -0.081684 0.712457 0.990894 0.228384 -0.751388 0.520452 -0.040474 0.549800 -0.372889 -0.233228 1.000000 0.733544
-0.241198 -0.592172 -0.507328 -0.077770 0.231179 0.191774 -0.114183 0.073613 -0.560563 -0.927176 0.003031 -0.518492 1.000000 0.915022
-0.797803 -0.872456 0.290550 0.834581 0.625290 -0.456042 0.110358 0.602122 0.901321 0.629300 -0.112543 -0.536359 1.000000 0.804231
-0.678922 -0.701825 -0.441708 0.000965 0.796608 -0.145671 -0.567323 -0.206446 -0.427878 0.653959 0.470882 0.609181 1.000000 1.364517
-0.674139 -0.754712 -0.031715 0.149101 0.309482 -0.829595 0.821436 -0.099646 -0.041703 0.935773 -0.235876 -0.646165 1.000000 0.899800
0.115795 0.003466 0.470420 -0.743000 0.779501 0.806383 -0.668041 0.650221 0.351810 0.578858 -0.351549 -0.148459 1.000000 0.663380
-0.858395 0.039568 -0.273741 -0.980743 -0.145888 -0.449553 0.363544 0.207000 0.171862 -0.884320 0.872479 0.838958 1.000000 0.513164
-0.801002 -0.031346 -0.369181 0.584363 0.632885 0.813508 -0.898911 0.449433 -0.055611 -0.303733 0.427858 -0.867044 1.000000 1.439987
0.943612 0.157933 -0.560656 -0.716970 -0.301154 0.940987 0.915698 0.971418 -0.641481 -0.052843 0.241520 0.947768 1.000000 0.509087
0.516988 0.248662 0.016869 -0.499890 -0.689420 -0.452523 0.679258 0.124222 0.707389 -0.084448 -0.350048 -0.621878 1.000000 0.758600
-0.675550 -0.535105 -0.655886 -0.262505 0.951286 -0.395715 0.041479 0.003722 -0.078273 0.316428 0.054400 -0.679406 1.000000 0.556007
-0.232536 0.214105 -0.328212 0.015679 0.394502 -0.492200 -0.046172 0.134684 0.138289 -0.436341 -0.729981 0.923317 1.000000 1.421682
-0.217809 -0.182198 0.542403 0.374328 0.535436 0.213560 0.437775 0.222632 0.986912 0.112984 0.110915 0.656929 1.000000 1.355373
-0.142485 0.657236 0.166739 -0.743651 0.193400 -0.787896 -0.626519 -0.621009 -0.306573 0.150161 0.044860 -0.236582 1.000000 0.869693
