# x0 x1 x2 x3 x4 x5 x6 x7 amplitude sigma
0.162923 -0.967436 0.943365 0.999220 0.211929 -0.494902 -0.247155 -0.140836 1.000000 0.927324
-0.543179 0.184639 0.698962 0.813141 0.869493 -0.002372 -0.846140 -0.405153 1.000000 0.984891
0.932470 0.809101 -0.851158 -0.246135 0.574190 0.383306 -0.039757 0.319609 1.000000 0.545726
-0.646295 -0.172976 0.083458 -0.827854 0.693066 0.389071 0.299960 0.288147 1.000000 1.081708
-0.234371 0.895504 -0.787867 -0.090098 -0.892950 0.454102 0.966969 0.235162 1.000000 1.384905
-0.439035 0.123912 -0.671046 0.330650 -0.053289 0.289818 0.355329 -0.366037 1.000000 1.123812
-0.824015 -0.874350 -0.729391 -0.372737 0.212605 0.340329 -0.731801 -0.039524 1.000000 0.671896
0.342945 -0.756131 -0.638176 0.888893 -0.695976 0.797225 0.641939 -0.041858 1.000000 1.168464
-0.663244 -0.014551 -0.928064 -0.273347 -0.967404 0.349846 -0.625809 -0.235857 1.000000 0.951750
0.807357 0.351343 -0.077902 -0.362329 -0.923684 0.631517 -0.544346 0.969726 1.000000 0.754886
0.993550 0.319368 -0.349412 0.857773 0.896381 0.640618 0.676530 -0.857082 1.000000 1.435902
0.217888 -0.921968 -0.035961 0.674923 0.622132 0.634223 0.884309 0.977260 1.000000 0.965469
-0.726461 -0.126287 -0.885439 -0.400586 0.315802 -0.498965 -0.092148 -0.253959 1.000000 0.828859
-0.647650 -0.144293 0.167646 -0.367526 0.933513 -0.079052 -0.224490 0.488343 1.000000 0.731416
0.234184 0.915233 0.813586 -0.929032 -0.844832 -0.533747 -0.657713 -0.388124 1.000000 0.515791
