# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 amplitude sigma
0.870730 0.848365 -0.157595 0.317794 0.375902 -0.967422 0.351474 0.217437 -0.670665 -0.191826 0.166319 0.391414 -0.365819 0.673104 -0.683320 -0.959316 0.091136 -0.858923 1.000000 1.201583
-0.820906 0.198654 -0.824437 -0.077978 -0.379873 -0.824929 0.984215 -0.836859 -0.575125 0.797800 -0.104068 -0.581622 0.749614 0.918913 0.373609 0.388867 -0.541129 0.381454 1.000000 0.778274
0.054027 0.483217 0.535069 -0.169671 0.999612 0.033320 -0.279597 0.690698 0.015516 -0.470822 -0.579977 0.490547 0.299223 0.494268 -0.349251 -0.280471 -0.563629 -0.984012 1.000000 0.687203
0.891603 0.654672 -0.197766 0.952856 -0.962107 -0.784059 -0.482880 -0.939325 0.115530 -0.767843 -0.111400 0.989620 0.896519 0.776927 0.771793 -0.436976 -0.284568 -0.131150 1.000000 0.773021
0.880835 0.649636 0.059641 0.512679 0.867005 -0.125834 -0.964415 0.313945 -0.877761 0.978084 0.144387 0.642134 0.342576 0.356120 -0.098796 0.540899 -0.367241 0.126047 1.000000 0.618015
0.300209 -0.689218 0.366962 0.734218 0.849402 0.425103 -0.440255 0.967655 -0.886724 0.111298 0.957344 -0.158342 -0.941702 0.993319 -0.383963 -0.687584 -0.635726 -0.025949 1.000000 0.583978
0.256562 0.362273 -0.050568 0.177872 0.028179 -0.281189 -0.002370 -0.563541 -0.340314 -0.016600 -0.573020 -0.730605 0.185078 0.325433 -0.688010 0.266691 0.772213 0.134094 1.000000 1.248919
-0.987782 -0.259202 -0.933453 0.124207 0.936757 -0.045358 -0.436754 -0.730957 -0.842885 -0.350869 -0.473085 -0.533895 -0.829199 0.004653 -0.292923 0.893526 0.272985 -0.738637 1.000000 0.711926
0.463276 -0.665666 0.277128 -0.538290 -0.518407 0.205544 -0.521615 -0.112400 -0.976200 0.612884 -0.884187 -0.428671 -0.384955 -0.011743 0.863309 -0.259272 -0.290977 -0.262402 1.000000 1.172918
0.682424 -0.112045 0.276179 0.326032 -0.561844 0.807241 0.992967 -0.150861 -0.402476 -0.572216 -0.118616 -0.707634 -0.276359 0.339687 -0.363416 -0.927024 -0.910579 -0.359184 1.000000 1.130849
0.439878 -0.039710 -0.191303 0.679172 0.631500 0.285844 -0.460269 -0.232874 0.295702 -0.507580 -0.172260 -0.107622 0.493515 -0.101037 -0.332914 0.241886 0.070081 -0.553429 1.000000 0.639485
-0.404725 0.750623 -0.923264 0.847724 0.883326 0.540820 0.482984 -0.949739 0.151977 0.698374 -0.822474 -0.081656 -0.576434 -0.436052 -0.853964 0.813057 -0.346843 -0.822692 1.000000 0.508814
-0.985240 0.268815 -0.158255 -0.572865 -0.472258 0.678941 0.525729 -0.534652 0.056101 -0.751340 0.914257 -0.287027 -0.932106 0.765198 0.216736 -0.958747 0.987943 0.415502 1.000000 1.499476
0.011608 -0.769658 -0.959166 0.284048 0.385362 -0.883621 0.057568 -0.672162 -0.952199 -0.950381 0.264035 0.029747 -0.697685 0.172882 -0.920916 -0.785756 0.053594 0.822207 1.000000 0.801938
0.384297 -0.663914 -0.822599 0.727185 -0.223923 -0.294293 0.673403 0.657028 0.556466 -0.555417 -0.927677 0.681668 0.668728 -0.886069 -0.577496 0.417022 -0.198050 -0.830198 1.000000 1.102973
