# x0 x1 x2 x3 x4 amplitude sigma
-0.602003 0.102193 -0.206311 0.357305 0.458896 1.000000 0.593344
0.086436 -0.084918 -0.392352 -0.905209 -0.176474 1.000000 1.390943
0.244260 0.710727 0.833951 0.337024 -0.943853 1.000000 0.976734
0.855858 -0.420628 -0.516785 0.890458 -0.388466 1.000000 0.673522
0.952690 -0.081926 0.442502 0.936174 0.949141 1.000000 1.211107
-0.540709 0.319462 -0.556829 0.799911 -0.209151 1.000000 1.007975
0.663485 -0.441791 -0.552457 -0.294209 -0.818033 1.000000 0.959044
0.627058 -0.357453 0.695850 -0.447003 -0.124820 1.000000 1.307376
-0.141499 -0.098082 -0.048439 0.781363 -0.557122 1.000000 1.179957
-0.349579 -0.956858 -0.877721 -0.699802 -0.851676 1.000000 0.795172
0.971768 0.180570 -0.263333 -0.782163 -0.972195 1.000000 1.091428
-0.891563 -0.828544 -0.216090 -0.215658 -0.268479 1.000000 0.593735
0.253610 0.495116 -0.959988 -0.346294 0.909886 1.000000 1.298578
-0.889269 -0.566676 -0.587748 -0.272319 0.268913 1.000000 0.766579
-0.011659 -0.761270 0.657037 0.885635 0.621456 1.000000 1.117512
