# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 amplitude sigma
-0.200349 -0.455797 0.334997 -0.768196 0.106326 -0.427384 -0.974375 0.423450 0.238838 -0.549285 0.676144 0.114663 -0.579836 0.812019 -0.153702 -0.683738 0.381823 0.969665 0.586028 0.119632 1.000000 1.339361
0.440471 -0.653745 -0.672161 -0.062409 0.672681 0.945572 0.055272 0.238105 0.918687 -0.444444 -0.295102 0.303775 -0.498944 0.301852 0.107256 0.353109 -0.718210 0.565496 -0.486570 0.389928 1.000000 1.321295
-0.845935 0.667780 0.173596 0.908065 0.943039 0.184643 0.777188 0.242979 0.589146 -0.928680 0.612929 -0.861032 0.056239 -0.948927 0.935420 0.051144 0.155280 -0.635946 -0.879153 0.920139 1.000000 1.142207
0.016693 -0.946887 -0.798656 -0.324798 0.299061 0.445264 -0.893095 0.126164 0.521744 0.985680 -0.768984 0.316849 -0.119735 0.381839 0.222837 -0.174138 0.966640 0.330348 -0.448098 -0.214546 1.000000 1.167223
0.843658 -0.325669 0.867239 -0.237754 -0.171238 -0.274289 -0.891110 -0.400108 -0.509692 -0.579558 0.198985 0.995512 -0.513182 0.139341 0.247793 -0.811907 -0.086707 0.195393 0.925318 0.167291 1.000000 0.539140
0.815072 -0.650568 -0.842370 0.373576 -0.042028 -0.032981 0.126071 -0.984371 0.112614 -0.739805 -0.322069 -0.182095 -0.441891 0.971627 0.469897 -0.787768 0.057434 -0.891910 0.063745 0.405004 1.000000 0.565672
0.512248 0.274025 0.997568 0.754269 0.546003 0.130909 -0.369907 -0.605575 0.563639 -0.927840 -0.311912 -0.616852 0.099626 -0.325742 0.012025 0.400487 -0.954687 0.988103 0.273137 0.432588 1.000000 0.776501
0.294380 -0.545539 -0.728679 0.268196 -0.147845 0.666503 0.482267 -0.018532 -0.230967 0.710572 0.814790 0.007085 0.884498 -0.500984 -0.261284 0.620646 -0.168632 -0.069104 0.835196 0.766540 1.000000 0.816361
-0.902465 0.128169 -0.082184 -0.860738 0.424015 0.688555 -0.207802 -0.533154 -0.292153 -0.548113 0.279973 0.895441 0.688777 -0.817420 0.759596 0.366668 -0.327461 -0.607022 -0.039829 -0.748693 1.000000 0.693592
-0.180177 -0.647581 -0.796360 0.977509 -0.457422 -0.690880 0.716167 0.174147 0.483441 -0.115169 0.816906 0.490108 -0.740885 0.184896 -0.443798 0.180799 -0.135975 0.652112 0.945338 -0.473039 1.000000 0.697093
0.828383 -0.045290 -0.244675 0.231619 -0.461782 -0.233716 -0.865140 -0.506330 0.969946 0.347928 0.460088 0.776348 0.618886 -0.449044 0.060758 0.078198 -0.772306 0.702753 0.064563 0.983535 1.000000 1.349204
0.410411 -0.648163 -0.368782 -0.322479 -0.941695 0.136388 0.110246 0.009362 -0.610469 -0.596962 0.710297 0.824555 -0.247640 -0.298300 -0.122126 0.590953 0.155288 -0.578419 0.791509 0.597689 1.000000 1.342358
-0.133202 -0.101227 0.508934 -0.878680 -0.354972 0.644453 0.030166 -0.378028 0.647313 -0.797428 0.889398 0.009389 0.752135 -0.380152 0.447614 -0.005749 -0.362701 0.560200 -0.171095 -0.315250 1.000000 0.847365
-0.952464 -0.624328 0.482543 0.846461 0.533690 -0.689398 0.143806 -0.533545 0.819064 0.167475 0.228163 0.800045 -0.781938 -0.028562 -0.996638 -0.506084 -0.031525 -0.672251 -0.378784 0.798015 1.000000 1.239742
0.010590 0.654871 0.619389 0.498414 -0.919254 -0.077090 -0.119794 0.598609 0.529235 0.375013 -0.158125 0.625895 -0.666477 0.768462 0.216330 -0.428551 0.065756 -0.903659 -0.599627 0.327846 1.000000 0.993409
