# x0 x1 x2 x3 x4 x5 x6 x7 amplitude sigma
-0.236775 0.907025 -0.163869 -0.847950 -0.986087 0.500606 -0.876700 -0.815400 1.000000 1.347900
-0.291456 0.598765 -0.036273 0.980940 0.210542 -0.239022 -0.509428 -0.557312 1.000000 0.688938
0.647218 0.923153 -0.407047 0.659620 0.059840 0.727497 -0.824794 0.624599 1.000000 0.950607
0.607174 0.888554 -0.856546 0.960828 0.319161 0.275147 -0.338488 -0.989038 1.000000 1.125347
0.609690 0.085103 -0.214845 0.465788 -0.035523 -0.437894 0.056577 0.737745 1.000000 1.469748
0.696974 -0.345991 0.646544 -0.249942 -0.239500 0.782976 0.680289 0.001907 1.000000 0.707807
-0.588826 0.782816 -0.662477 0.353032 -0.311768 -0.733817 -0.986885 0.256798 1.000000 1.094449
0.797901 0.737312 -0.961527 0.941016 0.807878 0.203777 -0.084523 -0.122730 1.000000 1.411457
0.009568 -0.803008 -0.916370 -0.543707 0.229757 0.567298 -0.649105 0.291010 1.000000 0.745686
0.138122 -0.801063 -0.163374 -0.065263 0.322748 -0.439634 -0.742744 0.757763 1.000000 1.274304
-0.632573 0.279152 -0.254160 -0.396110 0.923544 -0.650021 -0.126182 0.327519 1.000000 1.136277
-0.730560 -0.946002 0.910769 0.981373 -0.983706 -0.393022 0.266608 0.738161 1.000000 1.288489
-0.742053 -0.429040 0.633122 0.526219 -0.132576 -0.391065 -0.165678 -0.100335 1.000000 1.380202
-0.171885 -0.466002 0.718588 -0.480780 -0.091114 -0.660308 0.961446 0.090641 1.000000 0.865581
-0.321419 -0.130374 0.416735 -0.293464 -0.804647 0.763348 0.010904 0.240787 1.000000 1.093377
