# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 amplitude sigma
0.973966 0.661337 -0.660897 -0.638000 0.340931 -0.210977 0.679588 -0.429273 0.099627 0.496878 -0.910243 -0.363551 0.236154 -0.901559 -0.507861 -0.169737 0.526641 -0.129437 1.000000 1.352372
0.818564 0.293095 -0.827440 0.244770 0.075086 -0.979326 0.492689 -0.426578 -0.034083 0.321640 0.373036 0.955333 -0.724146 0.232569 0.638042 0.728776 0.977370 -0.948936 1.000000 1.003789
-0.932351 0.062609 0.893535 0.247549 0.519684 -0.953029 0.678731 0.536623 -0.878772 -0.387963 -0.498917 -0.056073 0.197477 0.854849 -0.822420 0.060352 0.762035 0.976203 1.000000 0.722756
-0.940834 -0.328585 -0.982890 0.327221 0.031269 0.263989 0.461562 -0.412240 0.471500 -0.661128 0.509604 -0.326125 0.706299 -0.525160 -0.448911 0.838987 -0.701040 -0.339642 1.000000 1.057649
-0.905390 -0.310405 0.330277 -0.034247 -0.411435 -0.230790 0.243826 0.700798 0.719493 -0.903244 0.379458 -0.272863 0.660954 -0.769296 -0.584370 -0.727968 -0.180322 -0.088300 1.000000 1.345489
0.336375 -0.436137 -0.130352 -0.937037 -0.584612 -0.125295 -0.596432 -0.203939 -0.751107 -0.939966 -0.619292 0.784625 -0.973341 0.743780 0.829665 0.530082 -0.754310 -0.420623 1.000000 0.663631
0.299694 -0.891766 0.108344 0.779573 0.701310 -0.887716 0.106903 0.146003 -0.377621 0.707863 0.583403 -0.716367 -0.742165 -0.058125 0.896366 -0.619065 0.379912 -0.624613 1.000000 0.790753
-0.109652 0.231016 -0.352248 0.299991 0.113277 0.771267 0.559126 0.523069 -0.983965 -0.124570 0.490597 -0.103898 -0.547928 0.259403 0.631662 0.660479 0.692060 0.807808 1.000000 0.969995
0.029038 0.421136 0.450525 0.224868 -0.322187 -0.225319 -0.620844 0.304587 -0.352500 0.149226 0.556481 -0.149158 0.618810 0.133901 0.498735 0.438859 0.828011 0.292421 1.000000 0.643405
-0.921288 -0.827070 -0.931513 0.322484 -0.990374 -0.017851 0.786639 0.239705 0.796203 0.889626 0.628752 -0.293938 0.091703 0.152244 0.138714 -0.767843 0.606524 0.661352 1.000000 0.951216
-0.804359 0.891020 -0.582354 0.900237 -0.812526 -0.587511 0.223166 0.696991 0.282906 -0.635515 -0.778275 0.428736 0.878762 -0.563316 -0.024071 0.156274 0.216494 -0.586856 1.000000 0.902477
0.301585 -0.283172 0.100768 -0.142547 0.278396 0.954961 0.680597 0.905663 0.272086 -0.481094 -0.276703 0.833596 -0.217901 -0.842465 -0.610772 -0.228259 0.776782 -0.555225 1.000000 0.597155
0.992869 0.798010 -0.964791 -0.446995 -0.520177 0.261763 -0.908453 -0.061667 0.276136 -0.589883 -0.984350 -0.663076 -0.821226 0.088401 -0.693565 -0.301957 -0.192396 0.991189 1.000000 1.391738
-0.129600 0.928409 -0.848865 0.830952 -0.956614 -0.399021 -0.004106 -0.062343 -0.145688 0.922056 -0.482212 -0.785044 0.914864 -0.916658 -0.493055 0.492503 -0.819860 0.318289 1.000000 1.482047
0.931026 -0.873922 -0.038310 -0.006641 -0.910525 -0.773220 -0.716058 -0.279738 0.829188 -0.196381 0.521417 0.627059 0.640542 -0.040877 -0.905740 0.148849 -0.904916 -0.790961 1.000000 1.159280
