# x0 x1 x2 x3 x4 amplitude sigma
0.945735 -0.793993 -0.184935 0.881351 -0.792810 1.000000 0.866696
-0.629512 0.455271 0.678124 0.784662 -0.338638 1.000000 1.132981
0.130390 0.746579 0.386347 -0.381873 -0.655430 1.000000 0.530831
0.409530 -0.631982 0.239717 -0.564026 0.824473 1.000000 1.191256
-0.763114 -0.357350 -0.467045 -0.787688 0.554654 1.000000 1.437811
0.946044 0.535038 0.714558 0.593540 -0.514199 1.000000 1.441416
0.766090 -0.130028 -0.260240 0.209116 0.289704 1.000000 0.886083
0.605420 0.921558 -0.156887 -0.431779 -0.962458 1.000000 0.574266
0.972693 0.192955 -0.344482 0.335331 -0.667648 1.000000 0.985595
0.610192 -0.350141 0.187479 0.059836 -0.708637 1.000000 1.070020
-0.759035 -0.506887 -0.190577 -0.150702 0.738275 1.000000 1.109842
-0.274745 0.617535 0.962448 -0.649048 0.777102 1.000000 1.194522
-0.855466 -0.199604 0.133594 0.963950 -0.602278 1.000000 0.523159
0.782990 -0.260761 -0.417394 -0.701369 0.858816 1.000000 1.475896
-0.255432 -0.939902 0.238583 -0.227301 0.049150 1.000000 0.507398
0.633566 0.041151 -0.030146 -0.682610 0.700111 1.000000 0.993791
-0.012898 0.982828 -0.134194 -0.983027 -0.426013 1.000000 0.659052
0.828517 0.576045 -0.853644 0.086155 -0.528672 1.000000 1.263004
-0.285260 -0.602689 0.473239 0.979061 -0.286533 1.000000 0.785124
-0.341530 -0.574983 0.944395 -0.112938 0.609371 1.000000 0.680224
0.011308 0.322316 0.617754 0.025499 -0.704757 1.000000 0.685591
-0.321429 -0.199762 0.804615 0.043200 -0.195242 1.000000 0.522761
0.242264 0.881425 0.750769 -0.828228 0.054412 1.000000 0.702563
0.467614 -0.281364 -0.356780 0.319719 0.912046 1.000000 0.836403
-0.891909 -0.673039 -0.369410 -0.003824 0.070443 1.000000 0.979795
0.160590 -0.549960 0.665895 -0.870059 0.350295 1.000000 1.464125
-0.215541 0.788517 0.955099 0.557801 0.087303 1.000000 1.413945
-0.488867 0.893692 -0.902080 0.699910 -0.520928 1.000000 0.797715
0.929952 0.838824 -0.726179 0.765427 -0.149891 1.000000 0.529852
-0.301368 -0.812173 -0.690776 0.536214 -0.459759 1.000000 0.506113
0.306459 -0.567378 -0.052552 0.161094 0.827898 1.000000 0.515149
-0.545334 -0.139652 0.813832 -0.284832 -0.940907 1.000000 0.576102
0.123157 -0.201979 0.501173 -0.577224 -0.498701 1.000000 0.717357
-0.935840 -0.740045 0.247477 -0.553583 -0.117255 1.000000 0.936975
0.484871 -0.414643 -0.479189 -0.116226 -0.722925 1.000000 1.161606
0.519072 0.826995 -0.167392 -0.519624 0.926347 1.000000 0.988757
-0.159369 0.114948 0.860533 0.386679 -0.841319 1.000000 0.765578
-0.419200 -0.623632 0.741657 -0.310432 -0.672033 1.000000 0.530972
