# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 amplitude sigma
-0.998151 -0.741370 -0.717253 0.619922 0.822738 0.047203 -0.065374 -0.610566 -0.618891 -0.860555 0.614705 -0.822590 -0.556684 -0.782041 0.085653 -0.354005 -0.352906 0.380463 0.260831 -0.793240 1.000000 1.266410
0.297489 0.998743 0.694236 -0.697728 0.759605 -0.820657 -0.400795 -0.217331 -0.204226 0.945534 0.561283 -0.853835 0.467180 0.949549 -0.813130 -0.525197 0.881837 0.982305 0.048919 -0.792097 1.000000 0.914072
-0.849504 0.379498 0.273742 0.255828 -0.344941 0.641520 0.943100 -0.211919 -0.541402 -0.266751 0.707992 -0.645742 0.917300 -0.025820 0.852758 0.541480 0.479685 0.423937 0.475291 0.663337 1.000000 1.324845
0.945879 0.819122 -0.929735 -0.197108 -0.743812 0.103085 -0.249094 -0.058880 0.565336 -0.003444 0.566270 0.747922 -0.646896 0.650550 -0.343816 0.982847 0.130363 -0.037309 -0.124599 -0.239630 1.000000 0.548850
-0.430044 -0.317532 0.407948 0.234819 -0.708779 0.252501 0.406999 -0.037235 -0.071227 -0.494635 0.938043 0.706463 -0.483710 0.732921 -0.279029 0.737396 0.844148 -0.049320 -0.538800 0.429327 1.000000 1.245533
0.385539 0.745105 -0.071596 -0.184597 -0.300200 -0.266454 -0.028897 -0.269911 -0.840443 0.131131 0.747716 0.357638 0.569066 0.881288 0.480691 0.460409 0.295094 0.941900 -0.415253 -0.132990 1.000000 1.493803
0.380309 0.732578 -0.856566 0.062706 -0.195408 -0.742691 0.919796 -0.243189 0.091839 0.514754 0.815323 -0.179950 0.811524 -0.633149 -0.124014 0.729310 -0.881009 0.595228 0.579209 0.784852 1.000000 0.779454
0.808105 0.071612 -0.192430 0.541704 -0.654596 -0.320474 -0.719011 0.614733 0.057192 -0.820674 0.712720 -0.431612 -0.035444 0.731391 -0.632907 0.441109 0.303511 0.122284 0.444811 0.495970 1.000000 1.334821
0.485813 -0.905694 -0.385506 -0.297068 -0.350140 0.226109 0.085313 -0.215046 0.053430 -0.691505 0.272235 -0.189808 -0.305796 -0.586503 0.036059 -0.651015 0.427677 -0.112422 -0.324280 0.051073 1.000000 1.025718
0.925514 0.552400 0.401101 0.828833 0.450341 -0.954643 -0.426342 -0.200095 -0.367917 -0.430390 -0.420721 -0.746270 -0.584807 -0.464341 -0.637704 0.326778 -0.821905 0.447538 0.511572 0.920837 1.000000 1.008712
-0.985347 -0.725824 0.961016 0.267175 0.765992 0.058537 0.576585 0.411190 0.496678 -0.373883 0.455393 -0.661051 -0.823759 0.735046 0.948207 0.518861 -0.324121 -0.167476 -0.145323 0.930296 1.000000 0.664859
-0.445544 -0.247706 -0.842746 -0.119389 0.422352 -0.489367 0.626827 -0.530495 0.927070 0.384946 -0.999310 0.085577 0.629674 -0.064810 -0.772792 -0.905823 -0.006276 -0.610340 -0.905680 0.897715 1.000000 1.067289
-0.189848 0.987126 -0.528975 -0.652369 -0.589324 -0.209808 -0.056406 -0.042054 0.852214 0.732301 0.368673 0.088193 0.611571 -0.060266 -0.469539 0.765737 -0.808676 -0.739985 0.896545 0.705441 1.000000 1.105144
0.410859 -0.677326 0.027228 0.828130 0.513187 -0.686737 -0.776997 -0.599421 0.617147 0.965317 0.410578 -0.252075 -0.828376 -0.072273 0.899115 -0.119669 0.625852 0.331019 -0.455916 -0.007841 1.000000 0.978229
-0.851894 0.878120 0.038483 -0.758606 -0.517907 0.686199 0.186677 0.316080 0.228627 -0.677688 -0.023004 0.194745 -0.048061 0.895281 0.136206 -0.953081 -0.322181 -0.285401 -0.250589 0.057696 1.000000 1.333891
