# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 amplitude sigma
0.592872 -0.137839 -0.934960 -0.010714 -0.111104 -0.533812 0.546655 0.926126 -0.311577 -0.527475 0.341050 -0.757775 1.000000 1.097415
-0.504061 0.611482 0.617959 -0.082430 0.396634 0.693421 -0.028741 -0.782482 -0.849933 0.915811 -0.994419 -0.148963 1.000000 0.826623
0.421117 -0.799995 -0.797517 0.586407 -0.805369 -0.825006 0.142703 0.427284 0.514124 0.677667 0.488194 0.682498 1.000000 1.140824
-0.598584 -0.107105 0.013951 -0.215186 -0.787442 -0.018977 0.552402 -0.161964 0.657861 0.831929 -0.800417 0.300918 1.000000 0.671865
0.961102 -0.642679 0.118155 -0.934510 0.510455 0.423970 0.440729 -0.613189 0.468569 -0.587108 -0.481955 -0.265010 1.000000 1.294164
0.536973 -0.569928 0.573498 0.264021 0.492080 -0.929708 0.678873 -0.559663 -0.886691 0.784071 -0.873208 -0.761329 1.000000 1.432142
0.710470 0.157456 0.738274 -0.337495 -0.664589 -0.960552 -0.691927 0.311404 -0.679211 0.107775 -0.396535 -0.927589 1.000000 0.669222
-0.385285 -0.638854 -0.189803 0.816685 -0.374513 -0.894021 0.269651 -0.768453 -0.551036 0.631259 -0.753263 0.873637 1.000000 1.172289
-0.515686 0.888715 0.800082 0.921209 0.822944 0.683394 0.072068 -0.311644 0.405249 -0.119995 0.965057 -0.934832 1.000000 1.267346
0.267561 0.040390 0.925308 0.289986 0.086077 -0.514570 0.006686 0.885209 0.482561 0.311256 -0.066885 0.310040 1.000000 1.093957
-0.237110 -0.840484 0.269392 0.887169 -0.624637 0.315987 -0.157640 0.638313 0.269466 0.619845 -0.009997 0.398189 1.000000 0.913512
-0.128634 0.108921 0.996636 -0.248307 0.618393 -0.158905 0.774874 0.917995 0.928048 0.541921 -0.946281 -0.524026 1.000000 1.050288
0.775016 0.413554 -0.379642 0.259955 -0.799318 0.919712 -0.976785 -0.403167 -0.391592 -0.614832 0.485986 0.847779 1.000000 1.143928
-0.469896 0.920236 -0.250233 0.216579 0.853480 0.050452 0.834578 -0.466145 -0.450343 0.553413 0.939861 0.857876 1.000000 1.075968
-0.995630 -0.514437 0.236960 0.956821 0.565423 0.378515 0.823525 0.854731 -0.330200 0.072863 0.156413 -0.064120 1.000000 1.339874
