# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 amplitude sigma
-0.240842 0.007055 0.533218 -0.392663 0.142799 0.446528 -0.358991 -0.599248 -0.789758 0.465862 0.395344 0.677464 -0.840283 0.723110 -0.595568 1.000000 0.772858
0.164718 0.569787 -0.831906 -0.307592 -0.516045 0.675591 -0.225296 0.507806 0.086367 -0.092699 -0.098302 -0.183282 -0.719048 -0.453715 -0.731792 1.000000 0.884284
-0.705103 -0.866587 -0.015469 -0.532939 -0.002681 -0.493193 -0.721295 -0.460831 -0.293822 -0.939734 0.100136 0.093314 0.789491 -0.598375 -0.396442 1.000000 0.831939
-0.609663 -0.329133 -0.449771 0.155721 -0.018336 0.334987 0.924456 -0.149698 -0.785743 0.736586 -0.637230 -0.591341 0.921964 -0.302184 0.672981 1.000000 1.473597
0.276485 -0.278704 0.610584 0.071433 -0.776789 0.310654 -0.469436 -0.698346 -0.786375 -0.141237 0.855447 -0.880537 -0.587687 0.151969 0.344564 1.000000 0.946306
0.883768 0.411250 -0.586326 0.512025 -0.438402 -0.298807 0.724670 -0.593523 -0.997490 -0.531347 -0.733612 0.683515 -0.117029 0.740095 0.290778 1.000000 1.263339
0.167558 -0.252784 -0.204746 0.178755 -0.182886 0.254583 -0.589473 0.679459 -0.510016 -0.321610 0.160052 -0.443148 -0.070226 -0.988080 -0.545356 1.000000 1.070105
-0.881562 0.401616 0.756075 -0.772819 0.578180 0.884944 0.135658 0.378303 -0.414526 -0.013489 0.596651 0.753429 -0.406217 -0.124434 0.141271 1.000000 1.297970
0.288233 0.363730 -0.291358 -0.434543 -0.323499 -0.348082 -0.326493 -0.300082 -0.498290 0.697738 -0.970232 0.091688 -0.971334 0.721068 -0.311506 1.000000 1.003638
-0.464806 0.916398 -0.361087 -0.101504 0.180036 0.709859 -0.781114 0.188995 0.784458 -0.592896 -0.839460 0.069406 -0.507833 0.560666 -0.326115 1.000000 1.328916
0.144215 0.026032 0.468821 0.244679 0.445081 0.418900 0.751811 0.475701 -0.003704 0.884226 -0.479801 -0.756368 -0.400830 -0.884995 0.672810 1.000000 0.549579
-0.084179 0.288070 -0.994459 -0.084064 0.858849 -0.790926 0.624691 -0.036496 -0.282620 -0.288573 -0.823520 0.029711 0.971628 0.958538 -0.016268 1.000000 1.156926
0.866078 0.235923 -0.128584 -0.167810 0.045880 0.441614 0.027863 0.758340 0.403572 -0.229087 0.978624 -0.707390 -0.901304 -0.759953 0.432187 1.000000 0.849607
-0.334075 0.525549 -0.960818 0.812909 -0.092251 0.180139 -0.785195 0.891327 0.274831 -0.709736 -0.516428 -0.493479 -0.709611 -0.004630 0.422221 1.000000 0.697317
-0.888074 -0.218786 0.365669 0.478721 -0.917299 -0.470360 -0.645111 0.416572 -0.123330 0.853860 -0.879816 -0.385212 -0.580314 -0.062683 0.899226 1.000000 0.577879
