# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 amplitude sigma
-0.402333 0.001682 -0.428715 0.446896 0.029889 -0.263871 -0.753784 -0.891428 0.341642 0.867265 -0.299409 -0.112228 -0.528704 -0.005824 0.077989 1.000000 1.093620
0.396352 -0.838991 -0.967476 0.657430 0.432925 -0.018458 -0.978500 0.406692 0.529863 0.614869 0.367968 0.979068 -0.485251 -0.051038 -0.343451 1.000000 0.509102
0.408066 -0.675992 -0.625483 0.006387 0.906313 0.600939 0.636407 0.308825 -0.317065 -0.766995 -0.184789 0.867667 -0.144979 -0.404079 -0.118101 1.000000 0.685610
0.192021 0.848330 -0.834527 0.500663 -0.352308 0.969746 0.780372 0.245985 -0.697106 0.440001 -0.108770 -0.364586 -0.490999 0.457575 0.122124 1.000000 0.943456
0.609508 -0.954157 0.012845 0.867064 0.657576 0.446488 0.478257 -0.632367 -0.107288 0.270227 0.559204 0.423186 0.726399 0.027389 0.544759 1.000000 1.450704
0.133010 -0.521510 0.538758 -0.094406 -0.451970 0.446063 -0.287948 0.235539 -0.803295 -0.770342 0.071861 -0.019652 0.728624 0.710330 -0.750746 1.000000 1.168209
0.559917 0.208399 0.750486 0.612332 -0.640339 -0.278493 -0.121131 -0.854164 -0.022213 0.595977 0.554245 0.303302 0.773802 -0.526161 -0.399436 1.000000 0.518338
0.363598 -0.719452 -0.537361 -0.385357 0.398307 0.475400 0.041317 -0.696336 -0.167293 -0.413358 -0.478647 0.067158 -0.328348 -0.703762 -0.830338 1.000000 1.133132
-0.207620 0.975322 -0.599151 -0.963745 -0.065050 -0.815133 0.450348 -0.435493 0.753940 -0.514108 -0.046111 0.392406 0.990615 0.193744 0.818441 1.000000 0.838516
-0.486135 -0.867204 -0.666865 -0.631241 -0.579653 -0.022677 -0.731985 -0.374701 -0.707866 -0.904119 -0.450054 -0.100311 -0.336014 0.303414 -0.601960 1.000000 0.939644
-0.952878 0.542030 0.345964 0.496782 0.476277 -0.726926 0.361143 0.147374 0.260627 -0.135260 -0.130880 0.769193 0.605530 0.328589 0.891391 1.000000 0.541115
-0.096021 -0.424582 -0.891405 -0.333877 -0.704554 0.558000 0.873798 0.185352 0.684371 0.781434 -0.938890 0.667978 -0.636357 0.040319 0.875371 1.000000 1.459278
-0.954606 -0.080170 0.164211 0.164783 -0.839141 0.248751 -0.828638 -0.436179 -0.711912 -0.339709 0.339018 0.629585 -0.884342 -0.062716 -0.912308 1.000000 0.752685
0.231699 0.171569 0.820425 -0.056633 0.453534 -0.799711 -0.779385 0.112552 -0.359465 -0.369169 -0.951427 -0.070255 0.246121 -0.477664 0.176736 1.000000 0.729909
0.163695 0.108039 0.286367 -0.028037 -0.198386 0.788307 0.999212 -0.557007 -0.234445 -0.645652 -0.677778 -0.560461 0.727393 -0.389297 0.634115 1.000000 1.328440
