# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 amplitude sigma
-0.131648 0.579427 -0.674810 0.810156 0.313356 -0.556734 0.386688 0.255770 0.883004 -0.816154 0.990832 -0.693825 0.095328 -0.079307 -0.369934 0.693290 -0.377378 -0.982267 -0.185383 -0.441844 1.000000 1.058631
-0.077174 -0.286367 -0.531824 0.928006 0.774017 -0.660082 -0.092416 0.745300 -0.882199 0.848315 -0.449486 0.163455 -0.379286 -0.427796 -0.787642 -0.106817 -0.306580 -0.545884 -0.782492 0.454042 1.000000 1.036631
0.716686 0.601677 0.439453 0.158061 0.853735 -0.217054 0.017171 0.950464 -0.711874 0.147617 -0.312230 -0.240909 0.010910 0.866042 -0.898708 -0.139440 0.107952 -0.902202 0.828169 -0.991946 1.000000 1.310829
0.209527 -0.704362 -0.441876 0.556956 -0.375533 -0.278748 0.402901 0.742549 -0.061648 0.728030 -0.249957 0.683165 -0.143675 -0.340131 0.245123 0.822807 0.860243 0.014661 -0.991494 -0.253012 1.000000 0.959598
-0.102688 -0.960666 0.405308 0.449490 0.541202 0.190344 0.929090 -0.048235 -0.990749 -0.750836 -0.111253 0.458475 -0.115567 -0.946428 -0.806932 -0.020344 0.506774 0.593464 -0.367395 0.524684 1.000000 1.472425
-0.092921 -0.217011 -0.000443 -0.984927 0.225949 0.112272 0.864205 -0.331797 -0.956298 0.061096 -0.339842 -0.848969 -0.655430 -0.585087 0.012394 0.084095 -0.050474 -0.601544 0.335827 0.640361 1.000000 1.176110
-0.817664 -0.747852 -0.097416 -0.776898 -0.478454 0.188791 0.482084 -0.805605 -0.733845 0.135016 -0.129297 -0.827883 0.306676 0.733118 0.545823 0.655507 -0.404505 -0.622638 0.546896 -0.820018 1.000000 1.313177
0.596040 0.670347 -0.154115 0.938599 0.501572 0.829044 0.379813 0.269873 0.884593 -0.383361 0.350471 0.363391 0.201446 -0.466937 -0.166609 -0.546598 -0.698907 0.096429 -0.438744 -0.696793 1.000000 1.186086
0.994473 0.693316 -0.365662 -0.528468 -0.145284 0.064502 -0.229975 0.375376 -0.341659 0.202091 -0.667328 -0.293458 0.998084 0.436835 0.093077 0.808017 0.571115 -0.248836 -0.124859 0.650548 1.000000 0.882997
0.940125 0.786593 0.234712 -0.549068 -0.002609 0.400585 0.999639 -0.308916 -0.749542 0.259395 -0.811208 -0.444198 0.105225 -0.737439 0.405944 -0.777109 -0.207047 0.852453 0.358904 -0.301831 1.000000 1.089244
-0.147420 -0.985018 0.265043 0.293734 0.528830 -0.187573 0.246473 0.095203 0.463797 -0.780150 -0.519567 0.599199 -0.005921 -0.312635 -0.451975 -0.110483 0.625032 -0.028134 -0.745403 -0.096609 1.000000 1.309859
0.235393 0.785302 0.691683 0.574595 -0.250981 -0.285938 -0.269516 -0.560450 -0.661892 -0.579651 -0.810919 0.985969 -0.503642 -0.379216 -0.797732 -0.020026 0.501426 -0.882580 0.694123 -0.856327 1.000000 0.826556
0.465752 0.415590 -0.210439 -0.604183 0.766747 -0.782987 0.293340 0.126409 0.431161 0.911098 -0.576656 -0.943654 -0.340764 0.578630 0.243425 0.394887 -0.552414 -0.166714 0.913458 -0.342731 1.000000 0.503472
0.583154 0.622942 0.126559 -0.620867 0.574005 0.979724 -0.083461 0.336893 -0.238390 0.832791 -0.835452 -0.842594 0.668834 -0.262018 0.222806 -0.095411 0.596077 -0.392243 -0.512259 -0.303572 1.000000 1.487814
-0.509980 0.825243 0.752986 -0.017025 -0.921181 0.578756 -0.722314 -0.024545 0.142108 0.379518 0.471928 0.325238 0.113528 -0.006705 0.827524 -0.727927 0.656297 0.929575 -0.896501 0.432542 1.000000 1.155836
