# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 amplitude sigma
0.470791 0.530887 -0.140954 0.463066 -0.470410 0.502688 0.401657 0.933221 0.346297 -0.535880 0.316447 0.628799 -0.244665 0.735807 -0.734751 1.000000 0.870927
-0.840467 -0.009100 -0.589341 -0.660205 -0.911444 0.267251 0.813961 -0.273237 -0.513584 -0.380159 -0.308833 -0.741531 0.557302 0.408000 0.803117 1.000000 1.164884
0.107069 0.168906 -0.726573 0.588225 -0.983101 -0.224651 -0.725694 0.541189 0.909108 0.901618 0.652116 -0.093393 0.164766 0.247947 0.999222 1.000000 0.996658
-0.090725 0.119230 0.777829 -0.912721 -0.910769 -0.517740 -0.096536 0.842822 -0.998347 0.516338 0.338205 -0.377190 -0.661139 0.317869 -0.270316 1.000000 1.102079
0.600022 0.193890 0.176746 -0.228339 0.335517 -0.427832 0.227967 -0.264042 -0.333022 -0.143400 -0.722409 -0.406063 -0.379871 -0.125418 0.932684 1.000000 0.744185
-0.736360 -0.911371 -0.217234 -0.147142 -0.206649 0.761410 -0.112765 0.459598 -0.523920 0.292574 -0.004509 -0.546567 0.557844 -0.967867 0.013259 1.000000 0.994748
0.386183 0.639937 0.150225 -0.396701 0.504760 0.554084 -0.593703 0.149816 -0.657851 -0.149437 0.664093 -0.008119 0.205802 0.274076 -0.485790 1.000000 1.210540
-0.243892 -0.226630 -0.709953 -0.566030 -0.485770 0.190309 0.800560 -0.728219 0.351502 -0.371703 0.893504 -0.012646 -0.629725 0.228867 0.394526 1.000000 0.951392
-0.714672 0.633772 -0.577201 0.690806 -0.381536 -0.653031 -0.285947 -0.027701 0.292489 0.260688 0.823361 -0.020020 0.293478 -0.111693 0.223169 1.000000 0.547038
-0.843242 -0.902062 0.111449 0.208316 0.095710 -0.087636 -0.203483 -0.481082 -0.140357 -0.979482 -0.781184 -0.450165 0.034148 -0.658017 -0.298781 1.000000 1.030978
-0.897335 -0.599660 -0.751605 -0.920995 0.545552 0.372659 0.983084 -0.431816 0.957551 0.366830 -0.364485 0.005307 0.700182 0.575840 -0.937368 1.000000 1.053058
-0.707490 -0.166153 0.185053 -0.858499 0.518884 -0.586708 -0.030895 -0.165643 -0.898817 -0.644767 0.748588 0.635417 0.777637 0.746556 0.378958 1.000000 0.614435
0.273402 -0.031931 -0.571090 -0.205379 0.546316 0.579826 -0.793471 0.277599 0.349481 0.759166 0.963731 0.145217 0.748444 -0.316940 0.988474 1.000000 0.745474
-0.353854 0.828970 0.397351 0.945528 -0.735495 -0.071721 0.101674 0.416437 0.856037 0.428140 0.982098 0.045145 -0.802222 0.053254 0.193466 1.000000 1.336702
0.094841 -0.990980 0.575046 0.516178 0.620301 0.506627 -0.366877 0.405182 0.281575 -0.532816 -0.952592 -0.492283 -0.989042 0.080051 0.013400 1.000000 1.405795
