# x0 x1 x2 x3 x4 x5 x6 x7 amplitude sigma
-0.354316 -0.466542 -0.976720 -0.886565 0.273322 0.388017 -0.672386 0.548172 1.000000 1.460261
-0.063791 0.527122 0.545087 -0.415077 -0.428576 -0.818728 0.283468 0.837587 1.000000 1.060942
0.149627 0.809679 -0.982436 -0.445581 0.663720 -0.929896 -0.665399 -0.214640 1.000000 1.490345
-0.163397 0.384142 -0.736543 -0.576222 -0.001365 0.331774 0.945309 0.157182 1.000000 1.320446
0.483442 -0.573264 -0.038131 0.057546 -0.736151 -0.157268 0.607459 0.561373 1.000000 1.432869
0.639752 0.118833 -0.692079 0.965983 -0.480052 0.046181 -0.559048 0.116215 1.000000 0.927324
-0.047251 -0.194286 -0.891508 -0.983578 0.974529 0.614159 0.514145 0.372125 1.000000 0.770301
0.450647 0.599418 0.018229 0.835766 0.888662 0.728198 0.254964 -0.166309 1.000000 1.136303
0.242503 -0.587235 -0.880985 0.723298 -0.633584 0.156330 -0.659634 0.293647 1.000000 1.375118
-0.374041 -0.744377 0.997728 -0.156391 -0.845917 -0.211195 -0.117451 0.518739 1.000000 0.810832
0.752092 0.108447 0.735309 -0.882958 0.187487 0.977288 -0.842216 0.161998 1.000000 0.901300
-0.396764 0.368970 0.753804 -0.670657 -0.618100 -0.305894 -0.712224 -0.199855 1.000000 1.173548
-0.840939 0.328690 -0.381905 -0.047561 -0.195665 -0.955865 0.114818 -0.481273 1.000000 0.547443
-0.918446 0.942871 -0.071483 0.199412 -0.595541 0.737807 0.471835 0.767403 1.000000 1.198757
0.286770 -0.321825 -0.800654 -0.725729 -0.055806 0.290318 -0.846127 -0.246102 1.000000 0.786895
