# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 amplitude sigma
-0.158965 0.501149 -0.349785 -0.578732 -0.676824 -0.015878 -0.870810 0.061387 -0.569316 -0.297749 -0.494354 0.946674 1.000000 0.598320
-0.793802 0.140770 0.091329 0.420049 0.344062 0.784793 0.968391 0.068083 0.927064 0.409998 -0.095927 -0.661620 1.000000 1.174365
0.797267 0.720438 0.984430 0.392542 0.766459 -0.849889 0.260469 -0.294023 -0.442078 0.840794 -0.644136 -0.412243 1.000000 1.150620
-0.253472 0.417964 0.274527 -0.398601 0.305252 0.117122 -0.391162 -0.082299 0.240442 0.792170 -0.307155 -0.154927 1.000000 0.915681
0.647520 -0.373519 -0.744997 0.952168 -0.811916 0.920914 -0.090361 0.238189 0.950907 -0.440775 -0.785017 -0.613159 1.000000 1.258203
0.597484 0.118738 0.497141 0.619163 0.146598 -0.841561 0.221510 0.496117 -0.532941 0.054226 0.594723 -0.985488 1.000000 0.870617
0.514610 0.428670 0.320808 -0.545653 -0.177798 0.400112 -0.061110 0.274614 0.234707 -0.453935 0.549633 -0.548625 1.000000 1.148920
-0.857837 0.814725 0.028318 -0.993354 0.677264 0.356625 0.565470 0.669251 0.098778 -0.081070 0.880729 -0.991969 1.000000 1.496617
-0.429600 -0.198409 0.578414 0.435185 -0.438851 -0.952380 -0.497177 0.581872 -0.986463 -0.209157 -0.799783 0.542652 1.000000 1.479233
-0.647409 0.436575 -0.927695 -0.208267 0.904412 -0.840895 0.883988 0.399769 0.982557 0.963559 0.924738 -0.315160 1.000000 0.863413
0.835470 -0.994173 -0.649272 0.850522 0.584544 0.860845 -0.022450 0.229517 -0.312778 0.723969 0.844128 0.536046 1.000000 0.647504
0.893350 -0.640068 0.132154 -0.084094 0.034444 -0.944591 -0.062530 -0.284366 0.176377 -0.825590 0.872724 0.227027 1.000000 1.130739
-0.049180 -0.630203 0.565948 0.388757 -0.718433 -0.517859 0.038432 -0.787025 0.314076 -0.678703 -0.675469 0.918923 1.000000 0.849373
0.710558 0.878528 -0.961445 -0.244590 0.657531 -0.266880 0.151544 -0.756229 0.933892 -0.393173 0.508121 -0.520397 1.000000 1.131552
-0.501447 -0.229092 0.863206 -0.280224 0.044626 -0.426712 -0.680194 0.706346 0.724398 -0.235534 -0.136507 0.943108 1.000000 1.339315
