# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 amplitude sigma
0.862799 -0.073995 -0.920066 0.124864 0.881062 0.791041 -0.904418 0.771578 -0.853232 0.430991 -0.561989 -0.431101 -0.534938 0.060698 0.683594 -0.517151 0.568313 0.673660 -0.217825 -0.355251 1.000000 1.272988
0.164184 -0.519195 -0.417577 -0.048085 0.905352 0.328063 -0.606078 -0.282156 0.335653 -0.239735 0.281950 0.703742 -0.204758 0.335655 0.366847 -0.914505 -0.352646 0.905773 -0.339256 -0.682194 1.000000 1.163132
-0.301581 -0.844086 0.207356 -0.891128 -0.084542 0.707086 0.052970 -0.323851 0.049815 0.040631 0.959868 -0.431261 0.889384 0.465601 0.054925 -0.892177 0.274959 -0.168186 -0.114490 -0.005229 1.000000 1.039492
-0.655023 -0.506682 0.262919 -0.277570 0.898110 0.762720 -0.629833 -0.844593 -0.606434 -0.008119 -0.174060 0.120562 0.049306 -0.155006 0.317529 0.506296 -0.209919 0.302952 0.763660 -0.071397 1.000000 0.752323
0.549795 -0.453854 -0.212936 0.260931 -0.228857 -0.972651 -0.754937 0.168278 0.972472 0.185671 0.390546 0.252362 0.147877 -0.544269 -0.447191 0.101421 0.613407 -0.440150 0.805379 -0.089005 1.000000 0.931674
-0.872640 -0.111823 0.946671 -0.730189 -0.848300 -0.279148 0.415114 -0.057935 0.668838 -0.678783 0.316569 -0.537367 0.989419 0.410895 0.542119 -0.408595 0.779073 0.254207 -0.132816 -0.748295 1.000000 0.802558
0.949837 0.509047 -0.255073 -0.215676 0.868356 -0.227499 0.645336 0.935511 -0.810986 -0.551148 0.174031 0.452117 0.396507 0.153046 -0.029014 0.484847 -0.066622 -0.674689 0.733767 0.528495 1.000000 1.387155
0.621081 0.372984 -0.302383 -0.690037 0.617906 -0.139285 -0.827055 0.784923 -0.935456 0.668229 -0.137058 0.855326 0.798448 0.951412 -0.264337 -0.688022 -0.363999 -0.807701 -0.213740 0.210267 1.000000 1.100558
-0.269219 -0.816938 -0.776504 0.957164 0.225703 0.213936 -0.591838 -0.179815 0.347314 -0.561688 -0.602623 0.389314 0.888809 0.755827 -0.847988 0.815743 0.483360 -0.129150 0.989408 0.488234 1.000000 1.078002
0.087209 0.690113 -0.469716 0.481224 -0.025453 -0.807985 -0.791010 -0.014293 0.670083 0.577926 0.550446 -0.037938 0.838669 -0.590382 -0.697363 0.868232 0.549717 0.416211 0.701540 -0.066347 1.000000 1.497543
0.044501 0.657920 0.219610 -0.903171 -0.380570 -0.588595 0.866641 0.693413 -0.482039 -0.648524 0.526893 0.914562 -0.704374 0.581146 0.774055 0.678112 0.955003 -0.150185 0.404606 0.388750 1.000000 0.534304
-0.567433 -0.113084 -0.656013 -0.564859 -0.395127 0.211005 -0.965602 0.721045 0.110544 -0.999156 0.919594 -0.032393 0.177713 0.175365 0.832934 -0.639185 -0.371833 -0.433550 0.251971 -0.784709 1.000000 0.669589
0.013691 -0.704697 -0.263938 -0.396613 -0.091522 0.868858 0.813305 0.995769 -0.122050 0.185224 -0.886449 -0.844608 -0.529669 -0.381748 0.022668 -0.880488 0.023053 0.460784 0.855400 -0.716527 1.000000 1.413201
-0.644725 -0.649534 0.745470 -0.272993 -0.235704 -0.992525 0.728577 0.241931 0.023247 0.322949 0.972115 0.931254 -0.255871 -0.343613 0.700510 -0.323273 -0.946389 0.059249 0.249665 0.662578 1.000000 0.877470
0.928750 0.508011 0.407618 -0.663152 -0.019616 0.958018 0.069393 0.969121 -0.272713 0.816494 0.243692 0.489359 -0.949765 0.381020 0.894005 -0.285076 -0.209512 -0.911219 -0.205528 -0.342428 1.000000 1.234290
