# x0 x1 x2 x3 x4 amplitude sigma
0.332549 0.957786 -0.315225 -0.190498 -0.212102 1.000000 0.998109
-0.500479 -0.084487 -0.687044 0.901594 0.109296 1.000000 1.118907
-0.181264 0.859837 0.161200 -0.973504 -0.731089 1.000000 0.799821
0.062913 -0.919429 0.436423 0.217297 -0.799017 1.000000 0.760703
0.836220 0.545356 -0.618331 0.635856 0.157725 1.000000 0.833855
-0.004258 0.687284 -0.881720 0.342499 0.277245 1.000000 1.402361
-0.498245 0.176315 0.508562 0.287381 -0.292623 1.000000 0.862832
-0.165789 -0.553295 -0.958780 0.955685 -0.826961 1.000000 0.506344
0.186950 -0.867690 0.673911 0.272213 0.899371 1.000000 1.444796
0.193154 -0.368255 -0.821421 -0.879416 0.439240 1.000000 1.260953
-0.611584 0.022108 0.468823 -0.342265 0.887640 1.000000 1.102995
0.977533 -0.365091 0.682667 0.864861 0.868519 1.000000 0.774703
-0.325452 0.525810 0.886703 -0.912421 -0.478294 1.000000 1.488924
0.315070 -0.940341 -0.804914 0.845320 -0.408547 1.000000 0.925721
0.955461 -0.420227 0.881693 -0.439213 0.998085 1.000000 1.241833
