# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 amplitude sigma
-0.751303 0.338642 -0.450133 0.408189 -0.761110 0.079154 0.838569 -0.810446 -0.559569 0.112909 1.000000 0.707635
-0.208074 -0.897441 0.146553 0.709542 0.586557 -0.522546 0.185259 0.404276 -0.823540 -0.764939 1.000000 1.281992
0.187767 0.499614 -0.742065 -0.837760 0.187686 -0.683635 -0.871124 -0.310716 -0.258872 -0.285364 1.000000 1.106899
-0.609879 -0.331094 -0.199136 0.580177 -0.690955 0.371397 -0.537089 -0.331531 0.331178 -0.072288 1.000000 0.846029
-0.550513 0.129360 -0.439776 0.693793 -0.639331 -0.191301 0.949798 -0.029459 0.832620 -0.516110 1.000000 0.904280
0.966459 -0.621536 0.199483 0.451901 0.146318 0.547988 0.637809 0.882758 -0.710418 0.506981 1.000000 0.945862
-0.333200 0.426190 0.640187 0.948419 0.610455 -0.578988 -0.075853 0.144592 -0.660455 0.386116 1.000000 1.232664
0.395265 -0.529128 -0.668679 0.557645 -0.257072 -0.944485 0.366478 0.095755 -0.658396 0.829505 1.000000 0.817624
0.917016 -0.431105 0.528552 -0.455438 0.766233 0.586064 -0.205996 0.396516 -0.201002 0.599150 1.000000 0.634392
0.370543 0.160750 -0.883715 0.599484 -0.962215 -0.250572 0.318924 -0.743479 0.237986 0.321957 1.000000 1.315701
0.801761 -0.430866 0.299013 0.944895 -0.660327 0.587728 -0.995827 -0.147861 -0.337587 0.143503 1.000000 1.482911
0.204435 -0.988432 -0.723043 -0.384859 0.267558 -0.433620 -0.125556 0.006774 -0.472183 -0.230222 1.000000 0.742783
0.980455 0.946927 -0.053238 -0.388297 0.139294 0.928420 -0.449680 0.843201 0.490442 -0.976812 1.000000 0.923004
0.306017 0.897861 0.209725 0.334765 -0.426658 -0.353844 0.835939 0.308318 -0.007498 -0.525451 1.000000 0.958712
-0.440207 0.416900 -0.662175 0.149589 0.017694 0.498170 -0.524313 -0.706232 0.495492 0.139658 1.000000 1.151788
