# x0 x1 x2 x3 x4 amplitude sigma
-0.120632 -0.155921 -0.756305 0.217386 0.992956 1.000000 1.075406
-0.866630 0.642817 -0.854452 0.864454 -0.956065 1.000000 0.640308
0.286981 -0.815546 0.348961 -0.136797 -0.574296 1.000000 0.658273
-0.348440 -0.575134 0.417846 -0.340729 -0.716499 1.000000 0.562445
-0.410630 -0.146550 0.539257 -0.958583 0.846563 1.000000 1.075754
-0.767287 0.449360 -0.598775 0.579725 -0.676422 1.000000 1.106405
-0.025402 0.124391 0.300732 -0.520543 -0.768901 1.000000 0.726724
0.007948 0.986567 -0.900994 -0.299690 0.832859 1.000000 1.414835
0.349265 0.546276 0.423140 0.427526 0.832761 1.000000 1.415550
-0.120987 0.543140 -0.171819 0.730382 0.861773 1.000000 1.390239
0.536984 0.921478 0.362590 0.702709 -0.960555 1.000000 1.212960
-0.564340 -0.159650 -0.062680 0.110791 -0.031383 1.000000 1.067371
0.079830 -0.211982 0.669087 0.609808 -0.943549 1.000000 1.273159
-0.108604 0.394812 0.950827 -0.084842 0.404863 1.000000 0.522214
0.049241 0.405771 -0.654278 -0.642849 0.773554 1.000000 1.115923
-0.194431 -0.243851 0.352718 0.421465 -0.482040 1.000000 0.761575
-0.054200 -0.497146 -0.662426 0.156434 0.137310 1.000000 0.764658
-0.963270 0.854717 -0.219950 0.101856 0.031811 1.000000 0.886801
-0.767055 0.040850 0.454112 0.078374 -0.180047 1.000000 0.666961
0.261171 0.155000 -0.242732 -0.984395 0.614275 1.000000 0.852221
0.995157 -0.917975 0.224731 0.987340 -0.362177 1.000000 1.050713
-0.010180 -0.841601 -0.900525 0.740618 -0.940215 1.000000 0.948025
0.518395 0.403402 -0.678527 0.513190 0.956547 1.000000 0.957511
0.002022 0.658531 0.921082 0.473653 -0.823404 1.000000 1.215972
0.247486 -0.384711 -0.889655 -0.503511 -0.289692 1.000000 1.022254
0.898264 0.836024 -0.223454 -0.107099 -0.020916 1.000000 1.000658
0.967230 -0.704063 0.089829 -0.974082 -0.805074 1.000000 0.831126
-0.656559 0.091684 0.209138 -0.088905 0.740411 1.000000 0.911630
0.975523 0.834048 -0.831570 0.323577 -0.771722 1.000000 0.682093
-0.745286 -0.728161 0.362839 -0.478848 0.094087 1.000000 1.100463
0.710951 -0.869773 -0.594141 -0.421679 0.754773 1.000000 1.415864
0.873683 -0.346971 -0.183209 0.447954 0.960123 1.000000 0.855424
-0.437472 -0.691628 0.841922 0.231201 0.939790 1.000000 1.080913
-0.516181 -0.886973 0.147857 0.270678 0.090636 1.000000 1.268614
-0.088544 0.001207 -0.692083 0.451992 0.903069 1.000000 1.064434
-0.912186 -0.810096 0.135345 0.382594 0.709149 1.000000 1.243843
-0.148026 0.002608 0.194562 0.548121 -0.641342 1.000000 0.944673
0.790960 -0.347508 0.140148 -0.414478 -0.576166 1.000000 1.348329
