# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 amplitude sigma
-0.801396 -0.384749 0.445112 -0.737470 -0.584593 0.522857 0.308379 0.140059 -0.876377 0.696051 -0.247814 -0.226131 -0.442765 -0.476511 0.584253 -0.229642 -0.008945 -0.220570 0.008225 0.279306 1.000000 1.280417
0.578911 -0.320056 -0.566058 -0.537479 -0.841194 0.426043 0.560759 0.417522 0.332915 -0.753441 0.407381 -0.865630 -0.710211 -0.003794 -0.045346 -0.930685 -0.206412 -0.978288 0.288364 -0.013384 1.000000 1.132243
0.574683 0.848636 -0.340351 0.626839 -0.837393 0.479927 -0.500637 0.482780 0.088586 -0.284905 -0.748031 0.182748 -0.399725 0.151888 -0.730984 -0.297490 0.891701 0.208660 0.405377 -0.353441 1.000000 1.304294
0.822303 0.182791 0.389895 -0.404057 -0.817483 -0.291332 0.623660 0.545143 -0.892777 0.494326 0.339705 -0.229284 -0.438387 -0.638436 -0.528946 -0.727041 0.174389 0.789536 -0.399308 -0.266035 1.000000 1.264140
0.071547 -0.718718 -0.471581 -0.403379 -0.762347 0.227959 0.829135 0.235941 0.552805 0.472955 -0.182041 -0.425699 -0.944932 0.887383 -0.815787 0.622006 0.574260 -0.735268 0.430136 0.159994 1.000000 0.838575
-0.562453 -0.680165 0.970551 -0.410363 0.686136 -0.532155 -0.663887 0.337953 0.874142 -0.266814 0.900916 0.735420 0.668461 -0.394433 -0.525576 0.716468 0.094474 -0.947420 -0.389673 0.142977 1.000000 1.244338
-0.416662 -0.337113 0.424033 0.584483 0.309471 0.551399 0.774850 0.261872 0.763511 -0.821020 -0.305499 -0.774712 0.432349 0.266779 0.369228 -0.087056 -0.502868 -0.429424 0.765107 -0.621865 1.000000 1.432313
-0.454885 0.395640 0.949725 -0.571202 -0.331688 -0.591024 0.529632 0.848366 0.058118 0.879882 0.885771 0.027281 -0.376376 -0.176687 -0.297781 0.305015 -0.679865 -0.490399 0.436797 -0.680238 1.000000 1.416138
-0.043807 0.753107 0.098437 0.443619 -0.891608 0.439499 -0.984571 0.261382 -0.539237 -0.279484 0.775364 0.780348 -0.177284 0.334994 -0.974143 -0.942428 -0.704092 0.039033 0.345767 -0.790609 1.000000 0.676732
-0.524294 0.408910 0.043857 -0.217600 0.753937 0.410848 0.857129 0.450299 -0.719741 -0.613783 0.146896 0.443326 0.505973 0.024594 -0.308972 -0.685415 0.411213 0.718008 -0.248580 -0.732518 1.000000 1.124940
-0.336184 -0.713028 0.623209 -0.255795 -0.734797 0.637998 -0.729478 -0.551630 -0.439678 -0.745939 0.314202 -0.747712 0.215546 0.305478 0.845143 0.049230 0.204000 -0.075646 -0.243172 -0.833290 1.000000 1.434278
-0.322142 -0.708562 0.620173 0.084619 -0.259905 -0.743752 -0.895279 -0.845332 0.653658 0.958322 -0.291618 0.465240 -0.111580 -0.141072 -0.867654 -0.713242 0.725274 0.345780 0.247312 -0.869999 1.000000 0.874418
-0.800702 0.980449 -0.293045 -0.317133 0.703580 -0.325791 0.324759 0.880051 -0.458986 0.370192 0.166891 0.433188 0.125678 0.131882 -0.355310 0.753263 0.608475 0.177323 -0.946550 0.339672 1.000000 1.043541
0.293889 -0.831511 0.258558 0.122722 -0.127431 -0.509246 0.705065 0.524552 0.323066 -0.194578 -0.630634 0.726716 -0.550500 -0.359913 -0.529297 -0.336187 -0.110577 -0.867728 -0.213868 0.686696 1.000000 0.765729
0.878463 -0.310248 -0.795848 -0.499919 -0.792046 0.565934 0.897121 0.674311 -0.427533 -0.739711 -0.908668 0.555250 0.191742 -0.832867 0.168623 0.943636 0.163546 0.495721 0.394652 -0.497511 1.000000 0.910669
