# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 amplitude sigma
0.362997 -0.131604 0.047584 0.451039 -0.747028 0.699382 0.533845 0.162855 -0.216299 -0.139892 0.075899 -0.433067 -0.920411 0.783065 -0.277148 1.000000 0.766462
-0.775059 0.976987 -0.115680 -0.200647 0.975257 -0.759041 0.907083 0.411122 -0.688521 -0.638294 0.609980 -0.996504 -0.774124 -0.064747 -0.683611 1.000000 0.787681
-0.204016 0.377232 0.649008 0.788480 0.947732 0.646285 0.551431 0.941220 -0.748908 -0.313585 -0.973481 -0.928361 -0.745137 0.727459 -0.823970 1.000000 1.380288
-0.025128 -0.634308 -0.955699 0.628769 -0.183913 0.299873 -0.332199 -0.898368 0.151561 -0.309201 0.258531 -0.301368 0.957494 -0.202687 -0.092007 1.000000 1.256415
0.055796 0.977297 0.358008 0.809225 -0.806501 0.869041 0.763549 -0.113391 -0.295817 -0.571917 -0.689636 -0.033394 0.228512 0.120326 -0.347554 1.000000 1.166963
-0.669127 0.467723 0.143504 0.086173 -0.940945 -0.019390 0.758753 0.620924 0.934508 0.122125 0.971332 0.585011 -0.023393 0.103580 0.186975 1.000000 1.270938
0.826512 -0.544179 0.872287 -0.458274 -0.654189 0.080222 0.657955 -0.417816 -0.250522 0.979578 -0.710343 0.358947 -0.394611 -0.714865 -0.058354 1.000000 1.058602
-0.090952 -0.515494 0.903920 -0.933108 -0.344396 -0.976333 0.018293 -0.983327 0.170149 -0.986246 -0.525406 0.943812 -0.079401 -0.704816 0.933322 1.000000 0.569000
-0.173740 0.983004 0.102517 -0.234348 0.895057 0.781858 0.516654 0.166117 -0.457570 0.025342 0.956495 -0.948199 0.233075 0.677014 0.385034 1.000000 1.335812
-0.869991 -0.087107 0.822679 0.140833 -0.748589 0.117810 0.218321 -0.145060 0.840845 0.914884 0.889091 -0.597387 -0.128924 0.208214 0.522578 1.000000 0.692162
-0.134551 -0.870555 0.021427 0.487194 -0.709356 0.086321 -0.122237 -0.711176 0.032257 0.729618 0.296422 0.482603 0.195909 0.714134 0.462972 1.000000 0.677903
-0.894829 0.999023 0.077498 0.207782 -0.012616 -0.902330 -0.379941 0.355030 0.081655 0.713556 0.008012 -0.993158 0.223541 -0.355030 -0.535168 1.000000 1.233435
-0.681508 0.061996 -0.885359 -0.308300 0.616670 0.530327 0.801337 -0.744834 0.760989 -0.492592 0.176244 -0.432808 -0.576322 0.574057 0.975006 1.000000 1.332459
-0.483687 0.430140 -0.773074 0.461985 -0.093392 -0.068387 -0.641460 -0.294292 0.059194 0.103463 -0.621445 0.694905 -0.318139 0.552902 -0.721120 1.000000 1.334360
0.004485 -0.803422 -0.612652 -0.502176 0.954425 0.855716 0.673957 -0.667890 -0.155655 0.905635 0.730747 0.825780 -0.358471 0.553702 -0.075039 1.000000 0.779370
