# x0 x1 x2 x3 x4 x5 x6 x7 amplitude sigma
0.089708 -0.093563 -0.709415 -0.354239 -0.956600 -0.380957 -0.854147 0.330525 1.000000 1.460261
0.706778 -0.422384 0.157892 0.269045 0.394949 0.249253 0.142272 0.895811 1.000000 1.060942
0.251979 -0.626418 -0.384101 0.606505 0.318503 -0.960988 -0.137826 -0.283667 1.000000 1.490345
0.590243 0.108912 0.477649 -0.112510 0.039309 0.572949 -0.667907 -0.499656 1.000000 1.320446
-0.756690 -0.595267 -0.828880 0.718179 -0.105896 -0.048560 -0.656567 0.371292 1.000000 1.432869
0.653284 0.057149 -0.566095 -0.829163 0.066768 -0.003882 -0.386966 -0.090337 1.000000 0.927324
-0.788032 -0.800247 0.859862 -0.731131 0.591570 0.616812 0.920487 0.832036 1.000000 0.770301
-0.824674 0.528427 -0.933189 0.245525 0.506293 -0.939988 -0.940537 0.432540 1.000000 1.136303
0.384988 -0.087495 0.849002 0.952151 -0.202976 0.292570 -0.959021 -0.005503 1.000000 1.375118
-0.417283 -0.231972 -0.668756 0.552753 0.590517 -0.340995 -0.882290 -0.275445 1.000000 0.810832
-0.161037 0.123690 0.796779 -0.448226 -0.691393 -0.502326 -0.500781 -0.398076 1.000000 0.901300
-0.255872 0.683476 0.303419 -0.982688 -0.558446 0.333438 -0.194376 -0.227532 1.000000 1.173548
0.737810 0.450082 0.713217 -0.567423 0.727366 -0.741262 0.025293 -0.131856 1.000000 0.547443
0.339745 -0.938985 -0.853392 0.159750 -0.834118 -0.414957 -0.352865 0.866750 1.000000 1.198757
-0.465245 -0.633924 0.117242 -0.598260 0.483435 -0.335930 0.571473 0.132707 1.000000 0.786895
