# x0 x1 x2 x3 x4 amplitude sigma
-0.320769 0.462358 0.019628 -0.727903 -0.915645 1.000000 0.783042
0.196038 -0.978840 0.124510 0.223573 -0.672217 1.000000 0.502030
-0.883900 -0.036081 0.358723 0.139599 -0.736617 1.000000 1.030579
0.050889 0.155113 -0.710285 -0.024003 -0.490152 1.000000 0.580361
-0.754771 0.249228 -0.977332 -0.981310 -0.766059 1.000000 1.152258
-0.264645 -0.487812 -0.224691 -0.993183 -0.220223 1.000000 1.270739
0.230719 0.458380 0.297879 0.233459 0.922622 1.000000 1.098140
0.966968 -0.396556 -0.740707 0.314870 0.347928 1.000000 0.826684
0.454472 0.378710 0.603029 -0.729445 -0.004855 1.000000 1.197576
-0.839253 0.120504 -0.469031 -0.263931 -0.486205 1.000000 0.995345
0.001108 -0.118209 -0.164756 -0.054394 0.198851 1.000000 1.448223
0.255797 0.782899 0.094710 -0.946109 -0.225780 1.000000 1.072695
0.108738 -0.615661 0.300783 -0.601705 0.513165 1.000000 0.674177
0.726584 0.869777 -0.987716 -0.772732 -0.674079 1.000000 0.592194
-0.586462 0.041118 0.703933 0.722888 -0.303447 1.000000 0.568419
