# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 amplitude sigma
0.184438 0.574786 -0.049332 0.536800 0.398720 -0.083659 -0.863561 -0.986766 -0.723990 0.226031 0.337953 -0.688129 0.314916 -0.102050 0.421237 1.000000 1.372935
0.517474 -0.287697 -0.060280 -0.928625 0.297349 -0.899986 -0.087436 0.806150 -0.634543 0.812476 0.319533 -0.941819 0.097774 -0.175874 -0.370742 1.000000 1.061688
0.523364 0.017863 0.448381 -0.176066 -0.459666 -0.132236 0.776515 -0.506195 0.804715 -0.612510 -0.487239 0.913453 0.956524 -0.474376 0.802307 1.000000 0.731747
0.915430 -0.262215 -0.065940 0.048984 0.262414 0.895031 -0.298977 -0.849780 0.120482 -0.358557 -0.368594 -0.195403 0.215951 -0.535432 0.832208 1.000000 0.600817
0.325605 -0.383926 -0.439757 -0.545874 -0.741131 0.544509 0.324140 -0.710816 -0.446283 0.221309 -0.988141 0.187937 0.075686 -0.631687 -0.585688 1.000000 1.384412
-0.901184 -0.583909 -0.031771 -0.149826 0.892553 -0.244110 0.015782 -0.316974 0.395758 0.796697 0.646926 -0.530508 0.893810 -0.853399 -0.277898 1.000000 0.706174
-0.435430 0.398451 0.457955 -0.629120 0.178270 0.632270 0.351265 -0.968788 0.879083 0.283761 0.444114 -0.722123 0.000982 -0.191141 0.594357 1.000000 0.619531
0.963496 -0.796335 0.572062 0.202290 0.444157 -0.819578 0.642221 -0.246397 0.919428 0.340994 0.599357 -0.969141 0.679757 0.973012 -0.732631 1.000000 1.143251
0.562067 -0.801392 -0.227628 0.211377 0.993069 0.152244 -0.839922 -0.250564 0.656080 -0.085546 0.555904 -0.897529 0.353488 0.168724 0.986526 1.000000 0.542431
0.350120 0.788955 -0.111850 0.254957 -0.239490 -0.103633 0.898160 0.938065 -0.031116 0.958201 0.572820 -0.305416 0.570656 -0.409694 0.255798 1.000000 0.905483
-0.293200 -0.357123 0.400259 0.894714 -0.437778 -0.504062 0.131639 0.457497 0.158718 -0.557366 -0.731674 0.653972 -0.240844 -0.244365 -0.576887 1.000000 1.245368
0.014236 -0.964499 0.002151 0.249409 -0.787451 -0.105716 -0.920360 -0.168994 0.545959 -0.276195 0.345805 0.882853 0.570118 -0.458237 -0.007020 1.000000 1.037792
0.449214 0.883135 0.172313 -0.188317 -0.001112 0.731067 -0.626944 0.018798 0.613368 0.732350 -0.765297 -0.299992 0.816413 0.506191 -0.554370 1.000000 0.519294
-0.692991 -0.287246 0.127511 0.553502 -0.296793 0.363531 -0.408955 -0.699076 0.458941 -0.107474 0.435783 -0.644997 0.343619 -0.527326 0.673595 1.000000 0.852259
0.424469 -0.651194 -0.575071 -0.231510 0.702699 0.078757 0.712215 0.008644 0.428805 -0.823031 0.694680 -0.124033 -0.256170 -0.694627 0.510284 1.000000 0.919217
