# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 amplitude sigma
-0.976318 -0.339534 0.444640 0.492557 -0.971471 0.999168 0.812522 -0.455595 0.811561 -0.880226 -0.234658 -0.325200 0.229712 0.009632 -0.507868 -0.909695 -0.826476 -0.195666 1.000000 1.444967
-0.877210 -0.631020 0.218147 0.213807 -0.670977 0.983857 0.543157 -0.695714 0.567237 -0.670365 -0.330327 0.294979 0.091861 -0.868088 -0.987614 -0.898617 -0.427434 0.108472 1.000000 1.381243
-0.766763 -0.439918 0.445478 0.023981 0.580629 0.983159 0.157391 0.840534 0.541512 0.449374 0.315982 -0.419861 -0.027668 0.109612 0.000143 -0.988562 0.534109 0.677841 1.000000 0.532905
0.748888 -0.929434 -0.054044 -0.419087 -0.329984 0.543653 -0.476153 0.495034 0.717057 -0.937868 -0.620212 -0.202728 0.126396 -0.127678 -0.216492 0.975693 -0.467367 -0.927114 1.000000 1.084127
-0.462888 -0.620142 0.034418 -0.829171 -0.812872 0.667959 -0.691277 -0.296725 -0.800005 0.435936 0.444920 -0.537506 -0.291338 -0.516692 0.080184 0.395915 0.169302 -0.319197 1.000000 0.675346
-0.408730 0.790401 0.304885 -0.769587 0.094911 0.030683 -0.436612 0.951779 -0.874764 -0.995424 0.749902 0.491683 0.566561 -0.943508 0.786762 -0.251030 -0.245088 0.940786 1.000000 0.986315
0.646169 0.463873 -0.747328 -0.895563 -0.586304 0.584009 0.103300 0.758250 -0.494637 -0.438760 0.184672 0.032558 0.716069 -0.985150 0.746598 -0.421495 0.373489 -0.391039 1.000000 1.190904
-0.049369 0.134197 -0.625064 0.149025 0.001773 0.286543 0.538378 0.152714 -0.037996 0.032725 0.724288 0.420772 -0.598243 -0.841330 0.655857 0.535297 0.474252 -0.062220 1.000000 0.716054
-0.548203 0.981513 -0.449813 -0.249759 0.344120 -0.389509 -0.014681 -0.871320 0.560906 -0.597764 0.415927 -0.871336 0.736340 -0.468757 -0.919204 -0.920653 0.114496 -0.772732 1.000000 1.098185
-0.268941 0.802312 0.552624 0.056792 -0.649780 0.589051 0.883060 0.084196 -0.344969 0.947404 0.747592 -0.970364 -0.325205 -0.843087 0.508213 -0.342005 -0.997363 0.124034 1.000000 0.992920
-0.394988 -0.275892 -0.480160 0.203959 0.571652 0.949675 -0.751892 0.925490 -0.534547 -0.864647 -0.034866 -0.238527 0.117566 -0.425757 0.217182 -0.817463 -0.879822 0.273417 1.000000 0.963683
0.221595 0.591882 -0.431476 0.898790 0.645806 -0.100586 0.897409 -0.092509 -0.556820 0.908356 0.962009 0.861094 0.771035 0.975885 -0.242195 0.262676 0.604626 0.284536 1.000000 0.910503
-0.009772 -0.830148 -0.127788 -0.340155 0.756522 -0.601775 -0.466134 -0.987000 -0.583768 0.177221 -0.038266 0.581902 -0.694700 0.030068 -0.307252 -0.864899 0.887552 -0.170990 1.000000 1.290191
-0.759462 0.860067 -0.112548 -0.905395 0.277000 0.636116 0.850221 -0.857478 0.686377 -0.736552 -0.918612 0.584208 0.462271 0.131218 -0.785367 -0.812787 0.903198 0.801311 1.000000 1.247691
0.702963 0.770736 -0.749339 -0.569263 -0.142114 -0.115103 -0.252528 -0.381135 -0.995647 -0.096380 0.330502 -0.014007 -0.766091 -0.909311 0.272032 -0.382401 -0.635575 0.768002 1.000000 0.915154
