# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 amplitude sigma
-0.730774 0.980990 0.280124 0.034812 -0.906479 0.546232 -0.504092 -0.293742 -0.294902 0.582632 0.876188 -0.896969 0.525889 0.849818 -0.296673 -0.741690 -0.004086 0.468756 1.000000 0.993644
0.532705 0.406446 -0.026232 -0.931483 0.540776 -0.449029 -0.278657 -0.734026 0.679465 0.702683 0.461541 0.082684 0.604268 -0.175607 -0.632237 -0.165882 -0.209778 -0.573712 1.000000 1.332098
0.560191 -0.313290 -0.222156 -0.520973 0.748231 -0.976259 0.760263 -0.099075 0.044772 0.818200 -0.963112 -0.830655 0.364165 -0.330238 -0.297697 -0.841428 -0.151578 -0.882715 1.000000 1.487027
-0.127098 -0.790651 -0.661501 0.431333 -0.748878 0.169728 -0.129560 0.689614 0.847438 -0.724230 0.124882 -0.413632 -0.858917 -0.139042 -0.086437 -0.923354 -0.078696 0.151104 1.000000 0.986918
-0.364027 -0.071174 0.408885 0.827682 0.230545 -0.686311 -0.875597 -0.137750 -0.579552 -0.338728 0.100542 0.711860 -0.796247 0.224202 0.908305 0.709653 -0.492202 -0.502690 1.000000 0.905605
0.538707 -0.242715 0.083952 -0.009791 0.961668 0.807549 0.156949 0.640629 0.692456 -0.564365 -0.650352 -0.608392 -0.217292 0.288018 -0.209290 0.919146 -0.971972 -0.263759 1.000000 0.768883
0.349400 -0.315671 -0.542306 -0.047192 -0.818873 -0.151724 -0.109773 -0.780594 -0.998796 0.680459 0.968604 -0.305348 0.166229 -0.859596 0.359473 0.602410 -0.242634 -0.356543 1.000000 1.408256
0.533960 -0.013427 0.268848 -0.781941 0.749665 0.552745 0.883146 -0.022767 -0.856315 -0.885280 0.774102 -0.194705 0.374599 -0.075679 0.266116 -0.119168 -0.440661 0.087267 1.000000 1.387581
0.085210 0.708798 -0.382907 -0.406674 -0.255862 -0.641666 0.864233 0.891327 0.294837 -0.883718 -0.368412 -0.802064 0.334737 0.651646 -0.279444 0.511810 0.283083 0.865547 1.000000 0.507860
0.849537 0.674869 -0.658831 -0.308040 -0.863290 0.096773 -0.152491 0.057256 -0.991185 -0.044845 -0.880604 0.142116 0.414784 -0.448942 0.403855 -0.462066 0.413343 0.000466 1.000000 0.964121
-0.822346 -0.999039 0.181501 0.690926 0.061874 0.099029 0.859666 0.623104 -0.669708 -0.015914 0.987358 0.974301 0.782781 -0.723560 0.118683 0.982268 -0.691463 0.518724 1.000000 1.239373
-0.999637 0.622772 0.358793 0.138799 -0.704113 -0.437530 0.577725 0.123375 -0.730770 0.365073 -0.051533 0.466490 0.871370 -0.875422 -0.370411 0.100996 0.792129 -0.838498 1.000000 0.671091
-0.066033 -0.607622 0.796892 -0.960425 -0.998473 0.005982 0.044773 0.508800 -0.829159 0.930320 -0.461719 0.192557 -0.947389 0.260530 0.302658 0.407591 0.168005 -0.001586 1.000000 1.107490
-0.059563 -0.092041 -0.548202 -0.737744 0.422285 0.117086 -0.435422 0.767206 0.072165 0.049794 0.979939 -0.734613 -0.825791 0.551849 -0.788701 0.389233 -0.296684 0.101519 1.000000 0.952327
-0.513189 -0.766827 0.802493 0.605692 0.570446 0.385070 -0.936606 -0.062274 0.591818 0.083722 -0.823760 0.265396 -0.628884 0.001760 0.152995 0.665051 0.291263 -0.223743 1.000000 0.815179
