# x0 x1 x2 x3 x4 amplitude sigma
0.794312 -0.225295 -0.154571 -0.907815 -0.256204 1.000000 1.075406
-0.985345 0.148787 0.416412 -0.606460 0.179549 1.000000 0.640308
0.896138 -0.686147 -0.842222 0.575900 -0.862466 1.000000 0.658273
0.324804 -0.894069 -0.030312 0.636982 -0.764466 1.000000 0.562445
-0.474256 -0.358417 0.574853 0.692801 -0.135608 1.000000 1.075754
0.679555 -0.795859 0.734840 0.845934 -0.640501 1.000000 1.106405
0.835767 -0.886726 0.315234 0.859261 0.116324 1.000000 0.726724
-0.761017 0.746651 0.890193 -0.286956 -0.198713 1.000000 1.414835
0.506923 -0.474575 -0.670021 0.909545 -0.613013 1.000000 1.415550
-0.826248 -0.724451 -0.151770 -0.222198 0.465277 1.000000 1.390239
-0.003931 0.873885 0.918961 0.365420 -0.357689 1.000000 1.212960
-0.754318 0.440445 0.507187 -0.220737 -0.384638 1.000000 1.067371
-0.913840 -0.417732 -0.943466 -0.586782 -0.972776 1.000000 1.273159
0.263416 0.974394 0.350872 0.171577 0.503029 1.000000 0.522214
0.484059 0.121083 -0.071185 -0.077539 -0.796332 1.000000 1.115923
