# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 amplitude sigma
-0.810130 -0.557069 0.902362 0.468165 -0.736667 0.676668 -0.730793 -0.044759 0.503015 -0.164491 -0.464262 -0.602304 0.708792 0.614715 0.322047 0.194088 0.872148 0.306059 0.934138 0.699057 1.000000 1.272988
0.559580 0.133000 0.107340 0.313517 0.469046 0.544908 -0.967228 0.821960 -0.804456 -0.111248 0.827756 -0.315462 0.105870 0.005099 0.680155 -0.658527 0.690342 0.728182 -0.141536 -0.862517 1.000000 1.163132
-0.610016 -0.034043 -0.900674 0.004250 0.472926 -0.085537 -0.612327 0.981794 0.361466 -0.349884 0.763887 0.939212 -0.837077 -0.377073 0.186559 0.826654 -0.233557 0.417518 -0.709998 -0.046733 1.000000 1.039492
0.515458 0.421445 0.598175 -0.184080 0.154578 -0.850049 0.656919 0.961392 -0.740224 0.518810 0.235423 -0.416488 -0.558448 0.906836 -0.466745 0.134928 -0.266636 -0.906411 -0.619363 0.216965 1.000000 0.752323
0.597473 -0.146022 -0.471374 0.401621 0.921962 0.777593 0.233237 0.959917 0.183894 -0.182189 -0.812993 -0.478787 -0.027405 -0.893876 0.315349 0.016851 0.100456 0.699194 0.471014 -0.077406 1.000000 0.931674
-0.155375 0.190064 0.145569 0.606739 0.548164 0.533470 0.539523 0.574111 -0.496920 0.793360 -0.564259 0.960871 -0.720488 -0.497637 0.370802 -0.883418 -0.694980 0.468053 -0.728736 -0.409759 1.000000 0.802558
-0.387970 -0.797574 0.210841 0.325253 0.611047 -0.931929 0.602005 -0.973028 -0.987342 -0.129036 0.834166 0.460737 -0.873566 0.686569 -0.135242 0.467637 -0.908560 0.679396 0.377888 -0.695403 1.000000 1.387155
-0.369453 -0.485670 -0.474214 0.726147 -0.716165 0.511014 0.656177 -0.108824 0.974391 -0.473031 0.446271 0.891238 0.086667 -0.065655 -0.334200 0.165270 0.440494 -0.859885 0.384596 0.878012 1.000000 1.100558
0.980416 0.283154 -0.950843 0.384467 -0.340178 0.580057 0.812710 -0.508786 -0.109988 -0.202942 0.740741 0.636417 0.690795 0.482972 0.882529 -0.885727 -0.061492 0.095014 -0.634814 0.457877 1.000000 1.078002
0.717751 -0.871947 -0.977528 0.075907 -0.061154 -0.064368 0.367445 0.009642 -0.729635 0.779878 0.731802 0.757816 -0.509992 0.335567 -0.347986 -0.038621 0.573426 -0.990844 0.512569 0.764048 1.000000 1.497543
0.934111 -0.590143 0.467805 0.970114 0.166331 -0.187377 0.974966 0.211976 -0.117894 -0.364561 -0.166661 0.126576 0.229509 -0.224522 0.153799 0.096471 -0.234005 -0.719717 0.266754 0.785283 1.000000 0.534304
-0.135441 -0.136637 0.929645 0.925273 -0.873977 -0.804616 -0.340536 0.433821 0.270610 -0.729318 0.733501 -0.998559 0.177885 -0.604523 0.212763 -0.609870 -0.965643 -0.708769 0.641248 0.099929 1.000000 0.669589
0.534766 -0.951980 -0.285596 -0.396360 0.080961 -0.316570 -0.463621 0.235335 0.179707 -0.480248 -0.664417 -0.075580 0.045017 -0.983213 0.796050 -0.615984 -0.798566 0.993658 0.617522 -0.059778 1.000000 1.413201
-0.247961 -0.960883 -0.175156 -0.730254 0.401358 -0.453235 0.619276 -0.344591 -0.441202 -0.888715 0.445142 -0.595843 -0.448455 0.064532 -0.135026 -0.401766 -0.299343 -0.555656 -0.831433 -0.551552 1.000000 0.877470
-0.556816 -0.623119 -0.675012 0.732279 0.732817 0.648226 -0.311424 0.200285 0.122406 0.328547 -0.623490 -0.255340 -0.624565 0.787733 0.558136 -0.580296 -0.672991 0.066665 -0.788028 -0.925214 1.000000 1.234290
