# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 amplitude sigma
-0.652762 -0.896403 -0.187841 0.959822 -0.208028 -0.193073 0.619494 -0.122177 -0.939100 -0.191083 1.000000 1.137611
-0.524313 0.352118 -0.104166 -0.886195 -0.427693 -0.269015 0.629093 -0.352340 0.512469 0.187374 1.000000 0.603016
0.628226 0.842243 -0.876038 -0.089224 -0.027311 0.517535 -0.890264 0.675719 -0.467454 -0.350842 1.000000 0.765947
0.414949 0.008303 -0.226521 0.078922 -0.148810 -0.306414 0.989731 0.862791 0.615964 0.348075 1.000000 0.579258
-0.954859 -0.571098 -0.455566 0.754032 -0.790623 0.718758 0.293396 0.264054 -0.876566 -0.987519 1.000000 0.852319
0.573219 0.658613 0.048278 0.732277 0.703006 -0.326624 0.198803 -0.386299 0.433491 0.575099 1.000000 1.390875
0.467703 -0.547200 0.153440 -0.189009 -0.267771 0.749283 0.523952 -0.419372 0.277017 -0.239417 1.000000 1.034394
-0.103504 0.195273 -0.760346 0.850951 0.454208 0.836300 0.537776 0.776215 -0.910484 0.120028 1.000000 0.869126
0.819664 0.190315 -0.016331 -0.583059 -0.821053 -0.909601 -0.806545 0.230537 0.254023 0.741905 1.000000 0.687133
-0.858083 -0.734308 -0.389727 -0.770263 0.584660 -0.912404 -0.996102 -0.353549 -0.963973 0.650027 1.000000 0.978546
0.958685 -0.484352 -0.989438 0.963469 -0.819474 -0.528670 0.020499 0.253835 -0.776973 -0.274421 1.000000 1.430570
0.089833 -0.264994 0.509988 0.337823 -0.972612 0.381869 -0.681369 -0.234723 -0.124564 -0.204671 1.000000 1.426335
-0.914671 0.953037 -0.453928 -0.234695 -0.594061 -0.939121 0.404831 -0.314958 -0.874208 0.586737 1.000000 1.478219
-0.917609 0.800947 0.934634 0.978652 -0.547401 0.521400 0.251268 -0.731116 0.009264 0.312969 1.000000 1.358919
-0.258648 0.554139 0.128480 0.647113 0.020586 0.149405 -0.832751 0.651433 -0.065916 0.411698 1.000000 0.500655
