# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 amplitude sigma
0.094280 -0.910246 -0.363081 -0.125191 0.046344 -0.730857 -0.065557 -0.309875 -0.671209 0.843146 0.176613 0.834469 -0.551783 -0.371050 -0.956507 -0.496170 -0.328696 0.725281 -0.224691 -0.175435 1.000000 1.143261
-0.202092 -0.237009 -0.080372 0.143550 -0.529393 -0.532289 -0.708049 -0.265718 -0.714256 0.736677 -0.987684 -0.916004 0.672372 0.958982 0.274050 -0.619339 -0.401344 -0.982111 0.685521 -0.871451 1.000000 0.565646
-0.295072 -0.587487 0.164663 0.054774 -0.545029 0.309111 -0.403443 0.085430 0.863856 -0.914317 0.104443 -0.476018 0.877423 0.244942 0.746745 0.114155 0.420976 -0.917358 0.339962 -0.972969 1.000000 0.507227
-0.205657 -0.134064 0.391987 -0.388778 0.210240 0.361704 0.727497 -0.698130 0.548004 -0.863659 -0.598318 0.697913 0.905242 -0.265813 -0.499696 0.535585 0.160659 -0.799689 0.605414 -0.113441 1.000000 0.800735
-0.277872 -0.347492 -0.102864 -0.813676 -0.729712 -0.420385 0.325047 -0.906157 -0.394360 -0.543255 -0.425128 0.695204 0.718000 0.928712 -0.685957 0.799298 -0.343965 0.389910 -0.747648 0.098277 1.000000 1.190516
0.325940 -0.390747 0.119744 -0.977939 -0.171960 -0.812551 -0.527322 0.399569 -0.409997 -0.963200 0.228380 0.059026 -0.237214 -0.699293 -0.344607 -0.971253 -0.744219 -0.341692 0.953579 0.912340 1.000000 1.462956
0.321659 0.269817 0.961636 -0.869660 0.692669 -0.594810 -0.903080 0.572335 -0.717840 -0.308707 0.054948 -0.454911 0.341706 0.830453 0.218184 0.071085 0.517812 -0.268480 -0.645179 -0.767445 1.000000 0.515600
-0.258591 0.596408 -0.618478 -0.546701 -0.552263 -0.243160 -0.243663 -0.137729 -0.060481 -0.545775 0.125680 0.206965 0.676088 -0.771076 0.472003 -0.972411 -0.764107 0.448407 0.655669 -0.463330 1.000000 1.258178
-0.574846 0.929217 -0.455567 -0.199420 -0.671112 0.928439 0.097165 -0.188589 0.626271 -0.326733 -0.304806 0.286011 -0.860394 -0.138639 0.234601 -0.694272 0.777564 -0.762312 0.631598 -0.907289 1.000000 1.162933
0.325732 -0.604694 0.982486 0.783429 -0.706341 -0.664325 0.343215 0.928340 -0.192283 -0.372535 -0.543653 0.862051 0.620602 0.301955 -0.370815 0.159165 -0.439173 -0.029394 0.512833 0.550113 1.000000 1.067427
0.836830 0.574042 -0.699878 -0.446768 -0.936857 -0.004740 -0.794395 0.302147 -0.058246 -0.998139 0.134211 -0.516403 -0.783984 0.011581 -0.234071 -0.756328 0.562782 0.529874 -0.563168 0.505007 1.000000 1.119824
0.658728 0.967521 -0.225957 -0.929974 -0.585587 0.902939 0.877363 -0.972150 -0.884755 -0.839383 0.126361 -0.792558 0.411356 -0.805479 0.131003 0.790277 0.861358 -0.635924 0.828831 -0.840935 1.000000 0.989465
-0.527152 0.342398 0.379555 0.676899 -0.117932 -0.954666 -0.409434 -0.230567 0.300507 -0.837326 0.640962 0.449192 -0.297454 -0.335493 0.775843 -0.891925 -0.089727 -0.648153 -0.026436 -0.091855 1.000000 1.308119
0.032508 -0.026662 0.685087 -0.849321 -0.247796 0.499587 0.437904 0.760951 -0.523899 -0.707271 -0.475674 -0.315559 0.347277 -0.232272 -0.124451 0.442357 -0.911337 -0.705570 -0.713871 0.830308 1.000000 1.217672
0.159569 -0.401914 0.420625 0.945978 -0.773269 0.275509 -0.703854 -0.057980 -0.983729 -0.349339 0.198071 0.265782 -0.085391 0.548819 -0.877395 0.858707 0.262146 0.174808 0.103607 0.873320 1.000000 0.506117
