# x0 x1 x2 x3 x4 amplitude sigma
0.060170 -0.363017 -0.641390 -0.034675 -0.193497 1.000000 1.237755
0.503302 0.811686 -0.877886 -0.993133 -0.928990 1.000000 0.839955
0.215322 -0.765372 -0.980769 0.781025 -0.767076 1.000000 0.968090
0.468295 0.872763 0.089352 -0.904869 0.725078 1.000000 0.923938
0.215202 0.526440 0.916007 -0.348929 -0.233754 1.000000 1.068320
0.448112 0.615991 0.705954 -0.549037 0.421458 1.000000 1.381281
0.764007 -0.548828 0.240561 -0.079781 -0.190372 1.000000 0.533144
0.011061 0.907940 -0.018878 0.220521 0.676560 1.000000 0.508784
0.922581 0.364299 0.582692 0.567494 -0.799565 1.000000 0.699238
-0.595680 0.118668 0.627567 -0.908096 -0.218776 1.000000 0.667269
0.740202 0.549560 0.356290 -0.052910 -0.846749 1.000000 1.468991
0.225903 0.171741 0.465294 0.452904 0.036671 1.000000 0.556570
-0.412592 0.498999 -0.841566 0.375136 0.588613 1.000000 0.589558
0.276963 0.881674 0.436345 0.356795 0.977814 1.000000 0.779641
-0.446861 0.879987 -0.675554 -0.029016 -0.301924 1.000000 1.109296
-0.290692 0.172165 0.769212 0.208998 -0.455504 1.000000 0.570577
0.910916 -0.690551 0.817010 0.205444 0.465155 1.000000 1.072489
0.635220 -0.790917 0.622274 0.332065 0.852693 1.000000 0.832523
-0.789259 -0.882769 0.154533 0.828402 0.683998 1.000000 0.761651
0.577769 0.340763 0.672251 -0.960400 0.724067 1.000000 0.592593
-0.787188 0.292548 -0.270320 -0.075016 -0.357592 1.000000 1.161842
-0.737750 -0.437498 0.347177 0.367798 -0.586792 1.000000 0.588537
0.088745 -0.316642 -0.364059 0.927887 0.883742 1.000000 0.720334
-0.425460 -0.757168 0.009841 0.339198 -0.630635 1.000000 0.537173
0.755089 0.451641 -0.927180 0.726751 0.200847 1.000000 0.669573
-0.063465 0.787915 0.314560 -0.956749 -0.517356 1.000000 1.119698
-0.947289 0.079695 0.219522 -0.900283 -0.616611 1.000000 0.898006
0.526764 -0.914085 0.841838 -0.709322 0.894401 1.000000 1.461979
-0.945562 0.311286 0.227157 0.349663 0.009334 1.000000 1.396378
0.008910 -0.527692 -0.442153 0.688116 -0.568213 1.000000 0.755081
0.781203 -0.347820 0.868665 -0.121298 -0.762983 1.000000 1.326558
-0.701834 0.741248 0.151962 -0.109108 0.614764 1.000000 1.330804
-0.876536 -0.979070 0.453954 -0.652142 0.280888 1.000000 0.501914
0.516540 -0.862589 0.271495 -0.965794 0.619662 1.000000 1.068752
-0.225443 -0.159533 -0.088710 -0.038658 0.080384 1.000000 0.681491
-0.755053 -0.365625 -0.575681 0.705727 0.582003 1.000000 0.530542
-0.278627 -0.165394 -0.083388 0.614553 -0.519642 1.000000 1.331057
-0.730679 -0.466412 0.637700 -0.661517 0.461716 1.000000 0.987357
