# x0 x1 x2 x3 x4 amplitude sigma
-0.001186 0.281984 0.383314 -0.746877 0.671973 1.000000 1.448728
0.603556 0.810223 -0.033240 0.930683 -0.319480 1.000000 1.243644
-0.828404 -0.714571 -0.814967 -0.294362 0.764239 1.000000 0.538329
0.358884 -0.342770 -0.866011 -0.634772 0.341051 1.000000 0.825373
-0.518767 0.410125 0.841373 -0.441537 0.374058 1.000000 0.820932
0.480842 -0.908618 0.442253 -0.650842 -0.194375 1.000000 0.905541
0.216604 -0.276272 -0.903217 -0.348665 -0.954555 1.000000 0.572536
0.796266 -0.957151 -0.877462 -0.579586 0.202261 1.000000 0.829761
-0.358986 -0.635513 0.784767 0.389910 -0.628038 1.000000 1.276319
0.477761 -0.086745 -0.842176 0.935030 -0.740465 1.000000 0.672832
-0.758617 0.497765 0.563825 -0.122962 -0.474628 1.000000 1.027387
0.895509 -0.549980 -0.879430 -0.561080 0.290994 1.000000 0.747813
-0.947548 0.559228 0.831299 -0.758003 0.310493 1.000000 0.560309
0.624450 -0.159716 -0.293967 0.690950 -0.789421 1.000000 0.694126
0.688768 0.329437 0.158638 0.350044 0.721145 1.000000 0.936243
-0.542536 -0.103202 0.170206 0.702143 0.943225 1.000000 1.151244
0.719136 -0.875641 0.337524 -0.177618 0.431816 1.000000 0.904954
-0.139086 -0.643339 -0.107676 -0.042580 0.344911 1.000000 1.412597
0.079985 0.372784 0.683056 -0.455853 -0.070489 1.000000 1.156934
-0.056076 0.373761 0.185422 0.468491 0.524183 1.000000 1.204848
0.360420 -0.985390 0.327135 -0.942525 -0.161803 1.000000 1.037293
0.844329 0.920343 -0.050580 -0.056081 0.285069 1.000000 0.920998
0.365812 0.557069 -0.271236 0.062610 0.978054 1.000000 0.601686
0.028523 0.451104 -0.204379 0.092935 0.346114 1.000000 0.880560
-0.431951 -0.690572 0.215910 0.105056 0.546704 1.000000 0.806760
0.653590 0.821862 0.030860 0.114434 0.947101 1.000000 1.492059
-0.156603 -0.377224 0.062655 0.484341 -0.137108 1.000000 1.417571
-0.370315 0.980129 0.686806 -0.027456 -0.915003 1.000000 0.803023
-0.986973 0.980737 0.894122 0.766810 0.120953 1.000000 0.702846
0.688849 0.650541 -0.865305 -0.765356 0.223129 1.000000 0.776604
-0.228905 -0.719681 0.342795 -0.279902 0.035551 1.000000 0.555440
0.280482 -0.688539 -0.095969 -0.438615 -0.393424 1.000000 1.170177
-0.595899 0.585937 -0.538689 -0.307558 0.211297 1.000000 0.790409
-0.216977 0.011964 0.583024 -0.093771 -0.090398 1.000000 1.318115
0.435075 0.813658 -0.852192 0.575472 -0.853547 1.000000 1.332566
-0.093023 0.893290 -0.374987 -0.261723 0.848948 1.000000 0.846623
0.961247 0.865213 -0.738826 -0.045773 0.761295 1.000000 1.034216
0.827731 0.685569 -0.412307 0.462123 0.578336 1.000000 0.968799
