# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 amplitude sigma
-0.093208 -0.116755 0.908267 -0.551618 -0.791887 -0.486998 -0.228936 0.496469 -0.143584 0.332612 -0.687253 -0.625978 0.969902 0.767570 -0.891146 0.442595 0.630657 0.187353 -0.515948 0.604458 1.000000 1.076556
0.283914 -0.926007 0.947635 0.222459 0.798960 -0.721815 -0.621283 0.511971 -0.203084 -0.168337 -0.931541 0.843214 -0.123307 0.028146 -0.334746 0.242608 0.754917 -0.882682 0.267251 -0.706598 1.000000 1.313452
-0.375047 0.507306 -0.264845 -0.912757 0.706835 -0.363105 0.083167 -0.431212 0.059149 0.461010 0.259920 -0.424967 -0.180282 0.924924 -0.000321 0.968732 -0.023472 0.480531 0.556826 -0.129104 1.000000 1.432318
0.289307 -0.812484 -0.621838 0.315296 0.955796 -0.080928 -0.768552 0.370522 -0.412235 -0.598972 -0.054962 -0.836662 0.531575 0.178884 0.323967 -0.797553 -0.097732 0.642843 0.763879 -0.519016 1.000000 1.259119
-0.543120 0.607649 -0.578634 0.958270 -0.372302 0.514997 0.102028 0.309546 -0.845225 0.146380 0.509808 0.478642 -0.919699 0.507165 0.421350 0.896510 -0.849254 0.798320 -0.634197 -0.267157 1.000000 0.652419
0.348524 -0.155665 0.618101 -0.292032 0.073958 0.799080 0.526815 0.459562 0.912057 0.315653 -0.609080 0.959944 -0.922756 0.902756 -0.110461 -0.454401 0.751385 0.541887 -0.893455 0.858390 1.000000 0.629618
0.341179 0.205272 -0.055207 0.363746 0.288489 -0.029142 -0.459838 0.395687 0.467512 -0.663223 -0.466482 -0.231176 0.151660 0.470811 0.379593 -0.227398 -0.207755 0.495016 -0.636260 -0.460791 1.000000 1.284214
-0.701686 -0.258552 0.910652 -0.352159 -0.940695 0.748065 0.701604 -0.582036 0.248224 -0.200598 -0.392525 0.190202 -0.366630 -0.856923 0.998418 0.759977 0.560602 -0.419934 0.030412 0.932503 1.000000 1.153469
-0.233402 0.635487 -0.615580 -0.080719 -0.491817 -0.449850 0.917865 0.459546 -0.810779 0.741821 -0.080734 0.375934 0.606786 -0.539830 -0.595697 -0.267014 -0.155444 -0.746422 -0.524138 0.091047 1.000000 0.554148
0.236384 0.221326 0.180018 0.459391 0.052104 -0.702555 0.939927 -0.076273 -0.755195 -0.417167 0.060112 -0.338470 -0.051849 0.064111 -0.918330 -0.367869 -0.640528 0.008384 -0.566565 0.614080 1.000000 1.440052
0.447214 0.975668 -0.521654 0.127140 0.371506 0.713199 -0.129869 0.400971 0.913080 -0.822552 -0.568876 -0.076306 -0.860728 -0.801613 -0.063225 0.036879 -0.544174 -0.652962 -0.366692 0.664417 1.000000 0.912005
-0.644366 0.256440 -0.085278 0.189642 0.940969 0.736027 0.805064 -0.715255 -0.792030 -0.480624 -0.784825 0.769946 -0.518904 -0.587376 -0.915427 0.541739 0.841837 0.628291 0.942184 -0.104689 1.000000 1.145530
0.165463 -0.930208 -0.057914 0.907536 0.732821 -0.146589 0.802865 -0.914221 -0.280618 -0.400198 -0.504981 -0.792897 -0.478419 -0.709038 0.458879 0.376223 -0.319117 0.340767 -0.077494 -0.047021 1.000000 0.608263
0.718192 0.474193 -0.920927 0.659979 0.140215 -0.685240 0.554627 0.342667 0.574936 -0.533643 -0.554118 0.281019 -0.356985 0.646459 0.803588 0.441394 0.650424 0.696170 -0.047561 -0.623943 1.000000 0.739680
0.601581 0.301389 0.024078 -0.033741 0.011584 0.003165 0.997168 -0.163337 -0.611099 0.860777 0.691983 0.491512 -0.067638 -0.685881 0.823225 0.318332 -0.287244 -0.141462 0.774496 0.733579 1.000000 0.927933
