# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 amplitude sigma
0.910926 0.913620 -0.762947 -0.635997 0.080977 -0.029678 0.166509 0.790845 -0.093268 -0.776184 -0.766783 0.423880 0.392042 0.191540 0.847980 0.793446 -0.906140 -0.853054 1.000000 1.444967
-0.851743 0.138849 0.419343 -0.436108 0.581762 -0.419347 0.640200 0.227615 -0.073885 -0.231062 0.227835 -0.845770 0.285611 0.540267 -0.258056 -0.686909 -0.222571 0.014856 1.000000 1.381243
-0.779688 0.690530 -0.848138 -0.279987 0.708537 0.711065 0.271511 -0.129677 0.469830 -0.180070 0.627317 0.302224 0.430986 -0.920501 -0.249161 0.194059 -0.297055 0.655395 1.000000 0.532905
0.862098 -0.720839 0.490555 0.698728 0.173631 -0.923809 0.818252 -0.294057 -0.063201 0.107907 0.560514 0.998625 -0.777354 0.242040 -0.565693 0.115190 0.266786 0.932981 1.000000 1.084127
0.001022 0.998874 -0.899618 -0.754543 0.415822 0.243820 0.930060 -0.546574 -0.776487 0.633664 -0.256178 -0.848869 0.572522 -0.375657 -0.866987 -0.676260 0.013341 0.063155 1.000000 0.675346
0.697264 -0.374360 -0.993104 0.133082 0.102586 -0.363964 0.015075 0.804033 0.149641 0.302210 -0.936300 0.605630 -0.375088 0.995485 -0.535254 -0.687313 -0.493716 -0.015241 1.000000 0.986315
-0.914442 0.955175 -0.622465 0.669510 0.026023 0.221942 0.286948 0.664749 0.444416 0.038304 0.136529 0.481040 0.144725 -0.878626 0.106172 -0.065606 -0.255439 -0.292981 1.000000 1.190904
0.735705 -0.400978 -0.577617 -0.244068 -0.534692 0.444144 -0.580311 0.579791 0.478428 -0.571273 -0.098018 -0.009763 0.110580 0.440943 -0.187417 -0.702012 -0.908092 -0.312478 1.000000 0.716054
0.465963 0.218316 -0.940093 -0.836446 0.268753 0.675031 -0.990581 0.038261 -0.810004 0.411483 0.017676 0.767359 -0.995382 0.327349 0.145081 0.425367 -0.610623 -0.917793 1.000000 1.098185
-0.479769 0.174566 0.751387 0.109156 0.042601 0.207098 0.551460 0.273283 0.585501 -0.930135 0.035192 0.036811 0.056733 0.864016 -0.382221 -0.819392 0.480876 -0.097252 1.000000 0.992920
-0.460359 0.492455 0.234398 0.896348 0.139012 -0.819987 0.779614 -0.775837 0.754300 0.757016 -0.476281 -0.609662 0.204503 -0.519731 -0.585739 -0.578893 -0.860610 -0.393988 1.000000 0.963683
-0.802906 -0.556927 0.750159 0.138263 -0.559104 -0.821391 -0.193497 0.507164 -0.402907 0.204759 0.774886 -0.572685 -0.758098 -0.141895 -0.258950 -0.054244 -0.386436 0.846669 1.000000 0.910503
-0.451979 -0.450315 -0.065921 0.084874 -0.280329 -0.002240 0.620979 0.327120 0.912424 0.389136 -0.895868 0.299329 0.288659 0.440406 0.933602 0.582873 -0.893770 -0.583594 1.000000 1.290191
-0.440140 -0.640442 -0.169280 -0.933766 0.443451 0.972585 -0.450945 0.543729 0.801722 0.146803 -0.595706 0.191568 0.415717 0.549336 0.286201 0.441626 0.267622 0.338877 1.000000 1.247691
-0.287316 0.787379 0.425639 0.520148 -0.929631 -0.018818 0.495921 0.401280 0.779444 0.930807 0.691075 0.826180 0.558059 0.597976 -0.106744 -0.105844 -0.219375 0.539584 1.000000 0.915154
