# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 amplitude sigma
0.235960 0.456812 0.384908 0.987662 0.083105 -0.721051 0.298090 -0.184267 0.071917 -0.307643 1.000000 0.714779
0.452745 0.600865 0.882859 0.843759 -0.816545 -0.886405 -0.462106 0.141590 0.057639 0.811063 1.000000 0.772664
-0.751547 -0.558820 -0.202450 0.840822 0.329557 -0.970709 0.160810 -0.296826 -0.800276 0.335491 1.000000 0.857340
0.003249 -0.626573 -0.793929 -0.465963 0.646814 0.682472 0.055826 -0.208681 -0.423419 0.461072 1.000000 1.118624
-0.042755 -0.462962 -0.454992 -0.158571 0.087079 -0.005135 0.915846 -0.988555 0.242080 0.787409 1.000000 1.141341
-0.756837 0.283499 0.166203 -0.140143 0.470737 0.951777 -0.380387 0.404427 -0.117486 -0.542207 1.000000 1.214018
0.547810 -0.407046 0.326627 -0.248799 0.501924 0.055655 0.747908 0.460748 -0.405651 0.745837 1.000000 1.080274
0.664108 -0.040014 0.654057 -0.897110 -0.703682 0.513464 -0.273173 0.827545 0.563806 0.676237 1.000000 0.833899
0.513335 0.500706 0.829696 -0.620663 0.658102 -0.848003 -0.593975 -0.790037 -0.467719 -0.007310 1.000000 1.273196
0.484149 0.688736 0.487482 -0.197024 -0.605650 -0.638965 0.728885 -0.918186 0.700809 -0.816003 1.000000 1.136368
-0.395026 -0.282461 0.149743 0.965754 0.503468 0.028854 -0.073117 -0.460978 0.943201 -0.855179 1.000000 1.005414
-0.868988 -0.225426 0.871052 -0.519268 0.237210 0.640155 -0.613699 -0.316804 0.463014 -0.152353 1.000000 0.618418
0.419407 0.317606 0.467235 0.565491 0.862289 0.539854 0.896857 0.023012 0.351151 -0.233608 1.000000 0.778652
-0.927477 0.752015 -0.736404 -0.541574 -0.342559 -0.459204 -0.496257 -0.177705 -0.699319 0.787258 1.000000 1.190974
0.564654 -0.277385 -0.197915 0.159790 0.197104 -0.735320 -0.395558 0.353595 -0.422755 -0.951742 1.000000 0.661503
-0.075441 0.939772 0.646231 0.173022 0.259313 -0.971991 0.746402 -0.841809 0.133158 0.196487 1.000000 1.376776
-0.661814 0.511228 0.496621 -0.933002 -0.402033 -0.334373 0.452847 0.100928 0.428717 0.647413 1.000000 0.984106
0.066000 -0.687487 0.452340 -0.232613 -0.791214 0.921684 0.185994 0.460835 0.011248 -0.582522 1.000000 1.457664
0.168358 -0.826485 0.430866 -0.765337 -0.272868 -0.867659 0.348307 0.936447 -0.054487 -0.701354 1.000000 0.630578
0.232744 0.413549 0.212438 -0.543097 0.571588 0.689829 -0.290408 0.601926 -0.626149 0.209947 1.000000 1.134538
0.101396 0.388688 0.013492 0.970434 -0.430284 -0.951152 -0.767529 -0.002401 -0.420143 0.120410 1.000000 1.217046
0.148633 -0.545056 0.016160 -0.350005 -0.610013 0.071002 -0.346607 0.523302 -0.362616 -0.936160 1.000000 1.495793
0.729719 0.264106 -0.727614 -0.106765 0.101379 0.739532 0.412086 -0.093645 0.589476 0.235460 1.000000 0.527856
0.292755 -0.578695 0.727660 0.748635 0.935648 -0.273942 0.683315 -0.504925 0.220027 -0.419310 1.000000 1.129417
-0.206374 0.990858 0.987575 0.399874 0.161275 0.958841 0.325738 -0.864536 0.421447 -0.676926 1.000000 1.081069
-0.975516 0.234562 0.380267 0.696012 -0.435902 0.763315 -0.599638 -0.500315 -0.510419 -0.528937 1.000000 1.282601
0.689573 0.099393 0.247771 -0.027468 0.472134 -0.572128 -0.621121 0.744759 0.993973 0.698238 1.000000 0.753953
0.312047 -0.520077 0.329567 -0.858043 -0.965865 0.178064 -0.027230 -0.207249 0.215313 -0.781565 1.000000 1.085427
-0.819014 0.291247 0.371075 -0.006779 -0.661755 -0.754462 0.727185 -0.828951 0.457321 -0.389904 1.000000 0.930106
0.033481 0.161820 -0.590577 -0.043790 0.623385 -0.355712 0.000118 0.879536 0.491649 0.383815 1.000000 0.644663
0.685042 0.649807 0.129666 -0.132356 0.862547 0.846150 -0.322937 -0.072707 0.490892 0.332604 1.000000 1.203484
0.253558 -0.027607 -0.174722 -0.666490 -0.696591 -0.047167 0.465745 -0.503411 0.657905 0.033086 1.000000 1.352963
-0.731613 0.014146 0.463882 0.866120 0.787635 -0.414657 0.490096 0.107026 0.565202 0.085553 1.000000 0.952932
0.863595 -0.406070 0.681069 -0.567968 -0.354763 0.794289 -0.003199 -0.386950 0.720171 -0.493158 1.000000 0.603252
-0.335538 -0.243483 -0.584037 0.090955 0.584522 0.067173 -0.627194 -0.404087 0.392147 -0.431911 1.000000 0.979658
0.701166 0.843350 0.870504 -0.724064 -0.697694 0.048641 -0.445718 0.173575 0.786317 -0.577130 1.000000 1.261146
-0.916851 -0.490694 -0.856305 -0.041453 -0.902117 -0.386001 -0.019793 -0.517724 0.268382 -0.587928 1.000000 1.245248
0.951349 0.745069 -0.917513 0.976012 0.739692 0.783706 -0.804471 -0.851341 0.759390 -0.452023 1.000000 0.674115
-0.194905 -0.163179 -0.162758 -0.709376 0.060417 0.376103 -0.978408 -0.513708 -0.444400 -0.107597 1.000000 1.146557
0.039396 0.425557 -0.693122 -0.865764 0.079272 -0.362088 -0.376917 0.564115 0.642620 0.415480 1.000000 0.709539
0.672088 0.522883 -0.163062 0.971104 0.959512 -0.597732 0.610242 -0.693406 0.618913 -0.771935 1.000000 0.801782
0.135597 0.959729 -0.326649 -0.018992 -0.581540 -0.041499 -0.689061 0.341433 -0.534689 0.006315 1.000000 1.432261
0.465217 -0.236852 0.203256 0.899745 -0.027379 -0.750838 -0.459545 0.270427 -0.789705 -0.151026 1.000000 0.794170
0.096533 -0.247273 0.242561 -0.238591 0.877583 -0.228463 0.536209 0.918773 -0.895208 0.794862 1.000000 1.158689
-0.830146 -0.295802 0.280252 0.861907 0.387290 -0.399406 0.953276 -0.428032 0.403342 -0.522072 1.000000 1.385922
-0.272957 -0.780740 0.928566 -0.496061 0.464257 -0.146350 0.549251 0.109834 0.645933 0.372273 1.000000 1.253618
0.295366 0.679680 -0.555649 -0.943535 -0.116338 -0.226291 -0.332418 0.675617 0.513457 0.766073 1.000000 1.033891
0.199903 0.921021 -0.659202 -0.695186 -0.062957 0.728777 0.495816 -0.184184 -0.667785 -0.403920 1.000000 1.461321
0.233852 -0.771916 0.639033 -0.917159 0.784199 -0.162430 0.020468 -0.854089 -0.687149 0.632796 1.000000 0.527897
0.183490 0.632339 0.753315 -0.165660 -0.752527 0.701717 -0.439880 0.599827 0.436985 -0.775321 1.000000 1.191857
0.454125 0.305575 0.193023 0.365812 -0.318879 0.606447 -0.318618 0.678909 0.308688 0.345454 1.000000 0.809907
0.167593 0.001233 0.459958 -0.676230 0.917533 -0.656655 -0.689106 -0.646867 -0.640294 -0.403279 1.000000 0.562412
0.490069 -0.769184 0.373987 0.526853 0.817656 -0.631172 -0.390674 0.933244 -0.500973 -0.245028 1.000000 1.399657
0.682349 -0.541927 -0.562780 -0.179713 -0.258572 -0.711803 -0.529590 -0.571810 -0.084482 0.619396 1.000000 0.659091
-0.084049 -0.192832 -0.274896 0.633874 -0.096035 -0.847077 -0.896933 -0.355347 0.039270 0.337834 1.000000 0.619338
-0.256854 0.374722 0.454643 -0.410529 -0.925152 0.109530 -0.137905 0.301970 0.533559 -0.228004 1.000000 1.384157
0.095333 0.238141 0.448307 0.842442 -0.870683 0.034092 -0.033347 0.354277 -0.848187 0.808043 1.000000 0.850716
-0.046502 0.653380 0.068665 0.205776 -0.010062 0.107754 -0.748457 0.775321 -0.767634 0.979371 1.000000 0.694156
-0.453950 -0.348222 0.362480 -0.644891 0.186998 -0.471954 -0.745562 -0.467612 0.871633 -0.415680 1.000000 0.615672
0.749249 -0.131127 0.080575 0.444706 0.622476 0.288387 -0.372580 -0.411741 0.466281 -0.195338 1.000000 1.262847
0.218685 0.727429 -0.186831 0.151706 0.365039 -0.145817 -0.186871 0.846534 -0.825781 -0.754602 1.000000 0.826674
-0.410445 0.423467 0.598276 -0.213893 -0.413871 -0.183600 0.410529 -0.170186 0.806390 -0.280677 1.000000 0.884440
0.677038 -0.088853 0.867303 -0.323101 0.574004 0.408216 -0.814637 -0.877170 -0.717685 -0.008684 1.000000 0.973057
0.921608 0.000345 -0.552952 0.094948 0.137774 -0.070269 0.093457 0.566334 0.662038 0.460067 1.000000 1.291261
0.124591 0.739969 0.839966 -0.705712 0.102051 0.791948 -0.580477 -0.957495 0.780883 0.837157 1.000000 0.888996
0.416134 0.792837 -0.560174 0.535992 -0.748138 0.963170 0.202907 0.251179 -0.826048 0.000717 1.000000 0.992233
-0.651781 -0.667571 -0.762485 0.105827 -0.264126 -0.107201 -0.296217 0.934890 -0.624408 0.733569 1.000000 1.130263
0.786278 0.519697 -0.974676 0.020125 -0.852777 0.253889 0.201701 0.879014 -0.451401 -0.705768 1.000000 0.702951
-0.446512 0.627054 0.575847 0.990282 -0.928345 -0.968678 0.002774 0.390604 0.517820 -0.259270 1.000000 1.472891
-0.573722 -0.339849 0.198765 -0.496953 -0.649683 0.361886 -0.476110 -0.838059 -0.146507 0.105499 1.000000 1.388698
0.645976 -0.288824 0.477419 0.205724 0.908787 -0.038613 0.627520 0.662683 0.676460 0.837980 1.000000 0.869305
-0.918624 0.115768 -0.062271 0.315200 -0.719950 0.016752 0.321498 0.009780 0.302970 0.366849 1.000000 1.018918
-0.559729 0.740543 0.673321 0.430746 0.144118 -0.870196 -0.214648 0.390172 0.961918 -0.236419 1.000000 1.411209
0.351048 0.984143 -0.816124 -0.821419 -0.869447 0.308333 0.298093 0.516212 0.153358 -0.330636 1.000000 1.253156
-0.808256 -0.221983 -0.248007 0.721429 0.664202 0.983493 -0.254127 0.805234 -0.833595 0.288664 1.000000 0.726510
0.113735 0.734289 -0.508894 -0.379811 -0.116048 -0.278594 -0.566920 -0.608454 0.244125 -0.890147 1.000000 0.641916
0.860187 -0.665398 0.877485 0.025329 -0.267870 -0.144821 -0.224678 -0.839723 -0.636633 -0.098667 1.000000 1.374763
-0.595077 0.002407 0.590025 -0.080925 -0.589806 -0.097424 0.693730 0.464115 -0.630855 -0.073125 1.000000 1.029550
-0.297587 0.413809 -0.191265 0.944407 -0.893410 -0.632522 0.983786 0.541964 0.407558 0.553898 1.000000 1.130385
0.792359 -0.613282 -0.048383 0.933461 0.998123 -0.823519 -0.493686 -0.087616 -0.348687 0.419747 1.000000 1.319340
-0.254343 0.248379 -0.033214 -0.055392 -0.904827 0.066830 0.539402 0.631952 -0.668690 0.805323 1.000000 1.463859
-0.476127 0.194685 -0.297832 0.410175 -0.237818 -0.303298 0.814678 0.074399 -0.480841 0.525133 1.000000 1.363263
0.543006 -0.966161 -0.075041 -0.700942 -0.730354 0.034074 -0.094997 -0.223210 0.263340 -0.432139 1.000000 0.906032
-0.350833 0.776700 -0.501211 0.719741 -0.334522 -0.118316 -0.969593 0.561432 0.329151 -0.234352 1.000000 0.601748
-0.918963 -0.823113 0.595847 0.783081 0.713424 0.979367 0.573772 0.676118 0.528206 -0.258525 1.000000 1.153949
-0.959125 -0.982527 0.054184 -0.121765 0.394509 0.057576 -0.923474 0.620671 -0.175497 -0.700954 1.000000 0.962899
0.455690 0.469200 0.596873 0.341118 -0.991646 -0.263242 0.658626 0.136665 -0.062104 -0.394852 1.000000 0.563954
0.619663 0.771478 -0.820330 -0.532425 -0.422460 0.698328 0.370693 0.250534 0.045498 -0.051105 1.000000 0.858126
0.024521 0.058724 -0.432911 -0.635179 -0.236657 -0.195691 0.322752 -0.460209 -0.333714 -0.766242 1.000000 1.183493
-0.424931 0.323201 -0.312889 0.202107 -0.291234 -0.067715 0.211008 0.025499 0.011156 0.441780 1.000000 1.254943
-0.987117 -0.406698 0.984072 -0.100283 0.282014 -0.962991 -0.892394 -0.913801 0.392577 0.648749 1.000000 1.404877
-0.664487 -0.242478 -0.185657 -0.979101 0.799338 0.887244 -0.005363 0.286852 -0.170518 -0.032946 1.000000 1.360343
0.346826 0.912266 -0.094813 0.449770 -0.959322 -0.664815 0.026540 0.566783 0.621116 -0.071029 1.000000 1.240883
-0.951285 0.475431 -0.030711 0.264335 -0.249128 -0.448204 -0.586111 -0.505009 -0.446459 -0.901568 1.000000 1.235685
-0.770824 -0.013654 0.142667 -0.126228 -0.977831 -0.192148 -0.285311 -0.171803 -0.722923 -0.074474 1.000000 0.783843
0.693176 -0.695708 -0.461266 -0.785728 0.031356 -0.813832 0.611283 -0.188627 -0.886692 0.367852 1.000000 0.923023
-0.046381 0.520896 -0.095746 -0.586588 0.853118 -0.678396 -0.060105 0.529485 -0.148186 0.917216 1.000000 0.970697
0.282749 -0.556126 -0.714345 -0.957938 -0.642877 0.566233 0.953191 0.844255 -0.975294 0.811721 1.000000 0.899462
-0.545328 -0.047374 0.991861 -0.025081 -0.056510 -0.899719 0.719910 -0.273879 0.028629 -0.068322 1.000000 0.578062
0.355362 -0.611605 -0.610150 0.287053 -0.066844 -0.710917 0.280877 0.447732 0.813412 -0.453826 1.000000 0.785996
0.472585 -0.532148 -0.282441 0.371815 0.795383 0.822116 0.388235 0.309938 -0.511232 0.697759 1.000000 0.683104
0.945117 0.753768 0.265679 0.475483 0.654918 0.748634 -0.129509 0.693515 -0.094203 -0.446379 1.000000 0.709650
-0.993592 0.175795 0.226071 -0.130592 0.411805 0.407395 0.151967 -0.390413 0.924488 -0.930818 1.000000 0.696444
0.075836 0.043911 -0.250465 0.212755 -0.234740 -0.168428 -0.758229 -0.766430 0.487951 -0.718607 1.000000 0.739381
0.380921 0.946309 -0.805295 0.380405 -0.376809 0.256238 -0.369382 -0.335611 -0.675667 0.730313 1.000000 1.102320
0.913387 0.566636 -0.923074 -0.703070 0.141453 -0.507900 0.698999 -0.200649 -0.935150 0.360420 1.000000 1.370741
-0.662194 0.910530 -0.861500 -0.627149 -0.162663 0.987532 -0.020774 -0.314790 0.615036 0.124711 1.000000 1.259733
0.163039 0.213659 -0.133729 -0.813564 -0.025609 -0.019022 -0.907143 -0.692457 -0.220446 -0.322380 1.000000 1.456835
-0.757556 -0.992465 -0.859863 0.747725 -0.767311 0.110161 0.007365 0.464872 -0.728093 0.559088 1.000000 1.058890
0.145019 -0.504884 0.353224 0.814738 -0.266817 -0.315591 -0.454688 -0.113007 0.374837 0.948424 1.000000 1.373854
-0.306533 -0.677818 0.332432 0.712361 -0.469644 -0.619369 0.154387 0.715926 0.350349 -0.182547 1.000000 1.219527
-0.503910 -0.307745 0.162648 -0.863383 0.442007 -0.691311 -0.730534 -0.302036 -0.921563 -0.625278 1.000000 0.834207
-0.279279 -0.931570 -0.794095 -0.845171 -0.427199 -0.741664 0.218475 -0.796617 -0.648685 -0.170296 1.000000 0.605360
0.926773 0.361880 -0.809055 0.129925 0.088530 0.782102 0.696998 0.948229 -0.625215 -0.025638 1.000000 0.618921
-0.660457 0.111990 0.079648 -0.208031 0.179024 -0.734468 0.429884 -0.928623 -0.113834 0.849556 1.000000 0.629938
0.253940 -0.544704 0.809065 -0.090394 0.669278 0.508994 0.983409 -0.135212 0.375544 0.294439 1.000000 1.045138
-0.154424 -0.477660 -0.621048 0.801820 -0.425348 0.970185 -0.643953 -0.133176 0.906781 0.879512 1.000000 1.319439
0.714886 0.011142 -0.944161 0.361024 0.536745 0.372574 0.855627 -0.031139 -0.561299 0.497005 1.000000 0.822987
-0.459035 0.636219 0.594030 -0.145761 -0.407490 -0.952363 -0.750529 0.449415 -0.318715 0.454377 1.000000 1.157994
-0.152669 -0.805403 -0.180648 0.727044 -0.696316 -0.373271 0.192161 -0.781070 -0.882239 -0.746483 1.000000 0.638808
-0.053608 -0.813918 -0.840372 -0.005044 -0.010914 0.900555 -0.719030 0.361762 0.744919 -0.635249 1.000000 0.886774
0.031107 -0.018584 0.667508 0.546464 0.705162 -0.751311 -0.017148 0.195533 0.183711 -0.516100 1.000000 1.291201
