# x0 x1 x2 x3 x4 x5 x6 x7 amplitude sigma
0.325538 -0.278099 -0.342717 0.624084 -0.205741 -0.044602 -0.841768 -0.696559 1.000000 0.732902
0.516565 0.116085 -0.717968 -0.532837 0.890925 0.967106 -0.822872 -0.247072 1.000000 1.411690
0.536421 0.304929 -0.056904 0.289926 -0.477162 -0.910758 0.191090 0.570108 1.000000 0.551030
-0.707716 0.187021 -0.377765 -0.357105 -0.572180 -0.736216 0.023697 0.194343 1.000000 0.510007
-0.679500 -0.466928 0.351746 0.733749 -0.906950 0.571795 -0.401244 -0.008523 1.000000 0.813254
0.358290 -0.176635 -0.910588 -0.890084 0.899772 0.997373 -0.392566 -0.249711 1.000000 0.802944
-0.177879 -0.823961 0.543908 -0.902891 0.163285 -0.797441 0.860132 -0.691769 1.000000 0.640202
-0.740571 0.421098 0.037363 0.431312 0.464559 0.828494 -0.437549 -0.192014 1.000000 0.861590
0.229296 -0.391770 -0.444492 0.869968 -0.525745 -0.572286 0.255199 -0.945381 1.000000 0.740939
0.726377 0.327214 0.478295 -0.722293 0.580811 0.498683 -0.611548 -0.867589 1.000000 1.472029
0.717325 0.534610 0.366053 0.642496 -0.269836 -0.994356 0.721470 0.022508 1.000000 0.770042
-0.418401 -0.312442 0.064870 -0.704097 0.241707 0.930553 -0.382697 -0.878978 1.000000 0.709532
-0.093807 -0.603214 -0.208039 0.911448 0.997651 -0.439607 0.523292 -0.779673 1.000000 0.535815
0.797391 0.154999 0.174727 0.085620 0.780847 0.233467 0.006453 0.907654 1.000000 1.333648
0.511013 -0.619987 0.314044 0.790807 0.136217 0.082374 0.450366 0.099578 1.000000 1.119786
