# x0 x1 x2 x3 x4 amplitude sigma
0.018134 0.404964 -0.567386 -0.420844 -0.411613 1.000000 1.448728
0.015920 -0.842721 -0.117261 -0.651068 0.941955 1.000000 1.243644
-0.706890 -0.929716 0.074827 -0.884844 -0.331783 1.000000 0.538329
0.127685 -0.226765 0.944696 0.970526 0.434647 1.000000 0.825373
-0.283808 -0.628367 -0.712088 -0.051505 0.599940 1.000000 0.820932
0.732866 0.955902 0.985085 0.970651 -0.396805 1.000000 0.905541
0.305003 0.632388 0.220046 0.329379 -0.014538 1.000000 0.572536
-0.426174 -0.679708 -0.907383 -0.556519 0.020450 1.000000 0.829761
-0.903220 0.454036 -0.995204 0.944390 -0.757543 1.000000 1.276319
-0.270543 -0.780665 -0.329040 0.501180 -0.176418 1.000000 0.672832
-0.005396 -0.745838 -0.995154 0.551285 -0.582323 1.000000 1.027387
0.623840 0.062098 0.420195 -0.659129 -0.190717 1.000000 0.747813
-0.636047 0.029516 -0.482104 0.674644 -0.985862 1.000000 0.560309
-0.391538 0.571898 0.057691 -0.111785 0.325583 1.000000 0.694126
-0.817343 0.126478 0.692856 -0.978869 -0.590522 1.000000 0.936243
