# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 amplitude sigma
-0.929805 -0.612241 0.712364 0.818964 -0.866002 -0.364130 -0.562305 0.321463 0.123801 0.687413 -0.459788 0.043617 0.723634 -0.387186 0.481215 1.000000 0.813886
0.720399 -0.481900 -0.110103 -0.231193 -0.408508 0.582887 -0.930078 -0.209193 -0.585433 0.657088 -0.153741 0.794987 -0.617359 -0.582478 -0.908822 1.000000 1.269372
0.352325 -0.087630 0.974761 0.538143 0.586947 -0.216247 0.234828 -0.244264 0.158279 0.473982 -0.943447 -0.620215 0.148543 -0.682996 0.432011 1.000000 0.803155
-0.217586 0.769092 0.857899 -0.082279 0.540224 0.240711 -0.805032 -0.095444 0.697888 -0.671381 -0.366720 0.224282 -0.374877 -0.465809 0.040522 1.000000 0.518439
-0.878434 0.373828 0.356503 0.569894 0.962232 -0.820574 0.505973 0.044227 -0.996198 -0.716783 -0.495021 0.321762 0.622127 0.435786 -0.301752 1.000000 0.724797
-0.501958 0.935682 -0.507608 -0.569589 0.998843 -0.018946 -0.086995 -0.021936 0.591809 0.646049 0.401031 -0.966395 0.936022 0.623295 0.254796 1.000000 0.834025
-0.823386 -0.229727 -0.945218 0.619305 -0.887112 -0.819903 0.660121 0.149866 -0.470897 0.191472 -0.236439 0.360680 0.426768 0.027837 -0.761551 1.000000 1.075899
0.276532 0.116006 -0.741413 0.013005 -0.543440 -0.908688 -0.295293 -0.096601 0.252216 -0.288615 -0.615009 -0.573286 -0.546383 -0.506181 -0.869318 1.000000 0.992627
0.819787 0.371970 0.240999 0.461086 -0.654523 0.276277 -0.834747 0.815253 -0.260839 0.268585 -0.974846 -0.502459 0.917898 -0.913245 -0.715491 1.000000 0.618882
0.678879 0.337426 -0.959551 0.713663 0.424996 -0.651993 -0.924193 0.845524 -0.005326 0.579027 -0.527977 0.549519 0.481789 -0.608853 0.775872 1.000000 0.731556
-0.108777 -0.126556 -0.235499 0.897447 -0.559075 0.796652 -0.525606 -0.000977 0.989200 -0.293176 0.710439 -0.324890 -0.591588 0.876255 0.912103 1.000000 1.499598
0.394100 0.134354 -0.754941 -0.653726 0.248548 -0.695102 0.439889 0.405991 0.553555 0.512688 -0.423435 0.229989 -0.432973 0.423876 -0.255725 1.000000 1.215754
-0.076083 0.516861 -0.060050 -0.364154 0.330612 0.870472 0.594961 -0.955982 -0.777785 0.865192 0.984599 0.246963 -0.194637 0.669035 -0.589949 1.000000 0.592757
-0.754648 -0.211176 0.456898 0.911979 -0.370252 0.792018 0.870358 0.945974 0.990259 0.825403 0.397051 -0.913945 0.250743 -0.944436 -0.794008 1.000000 0.767010
-0.318714 0.589082 -0.763115 0.997612 -0.448323 -0.093065 0.477437 0.758313 -0.320408 -0.576721 -0.213411 -0.645136 -0.332989 -0.719511 0.154382 1.000000 1.293222
