# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 amplitude sigma
-0.379137 0.022073 -0.870169 -0.141196 -0.808211 -0.591250 -0.492150 0.687994 0.509206 0.933020 0.777596 -0.575133 0.753300 -0.002011 0.770581 0.874152 0.627977 -0.845691 0.145484 0.173478 1.000000 1.339361
-0.412036 -0.324269 0.696094 0.523995 0.835433 0.082840 0.177766 0.096343 0.724045 0.440347 0.387766 -0.956888 0.337210 0.040596 -0.354377 -0.371487 0.036927 -0.357000 -0.985132 0.477842 1.000000 1.321295
0.102716 0.385533 -0.032737 0.258694 -0.914364 -0.177636 -0.311069 -0.710778 0.958247 0.125359 -0.023062 -0.308927 -0.037178 -0.166233 0.749366 0.525162 -0.001716 -0.464642 0.705288 0.160959 1.000000 1.142207
0.634802 -0.380352 -0.134579 0.549371 -0.419541 -0.643812 0.486672 -0.896535 0.129870 -0.722343 -0.806782 0.485170 0.475853 0.691089 -0.219402 -0.967410 0.705096 0.933385 -0.255642 0.761169 1.000000 1.167223
0.086445 -0.424566 -0.299202 0.032699 -0.077631 -0.548195 0.008593 -0.218531 -0.401480 0.443539 -0.799466 0.408858 -0.940220 -0.255879 0.841563 0.997702 0.564589 -0.667289 0.598154 0.505583 1.000000 0.539140
-0.024191 -0.526237 -0.639772 0.022750 0.582455 0.827250 0.117765 0.945445 0.148101 0.918937 0.056400 0.359331 0.409622 0.160614 -0.670583 -0.207168 -0.361950 0.949801 0.993372 -0.681351 1.000000 0.565672
-0.925608 -0.123004 -0.341235 -0.416394 0.535652 0.363195 0.600457 0.039876 -0.709387 -0.330835 0.316328 -0.738751 -0.910755 -0.720690 0.115709 -0.480694 -0.573558 0.055169 0.623712 -0.902631 1.000000 0.776501
0.966422 0.050934 0.750112 -0.954909 0.388759 -0.002338 -0.419252 0.036689 0.270695 -0.041441 -0.990403 0.260146 0.863275 0.728021 0.617401 -0.980794 -0.926399 0.721038 -0.319394 0.288478 1.000000 0.816361
0.816628 0.314119 -0.392133 -0.851518 -0.189779 -0.630114 0.370233 0.383572 -0.591514 0.864366 -0.858615 0.780048 -0.336969 0.238983 0.918275 -0.257061 0.435733 -0.632578 0.284700 -0.009539 1.000000 0.693592
-0.272685 0.905833 -0.084587 -0.425406 0.945663 -0.108941 0.570511 0.060316 0.173730 -0.041657 -0.615036 0.098382 0.921373 -0.703550 0.134741 0.333678 -0.847899 0.821356 -0.586310 -0.420575 1.000000 0.697093
-0.152653 -0.761882 0.713091 -0.794264 -0.766656 0.469504 -0.085296 -0.467024 -0.984879 -0.322830 -0.566515 0.910504 -0.366341 0.544644 0.766601 -0.278953 -0.794094 0.029241 0.930347 0.432234 1.000000 1.349204
0.368475 -0.849665 -0.041248 -0.089831 -0.968562 -0.098599 0.375437 0.775250 0.447507 -0.609180 0.055233 -0.871508 -0.611248 -0.603976 0.576876 0.201776 -0.233449 -0.157900 0.347950 0.004260 1.000000 1.342358
0.922377 -0.979348 -0.146041 0.941976 0.119253 -0.848926 0.945486 -0.650756 0.396799 0.193562 -0.594687 -0.265618 0.270722 0.944543 -0.136370 0.300162 -0.131115 0.565840 0.663466 -0.348959 1.000000 0.847365
0.414404 0.789308 -0.134541 0.832799 -0.328735 0.546665 0.614088 -0.639280 0.647608 -0.464920 -0.703645 0.609661 -0.323305 0.271307 -0.898821 0.021846 -0.299139 -0.355335 -0.974925 0.547967 1.000000 1.239742
0.084848 -0.513506 -0.816157 0.815553 -0.893212 0.499433 -0.354387 0.409907 0.667306 0.506034 0.671418 0.580609 -0.818892 0.073237 -0.482247 0.741052 0.966851 0.219531 -0.961486 -0.307726 1.000000 0.993409
