# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 amplitude sigma
0.953928 0.677957 -0.535059 -0.732077 -0.737664 -0.629193 -0.290179 0.771008 0.837041 0.141100 0.577208 0.407486 -0.225706 -0.735862 -0.241783 1.000000 0.813886
0.969292 -0.992197 -0.292189 -0.729810 -0.474673 0.988303 0.845034 0.910529 0.497557 0.128458 0.338185 -0.462474 -0.621590 0.151399 -0.327330 1.000000 1.269372
0.134534 -0.914764 0.497504 0.401062 -0.854178 -0.720818 0.080498 0.514393 -0.662697 -0.234730 0.825879 0.668372 -0.455685 0.171070 0.589872 1.000000 0.803155
0.294427 -0.562478 -0.692932 -0.395850 0.421943 -0.816762 0.167271 0.409142 0.072561 -0.096325 -0.632306 -0.947360 -0.836468 -0.079412 0.051700 1.000000 0.518439
0.138203 0.813366 -0.092189 0.344585 -0.867167 0.655234 -0.100171 0.723627 -0.786436 0.696949 -0.269819 -0.209977 0.477358 -0.942312 0.959604 1.000000 0.724797
0.828399 -0.824637 -0.764191 -0.033967 0.357862 -0.555456 -0.946656 -0.202692 -0.879457 0.187572 0.544747 0.986611 -0.268790 -0.448007 0.463821 1.000000 0.834025
0.841318 -0.176994 0.002832 0.064676 0.622514 -0.394393 -0.570999 0.859015 0.640880 0.578407 -0.518422 0.261194 -0.221364 -0.288589 -0.332946 1.000000 1.075899
0.920298 -0.241264 0.820274 0.328128 -0.992468 0.637201 -0.272362 -0.563612 0.918354 -0.008834 -0.008446 0.776415 0.678481 -0.473814 -0.875252 1.000000 0.992627
0.964865 0.249455 -0.237565 0.154954 -0.489391 0.498948 0.212543 -0.199717 0.736764 0.165111 0.864273 0.251848 -0.423572 -0.429497 0.263626 1.000000 0.618882
0.226628 -0.834476 -0.754574 0.202181 0.978126 -0.538489 0.540207 -0.860535 0.492787 -0.019518 0.750924 0.230956 0.509883 -0.890862 -0.035833 1.000000 0.731556
-0.376227 0.204052 -0.309405 0.643978 0.756737 0.325823 0.031786 0.563920 0.180989 -0.280079 0.082288 0.795157 0.948173 -0.615799 -0.160993 1.000000 1.499598
-0.103838 0.802797 0.632489 -0.487134 -0.104049 -0.531368 -0.719875 0.237448 0.886930 0.311230 0.875104 0.170630 0.950233 0.595777 0.039972 1.000000 1.215754
-0.717893 0.911946 0.587126 -0.568354 -0.968530 0.313801 0.140025 0.095280 -0.126539 -0.242606 -0.655045 -0.056381 0.236800 0.677946 0.011572 1.000000 0.592757
0.289745 -0.149335 0.952796 0.214295 -0.236795 -0.503624 0.337882 -0.101927 -0.687105 0.967558 -0.800950 0.358132 0.997817 -0.021539 -0.524957 1.000000 0.767010
-0.462234 0.084918 0.680126 -0.956896 -0.918418 -0.919028 0.159532 -0.586281 -0.127912 -0.435764 -0.485979 0.520829 0.121904 0.402621 0.852451 1.000000 1.293222
