# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 amplitude sigma
-0.067471 0.911579 0.235096 -0.412849 0.036412 -0.808465 0.757911 -0.209796 -0.911013 0.413973 0.435084 -0.334244 1.000000 1.053270
-0.343120 -0.292048 0.761561 0.699333 0.217098 0.069063 -0.273693 -0.887438 0.201352 -0.605085 0.908763 0.243325 1.000000 1.215032
-0.333075 0.512651 0.078888 -0.875450 0.305184 -0.260439 0.545935 -0.045907 -0.005298 -0.790391 -0.701573 0.543474 1.000000 1.312531
0.698129 -0.649472 0.708236 0.646877 0.184336 -0.306177 -0.073051 0.197619 0.086793 -0.877857 0.595159 0.309575 1.000000 0.521979
-0.451789 -0.887996 -0.587741 -0.783626 -0.079073 -0.119833 0.286743 0.552488 -0.994054 0.155234 -0.838717 0.431542 1.000000 1.340842
-0.178272 0.696309 0.741568 0.954341 -0.181566 -0.887258 0.748427 -0.270633 0.262207 0.446597 -0.092165 0.509292 1.000000 1.172998
0.140541 0.389608 -0.432630 -0.877765 -0.075689 -0.028298 0.992018 -0.512685 -0.338571 0.989179 0.640490 -0.456642 1.000000 0.705469
-0.243589 0.873692 0.000257 0.506838 -0.181367 0.458478 -0.061846 0.926346 -0.518259 -0.294928 0.200015 0.040174 1.000000 1.093368
0.581985 -0.192689 -0.125023 -0.644746 -0.675734 -0.653852 -0.127088 0.001044 -0.982147 0.663381 -0.940289 -0.760526 1.000000 1.267726
0.939525 -0.316585 0.605479 0.316343 -0.583517 -0.806970 0.186869 -0.495569 -0.910707 0.485395 -0.138606 0.040469 1.000000 0.937047
0.402396 0.648497 0.276150 0.298700 -0.634254 0.553000 -0.332391 -0.494864 0.383228 -0.565663 0.591118 -0.020494 1.000000 0.801869
0.260306 -0.981683 -0.768722 -0.953121 0.436408 -0.176484 0.007994 0.690426 -0.141946 -0.007437 -0.035672 0.229158 1.000000 0.775535
0.882726 0.713443 0.820103 -0.613289 -0.871311 0.764291 0.223419 -0.956939 0.250427 0.967331 0.134196 0.787249 1.000000 1.195105
-0.298182 0.585162 -0.829312 -0.204902 0.042508 -0.806776 -0.322035 -0.021580 0.747457 -0.050246 -0.095658 -0.338757 1.000000 1.126701
-0.900469 -0.922836 0.504957 -0.658967 -0.704067 0.042663 -0.703703 -0.012452 -0.037882 -0.874680 0.780881 0.445265 1.000000 0.880742
