# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 amplitude sigma
0.563696 0.484975 0.750490 -0.773218 -0.902407 0.130742 0.463890 0.072744 0.017426 -0.738875 0.247786 -0.383940 1.000000 0.752402
-0.368654 0.771661 0.990510 -0.966684 -0.259255 0.480213 -0.967013 -0.694588 0.006989 0.714293 0.680886 0.279068 1.000000 0.556564
-0.603663 0.966724 -0.268409 0.142746 -0.512070 0.824092 -0.624786 -0.800465 0.739291 0.536200 -0.546178 -0.714879 1.000000 1.110408
-0.294916 0.423620 0.848386 0.985584 -0.917548 0.414955 0.220538 -0.547076 0.525172 -0.433775 -0.086091 -0.558773 1.000000 1.063422
-0.103359 -0.134114 -0.863432 0.124412 0.898296 0.590074 -0.428105 -0.778299 0.536518 0.829031 0.949995 -0.185153 1.000000 1.084117
-0.965101 0.922372 0.690525 0.295213 0.262917 -0.743317 -0.102726 -0.509160 0.024853 -0.661612 0.317375 -0.485898 1.000000 0.679576
0.893650 0.235396 0.401313 -0.111989 -0.424396 0.494072 0.929085 -0.739513 0.947659 -0.161759 -0.218619 -0.807682 1.000000 1.228948
0.802302 -0.106460 0.743181 -0.005843 0.907957 0.836748 0.535859 0.644682 -0.190269 0.872551 -0.946870 0.893025 1.000000 0.812493
-0.939894 -0.200119 0.589048 0.778265 0.637543 0.805411 0.111538 -0.171302 0.355778 0.459852 -0.530306 -0.866153 1.000000 1.000567
-0.570198 0.293067 -0.276630 0.228496 0.617669 -0.537891 -0.537383 -0.595066 0.134503 -0.453334 0.447218 -0.554631 1.000000 0.756749
-0.684706 0.415059 -0.494285 -0.447911 -0.530074 0.505047 -0.960328 0.715503 0.494019 0.680786 -0.037808 -0.019922 1.000000 0.590191
0.408175 -0.957636 0.964387 -0.429243 -0.891411 -0.873837 0.156585 0.840348 0.362395 0.986492 0.439496 0.390665 1.000000 0.765824
-0.843431 0.891444 -0.230727 -0.208467 0.648036 -0.164467 -0.625381 0.294907 0.005908 0.477574 -0.214350 -0.411716 1.000000 1.079295
-0.286677 0.148642 0.846300 0.830635 0.843261 -0.674590 0.686367 -0.857653 -0.198401 -0.102172 -0.016076 -0.032958 1.000000 1.196190
0.402666 0.162801 -0.685198 0.838596 0.164910 -0.053771 -0.252170 -0.689739 0.704327 -0.315525 -0.587430 0.055296 1.000000 0.704728
