# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 amplitude sigma
-0.231542 -0.996089 -0.770606 0.757226 0.231686 0.887253 -0.333925 0.566645 0.041394 -0.921226 -0.426941 -0.924160 -0.230794 -0.707080 -0.186299 1.000000 0.511266
-0.023068 0.420812 0.315315 -0.594319 -0.492533 0.118585 -0.945471 -0.477913 0.163547 -0.088715 0.523906 -0.759390 -0.708842 -0.049547 0.912385 1.000000 0.783025
0.088360 -0.601688 -0.714019 0.594578 -0.332933 0.614362 -0.271569 -0.974962 -0.304679 -0.220294 0.645854 0.921207 -0.855524 -0.630824 0.746354 1.000000 0.508941
0.032537 0.822018 0.146022 0.819027 -0.235773 0.447869 -0.766443 0.589270 -0.805151 -0.767152 -0.829049 -0.882190 0.990201 0.577017 -0.865685 1.000000 1.318595
-0.905880 -0.266731 -0.854823 -0.850619 0.418649 0.904085 0.201814 0.612133 -0.745903 0.458017 -0.427949 -0.711888 -0.443591 -0.487831 -0.158185 1.000000 0.875615
0.030940 -0.107697 0.191758 -0.919723 0.351932 -0.820563 0.188274 0.108437 -0.174541 -0.437545 0.734071 0.705419 -0.574106 -0.380230 -0.245774 1.000000 0.662929
-0.083864 0.716481 0.481590 -0.221677 -0.984400 0.752461 -0.462369 -0.772535 -0.777519 -0.251587 -0.999016 -0.729441 -0.162624 -0.097154 -0.589571 1.000000 1.478936
0.528297 0.646494 -0.940555 -0.859532 -0.980740 -0.620840 -0.442896 0.546668 0.234445 0.568644 0.879587 -0.606480 -0.174396 -0.907195 0.723686 1.000000 1.487342
-0.221936 0.363225 -0.491930 -0.694044 -0.567883 -0.402588 -0.628577 -0.351576 0.766380 -0.193302 0.909558 0.135367 0.267032 0.846470 -0.237147 1.000000 0.969345
0.821462 0.120605 -0.606483 -0.208534 -0.735536 -0.155027 -0.380339 -0.489364 -0.035067 -0.370044 -0.798577 0.484462 -0.032436 -0.143810 0.323755 1.000000 1.100777
-0.976650 -0.319995 -0.979848 0.767208 -0.058113 0.685530 0.898940 0.265444 0.124753 0.959366 -0.693089 0.055526 -0.030932 0.704984 0.085349 1.000000 1.310889
0.355384 -0.259615 0.570279 -0.922323 0.341954 0.557467 -0.839413 -0.514028 -0.622399 -0.790762 -0.130243 0.751344 0.186794 0.443183 -0.707794 1.000000 0.666353
0.530122 -0.725756 0.505874 -0.123422 -0.905789 0.058376 0.492035 -0.756806 0.302613 0.559801 -0.415841 -0.054918 0.447434 -0.131181 0.045724 1.000000 0.592852
-0.443162 -0.854469 0.207273 0.493825 0.233977 0.303774 -0.600257 -0.095679 -0.753449 -0.576621 -0.211374 0.978182 0.998839 0.573746 0.717927 1.000000 0.553273
0.944692 0.036689 0.842948 -0.194271 0.179314 -0.029782 -0.611111 -0.643566 -0.856347 0.287500 0.939351 0.982252 -0.106295 -0.045282 0.283573 1.000000 0.550440
