# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 amplitude sigma
-0.474345 0.322575 0.368206 -0.769506 0.638541 -0.807104 0.065783 0.845958 0.883652 0.140649 1.000000 0.979649
0.488050 0.427157 -0.875437 -0.500060 -0.029289 0.864898 0.073611 -0.372393 -0.640415 0.254960 1.000000 1.412466
0.336165 0.253667 -0.917723 -0.144220 0.215712 -0.034598 0.831067 -0.781636 -0.382502 -0.302788 1.000000 1.190418
0.553675 -0.014412 0.338591 0.782631 0.996633 0.343085 0.312292 0.585952 0.091734 -0.202855 1.000000 1.089381
-0.516343 -0.442802 0.274420 0.055987 0.676751 -0.636914 0.648072 -0.119332 0.187457 0.391371 1.000000 0.506957
0.285553 0.329830 -0.204865 0.370933 0.994002 0.536148 -0.879193 -0.551121 -0.584559 0.851052 1.000000 0.910549
0.488456 -0.880126 0.854253 -0.672958 -0.655423 -0.381855 0.542852 -0.145539 0.086667 0.043560 1.000000 1.075440
0.363473 -0.913967 0.123149 0.401873 0.650362 -0.220665 0.610285 -0.470574 -0.445324 -0.747660 1.000000 0.963360
0.090313 -0.630741 -0.896891 -0.305050 0.890306 -0.828161 -0.451101 -0.211401 0.400218 0.610640 1.000000 0.564091
0.465815 0.795465 0.778956 -0.256491 0.409122 0.176558 0.229703 0.141426 0.040983 0.859095 1.000000 0.813986
0.452701 -0.865620 -0.116769 0.834932 -0.478197 0.100582 -0.834934 -0.523967 0.901810 0.944764 1.000000 0.961268
-0.400435 0.831280 -0.424811 -0.767710 0.445187 0.712312 -0.153561 -0.504974 0.228556 0.723763 1.000000 1.467280
0.591704 -0.385272 -0.767204 -0.465623 0.837820 0.987557 0.403212 0.110480 -0.998436 -0.609834 1.000000 0.852410
0.188921 -0.623042 -0.753645 -0.386094 0.036738 -0.393446 -0.797168 -0.527350 0.322329 -0.999604 1.000000 1.253163
0.486959 -0.314873 0.351201 0.817733 -0.449726 0.677662 0.918141 0.647720 0.525085 -0.435873 1.000000 1.077520
