# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 amplitude sigma
-0.106357 0.805549 0.556529 0.423434 -0.251141 0.443650 -0.044401 -0.107005 0.254824 -0.750622 0.061337 0.781761 1.000000 1.097415
0.097881 -0.569183 -0.981210 0.255964 0.029424 0.286302 -0.093345 0.882040 0.941260 0.711320 0.573802 0.833317 1.000000 0.826623
-0.735867 -0.191020 -0.253770 -0.055251 -0.590572 0.288386 -0.991641 0.011566 0.820197 -0.981130 -0.063705 -0.856251 1.000000 1.140824
-0.824380 0.265299 0.135078 -0.445637 -0.211571 0.934893 0.213235 -0.401719 -0.224125 0.444175 0.944115 0.925026 1.000000 0.671865
0.937432 -0.638121 0.113539 0.324091 0.255568 -0.453582 -0.293186 -0.618353 0.837342 0.548627 -0.528234 -0.555647 1.000000 1.294164
0.771673 -0.405995 0.322842 0.580386 -0.859947 -0.249690 -0.398257 0.761552 0.246987 0.548866 0.828097 -0.195916 1.000000 1.432142
-0.380746 -0.891008 -0.223978 0.389403 -0.077620 0.801985 0.614229 -0.040992 -0.986881 -0.959075 -0.978914 -0.210993 1.000000 0.669222
-0.311639 -0.823936 -0.256301 0.578155 -0.815373 0.696504 0.396480 -0.879288 -0.101539 0.386309 -0.099289 -0.403811 1.000000 1.172289
0.899591 0.310156 -0.443542 -0.188671 0.377456 -0.592157 -0.891400 -0.794411 0.835052 -0.795176 -0.015612 0.819494 1.000000 1.267346
-0.112490 0.456438 0.505100 0.302554 -0.720180 -0.818449 0.512506 0.586701 0.628739 0.362909 -0.526881 0.561840 1.000000 1.093957
0.279327 0.350916 0.532980 -0.953722 -0.580337 0.179704 -0.267250 0.437202 0.386528 0.004912 -0.416672 0.556016 1.000000 0.913512
-0.699062 0.198233 0.548405 -0.422395 0.764189 -0.915593 -0.370970 0.836356 -0.757433 0.577471 -0.307918 0.247853 1.000000 1.050288
0.642208 -0.977358 -0.259711 -0.139457 -0.763821 -0.283581 -0.088246 -0.733045 0.758590 -0.467938 -0.984502 -0.246583 1.000000 1.143928
-0.645974 0.620104 0.051909 -0.225818 0.367927 -0.199778 -0.699548 0.580135 -0.054947 0.061288 -0.809731 0.380851 1.000000 1.075968
-0.098083 -0.123781 0.364498 -0.371101 0.403427 0.188467 0.588514 0.384227 0.225769 -0.074407 -0.604505 -0.059793 1.000000 1.339874
