# x0 x1 x2 x3 x4 amplitude sigma
-0.796109 -0.481951 -0.029730 -0.011557 0.808934 1.000000 1.237755
-0.382549 0.355701 0.411184 -0.719756 -0.162121 1.000000 0.839955
-0.827951 0.815208 -0.614998 -0.988217 -0.210349 1.000000 0.968090
-0.835925 -0.416140 -0.765731 0.123605 0.299908 1.000000 0.923938
0.985727 -0.600320 0.889186 -0.353973 0.266844 1.000000 1.068320
-0.155793 0.736080 -0.941482 0.041012 0.463757 1.000000 1.381281
0.591032 -0.164954 -0.138011 -0.867410 0.766563 1.000000 0.533144
0.529232 -0.877121 0.675985 0.483731 0.714292 1.000000 0.508784
-0.354185 0.613240 -0.012626 0.729227 0.096330 1.000000 0.699238
-0.501013 0.720127 -0.209179 0.847558 0.469974 1.000000 0.667269
0.052753 -0.116324 -0.921869 0.979089 0.436185 1.000000 1.468991
0.605889 -0.435109 0.420269 0.298142 -0.371676 1.000000 0.556570
0.610598 0.398631 -0.490952 -0.090657 -0.528170 1.000000 0.589558
-0.435542 -0.962051 0.872145 0.992173 -0.057126 1.000000 0.779641
0.095451 -0.151973 0.663703 -0.587609 -0.123195 1.000000 1.109296
